15:42:01#0,22:0:-0,63/0:0:0:1#0,2758:-0,0157:-0,7387/0:0:0:1#0,1642:-0,0157:-0,7387/0:0:0:1#0,8876261:1,385232:-0,525043/-0,4948052:-0,4958405:0,5051601:-0,5041065#-0,8875526:1,383611:-0,5284559/0,4900758:-0,4930298:0,5098298:0,506775
15:42:01#0,22:0:-0,63/0:0:0:1#0,2758:-0,0157:-0,7387/0:0:0:1#0,1642:-0,0157:-0,7387/0:0:0:1#1,107625:-0,249703:-0,7020974/-0,4948052:-0,4958405:0,5051601:-0,5041065#-0,6675535:-0,2513235:-0,7055103/0,4900758:-0,4930298:0,5098298:0,506775
15:42:01#0,05484866:0,8443834:-0,1568101/0,03070361:0,5595896:0,02995108:-0,8276592#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,5744625:-0,249703:0,1371094/-0,6928044:-0,1286367:0,1415662:-0,695294#-0,08480272:-0,2513235:-1,511114/0,1206559:-0,6922374:0,6968091:0,1438982
15:42:01#0,05484782:0,8443813:-0,1568089/0,03071411:0,5596045:0,02997864:-0,8276478#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4723262:0,5884111:0,6628149/-0,692807:-0,1286241:0,1415537:-0,6952963#-0,1868795:0,5867907:-0,9854324/0,1206434:-0,69224:0,6968113:0,1438858
15:42:01#0,05484803:0,8443797:-0,1568069/0,03072903:0,5596125:0,02997609:-0,8276418#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,472302:0,5884057:0,662824/-0,6928084:-0,128617:0,1415466:-0,6952977#-0,1868701:0,5867853:-0,9854364/0,1206363:-0,6922414:0,6968125:0,1438786
15:42:01#0,05484982:0,8443818:-0,156807/0,03071097:0,5596205:0,02997174:-0,8276373#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3862455:1,023126:-0,01457784/-0,5296711:0,570846:0,4274682:-0,4591892#0,2840644:1,060835:-0,1722243/-0,4140898:-0,4482611:-0,5385177:-0,5810254
15:42:01#0,05484961:0,84438:-0,1568054/0,03072671:0,5596262:0,02997196:-0,8276328#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3862495:1,023129:-0,01458225/-0,5296704:0,5708452:0,427469:-0,4591902#0,2840717:1,060841:-0,1722316/-0,4140905:-0,4482622:-0,5385171:-0,5810246
15:42:01#0,05484805:0,84438:-0,1568073/0,03072804:0,559608:0,02997001:-0,8276452#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3862521:1,023125:-0,01459146/-0,5296578:0,5708314:0,4274848:-0,4592071#0,2840679:1,060839:-0,1722347/-0,4141065:-0,4482794:-0,5385047:-0,5810113
15:42:01#0,05484681:0,8443792:-0,1568079/0,03074249:0,5595858:0,02994743:-0,8276604#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3862542:1,023127:-0,01460323/-0,5296561:0,5708297:0,4274867:-0,4592093#0,2840609:1,060836:-0,1722434/-0,4141085:-0,4482817:-0,5385031:-0,5810096
15:42:01#0,05484681:0,8443792:-0,1568079/0,03074249:0,5595858:0,02994743:-0,8276604#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3862536:1,023129:-0,0145887/-0,5296671:0,5708417:0,427473:-0,4591943#0,2840585:1,060832:-0,1722291/-0,4140946:-0,4482667:-0,5385139:-0,5810212
15:42:01#0,05484766:0,8443807:-0,1568084/0,03072928:0,559589:0,02994795:-0,8276587#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3862521:1,023129:-0,01458766/-0,5296687:0,5708433:0,4274712:-0,4591925#0,2840583:1,060832:-0,1722295/-0,4140927:-0,4482647:-0,5385153:-0,5810227
15:42:01#0,05484501:0,8443808:-0,1568118/0,03072545:0,5595648:0,02995895:-0,8276749#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3862637:1,023131:-0,01460806/-0,5296546:0,570828:0,4274889:-0,4592114#0,2840605:1,060835:-0,1722435/-0,4141107:-0,4482839:-0,5385017:-0,5810078
15:42:01#0,05484718:0,8443837:-0,1568123/0,03070212:0,5595703:0,02994838:-0,8276724#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3862526:1,023135:-0,01460272/-0,5296698:0,5708445:0,4274698:-0,4591911#0,2840495:1,060833:-0,172239/-0,4140914:-0,4482632:-0,5385164:-0,5810241
