15:56:48#0,22:0:-0,63/0:0:0:1#0,2758:-0,0157:-0,7387/0:0:0:1#0,1642:-0,0157:-0,7387/0:0:0:1#0,8876261:1,385232:-0,525043/-0,4948052:-0,4958405:0,5051601:-0,5041065#-0,8875526:1,383611:-0,5284559/0,4900758:-0,4930298:0,5098298:0,506775
15:56:48#0,22:0:-0,63/0:0:0:1#0,2758:-0,0157:-0,7387/0:0:0:1#0,1642:-0,0157:-0,7387/0:0:0:1#1,107625:-0,249703:-0,7020974/-0,4948052:-0,4958405:0,5051601:-0,5041065#-0,6675535:-0,2513235:-0,7055103/0,4900758:-0,4930298:0,5098298:0,506775
15:56:48#0,05485664:0,8444374:-0,1568582/0,03003628:0,5597416:0,03052785:-0,8275598#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,5742215:-0,249703:0,1372144/-0,6928254:-0,1285338:0,1414636:-0,6953131#-0,08455572:-0,2513235:-1,511204/0,1205528:-0,6922587:0,6968269:0,1437958
15:56:48#0,05486113:0,8444377:-0,156853/0,03004686:0,5597668:0,03048313:-0,827544#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4720552:0,5885:0,6626725/-0,6928298:-0,1285117:0,1414417:-0,6953171#-0,1866177:0,5868796:-0,9857876/0,1205307:-0,6922632:0,6968307:0,1437738
15:56:48#0,05485962:0,8444369:-0,156854/0,03005183:0,5597573:0,03049033:-0,82755#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4720884:0,5885024:0,6626827/-0,6928282:-0,1285197:0,1414496:-0,6953157#-0,1866222:0,586882:-0,9857624/0,1205387:-0,6922616:0,6968294:0,1437817
15:56:48#0,05485772:0,8444337:-0,156853/0,03007776:0,5597548:0,03049915:-0,8275504#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,386272:1,023243:-0,0147194/-0,5296662:0,5708407:0,427474:-0,4591958#0,2841257:1,060946:-0,1723267/-0,4140957:-0,4482679:-0,538513:-0,5810204
15:56:48#0,05485582:0,8444309:-0,1568523/0,03010365:0,5597463:0,03049875:-0,8275553#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3862684:1,023236:-0,01471627/-0,5296632:0,5708374:0,427478:-0,4591999#0,2841189:1,060938:-0,1723222/-0,4140997:-0,4482721:-0,53851:-0,5810171
15:56:48#0,0548566:0,8444332:-0,1568538/0,03008474:0,5597405:0,03049153:-0,8275601#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3862655:1,02323:-0,01471165/-0,5296639:0,5708382:0,4274769:-0,4591988#0,2841128:1,060929:-0,1723193/-0,4140987:-0,448271:-0,5385108:-0,5810179
15:56:48#0,0548566:0,8444332:-0,1568538/0,03008474:0,5597405:0,03049153:-0,8275601#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,386271:1,023235:-0,01471525/-0,5296673:0,5708417:0,427473:-0,4591945#0,284118:1,060933:-0,1723254/-0,4140946:-0,4482666:-0,5385139:-0,5810212
15:56:48#0,05485699:0,8444335:-0,1568536/0,03008399:0,5597419:0,03048773:-0,8275594#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3862698:1,023236:-0,01471317/-0,5296679:0,5708424:0,427472:-0,4591934#0,2841172:1,060933:-0,1723214/-0,4140937:-0,4482658:-0,5385146:-0,581022
15:56:49#0,05485889:0,8444341:-0,156852/0,03008055:0,5597544:0,03047722:-0,8275514#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3862674:1,023237:-0,01470484/-0,5296737:0,5708486:0,4274649:-0,4591856#0,2841195:1,060934:-0,172316/-0,4140862:-0,4482579:-0,5385203:-0,5810281
15:56:49#0,05485803:0,8444337:-0,1568525/0,03007896:0,5597567:0,03049581:-0,8275492#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,386273:1,023237:-0,01470545/-0,5296681:0,5708427:0,4274718:-0,4591931#0,284127:1,060938:-0,1723167/-0,4140934:-0,4482653:-0,538515:-0,5810224
15:56:49#0,05486035:0,8444368:-0,156853/0,03005672:0,559758:0,03047577:-0,8275499#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3862654:1,023234:-0,01471202/-0,5296677:0,5708423:0,4274725:-0,4591939#0,2841204:1,060938:-0,1723233/-0,4140939:-0,4482661:-0,5385143:-0,5810218
