17:02:29#0,22:0:-0,63/0:0:0:1#0,2758:-0,0157:-0,7387/0:0:0:1#0,1642:-0,0157:-0,7387/0:0:0:1#0,8876261:1,385232:-0,525043/-0,4948052:-0,4958405:0,5051601:-0,5041065#-0,8875526:1,383611:-0,5284559/0,4900758:-0,4930298:0,5098298:0,506775
17:02:29#0,22:0:-0,63/0:0:0:1#0,2758:-0,0157:-0,7387/0:0:0:1#0,1642:-0,0157:-0,7387/0:0:0:1#1,107625:-0,249703:-0,7020974/-0,4948052:-0,4958405:0,5051601:-0,5041065#-0,6675535:-0,2513235:-0,7055103/0,4900758:-0,4930298:0,5098298:0,506775
17:02:30#0,09557429:0,8452051:-0,1944303/0,03362298:0,4994572:0,02852543:-0,8652158#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,6861185:-0,249703:0,07874972/-0,6810161:-0,1776372:0,1903576:-0,6844167#-0,1997742:-0,2513235:-1,459582/0,1697841:-0,6802851:0,6864941:0,1926435
17:02:30#0,09557785:0,8452119:-0,1944333/0,03357014:0,4994497:0,02849077:-0,8652233#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,6199127:0,5890734:0,558264/-0,6810143:-0,1776438:0,1903641:-0,684415#-0,2660095:0,587453:-0,9800509/0,1697907:-0,6802832:0,6864925:0,19265
17:02:30#0,09557888:0,8452122:-0,1944326/0,03356972:0,4994528:0,02848005:-0,8652219#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,619925:0,5890888:0,5582556/-0,681015:-0,1776411:0,1903614:-0,6844157#-0,2659851:0,5874684:-0,9800664/0,169788:-0,680284:0,6864932:0,1926473
17:02:30#0,09557679:0,8452085:-0,1944312/0,0335968:0,499458:0,02850374:-0,8652171#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193144:1,048494:-0,05199438/-0,5296699:0,5708444:0,4274698:-0,4591908#0,2889504:1,064627:-0,1863614/-0,4140913:-0,4482628:-0,5385164:-0,5810239
17:02:30#0,0955769:0,84521:-0,1944324/0,03358744:0,4994473:0,02849133:-0,8652239#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193056:1,048485:-0,05199972/-0,5296619:0,5708358:0,4274796:-0,4592013#0,2889395:1,06462:-0,1863627/-0,4141012:-0,4482738:-0,5385088:-0,5810157
17:02:30#0,09557617:0,845207:-0,1944304/0,03361456:0,4994481:0,02848702:-0,8652226#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193106:1,048487:-0,05199745/-0,529668:0,5708423:0,427472:-0,4591932#0,2889438:1,06462:-0,1863652/-0,4140937:-0,4482655:-0,5385146:-0,5810221
17:02:30#0,09557691:0,8452105:-0,1944329/0,03358466:0,4994401:0,02848167:-0,8652286#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193095:1,048482:-0,05199376/-0,5296631:0,570837:0,4274784:-0,4592002#0,28894:1,064615:-0,1863575/-0,4141001:-0,4482725:-0,5385097:-0,5810167
17:02:30#0,095578:0,8452083:-0,1944298/0,03360313:0,4994617:0,02848649:-0,8652152#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193059:1,048489:-0,05198967/-0,5296782:0,5708532:0,4274595:-0,4591796#0,2889427:1,064621:-0,1863636/-0,4140808:-0,4482517:-0,5385244:-0,5810325
17:02:30#0,09557887:0,8452089:-0,1944296/0,03359955:0,4994632:0,02847743:-0,8652148#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193078:1,048483:-0,0519851/-0,5296682:0,5708424:0,427472:-0,4591933#0,2889466:1,064619:-0,186354/-0,4140936:-0,4482655:-0,5385146:-0,5810221
17:02:30#0,09557846:0,845209:-0,1944301/0,03359637:0,4994645:0,02848776:-0,8652138#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193098:1,048483:-0,05198872/-0,5296679:0,5708421:0,4274724:-0,4591938#0,2889497:1,064622:-0,1863601/-0,4140941:-0,448266:-0,5385143:-0,5810218
17:02:30#0,09557775:0,8452072:-0,194429/0,03361085:0,4994685:0,02849627:-0,8652107#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193045:1,048483:-0,05198991/-0,5296693:0,5708439:0,4274703:-0,4591915#0,288946:1,064622:-0,1863621/-0,4140919:-0,4482638:-0,5385158:-0,5810235
17:02:30#0,0955752:0,8452045:-0,1944289/0,03363315:0,4994568:0,02850408:-0,8652163#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193062:1,048479:-0,0519934/-0,5296617:0,5708356:0,4274799:-0,4592018#0,2889442:1,064618:-0,1863616/-0,4141017:-0,4482741:-0,5385085:-0,5810155
17:02:30#0,09557844:0,8452059:-0,1944272/0,03362452:0,4994728:0,02848344:-0,8652081#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4192917:1,048473:-0,05197676/-0,5296753:0,5708503:0,4274631:-0,4591836#0,2889336:1,06461:-0,1863524/-0,4140845:-0,4482557:-0,5385217:-0,5810296
17:02:30#0,09557749:0,8452026:-0,194425/0,03365302:0,4994774:0,02848774:-0,8652042#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193067:1,048474:-0,05197516/-0,52967:0,5708445:0,4274696:-0,4591908#0,2889507:1,064615:-0,1863535/-0,4140912:-0,4482629:-0,5385165:-0,5810241
17:02:30#0,09557599:0,845201:-0,1944249/0,03366836:0,4994664:0,02848456:-0,86521#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193:1,048466:-0,05197932/-0,529662:0,5708361:0,4274796:-0,4592013#0,2889424:1,06461:-0,1863529/-0,4141012:-0,4482736:-0,5385089:-0,5810157
17:02:30#0,09557664:0,8452023:-0,1944255/0,03365522:0,4994725:0,02849201:-0,8652068#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4192933:1,048463:-0,05197173/-0,52967:0,5708446:0,4274696:-0,4591907#0,2889369:1,064605:-0,1863508/-0,4140912:-0,448263:-0,5385165:-0,5810242
17:02:30#0,095579:0,8452035:-0,1944245/0,0336469:0,4994837:0,02847754:-0,8652011#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4192929:1,048464:-0,05197121/-0,5296727:0,5708476:0,4274661:-0,4591868#0,2889401:1,064608:-0,1863548/-0,4140876:-0,4482591:-0,5385193:-0,581027
17:02:30#0,09557879:0,845204:-0,1944251/0,03364148:0,4994834:0,02848376:-0,8652013#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193031:1,048466:-0,05197252/-0,5296671:0,5708414:0,4274734:-0,4591947#0,2889507:1,064613:-0,1863538/-0,414095:-0,448267:-0,5385137:-0,581021
17:02:30#0,09558182:0,8452099:-0,1944278/0,03358961:0,4994907:0,02848003:-0,8651992#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,419296:1,048468:-0,05197439/-0,5296702:0,5708447:0,4274694:-0,4591904#0,2889462:1,064615:-0,1863563/-0,414091:-0,4482627:-0,5385166:-0,5810243
17:02:30#0,09558079:0,8452096:-0,1944285/0,03359333:0,499479:0,02847569:-0,8652059#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193137:1,048479:-0,05199572/-0,5296617:0,5708354:0,4274801:-0,4592018#0,2889603:1,064628:-0,1863734/-0,4141018:-0,4482744:-0,5385085:-0,5810153
17:02:30#0,09558137:0,8452094:-0,1944278/0,03358883:0,4994997:0,0285017:-0,8651933#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193003:1,048483:-0,05197591/-0,529677:0,5708522:0,4274607:-0,4591812#0,2889529:1,064627:-0,1863552/-0,4140821:-0,448253:-0,5385235:-0,5810316
17:02:30#0,09558083:0,8452076:-0,1944266/0,03360311:0,4995049:0,02850917:-0,8651896#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4192998:1,048479:-0,05198139/-0,5296698:0,5708446:0,4274696:-0,4591908#0,2889552:1,064628:-0,1863607/-0,4140912:-0,448263:-0,5385165:-0,5810241
17:02:30#0,09558173:0,8452079:-0,1944261/0,03359684:0,4995188:0,0285207:-0,8651814#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4192938:1,048474:-0,05197006/-0,529674:0,5708487:0,4274647:-0,4591855#0,2889537:1,064624:-0,1863535/-0,4140864:-0,4482576:-0,5385205:-0,5810283
17:02:30#0,09558159:0,8452094:-0,1944276/0,03358771:0,4995034:0,0285047:-0,8651912#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193023:1,048472:-0,05198696/-0,5296597:0,5708336:0,4274824:-0,4592044#0,2889582:1,064625:-0,1863663/-0,4141041:-0,4482769:-0,5385065:-0,5810133
17:02:30#0,09558161:0,8452085:-0,1944267/0,03359533:0,4995091:0,02850851:-0,8651874#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193013:1,048478:-0,05198032/-0,5296702:0,5708447:0,4274695:-0,4591905#0,2889581:1,064627:-0,1863625/-0,4140911:-0,448263:-0,5385166:-0,5810243
17:02:30#0,09558155:0,8452064:-0,1944248/0,03361249:0,4995177:0,02851224:-0,8651816#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,419297:1,048476:-0,05197334/-0,5296718:0,5708464:0,4274673:-0,4591883#0,2889569:1,064626:-0,1863563/-0,4140891:-0,4482605:-0,5385183:-0,581026
17:02:30#0,0955843:0,8452076:-0,1944234/0,03360356:0,4995354:0,02850183:-0,8651721#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4192901:1,04847:-0,0519608/-0,529676:0,570851:0,4274622:-0,4591826#0,2889562:1,064623:-0,1863492/-0,4140836:-0,4482546:-0,5385224:-0,5810302
17:02:30#0,09558547:0,8452086:-0,1944232/0,03360008:0,4995321:0,02848053:-0,8651749#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193021:1,048469:-0,05196954/-0,5296659:0,5708399:0,4274749:-0,4591962#0,2889686:1,064628:-0,1863575/-0,4140965:-0,4482687:-0,5385124:-0,5810197
17:02:30#0,09558588:0,8452092:-0,1944235/0,03359713:0,4995261:0,02846664:-0,8651789#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193056:1,048473:-0,05197328/-0,5296646:0,5708386:0,4274766:-0,4591981#0,288971:1,064632:-0,1863589/-0,4140981:-0,4482705:-0,5385113:-0,5810182
17:02:30#0,0955839:0,8452112:-0,1944271/0,03357995:0,4995002:0,02846818:-0,8651945#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,419314:1,048476:-0,05198911/-0,5296543:0,5708275:0,4274893:-0,4592118#0,2889714:1,064635:-0,1863663/-0,4141113:-0,4482843:-0,5385013:-0,5810074
17:02:30#0,09558263:0,8452087:-0,1944259/0,03360011:0,4995021:0,0284783:-0,8651923#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193048:1,048483:-0,05198854/-0,5296685:0,5708429:0,4274717:-0,4591928#0,2889613:1,064636:-0,186368/-0,4140931:-0,4482652:-0,5385149:-0,5810224
17:02:30#0,09558165:0,8452079:-0,1944261/0,03360748:0,4994954:0,02847884:-0,8651958#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193043:1,048479:-0,05198276/-0,5296642:0,5708382:0,4274772:-0,4591987#0,2889583:1,06463:-0,186358/-0,4140987:-0,448271:-0,5385109:-0,581018
17:02:30#0,09558075:0,8452068:-0,1944259/0,03361791:0,499489:0,02847656:-0,8651992#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193045:1,048477:-0,05198416/-0,5296644:0,5708383:0,4274769:-0,4591985#0,2889557:1,064626:-0,1863604/-0,4140985:-0,4482707:-0,538511:-0,5810182
17:02:30#0,0955852:0,8452094:-0,1944242/0,0335981:0,4995153:0,0284598:-0,8651854#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4192934:1,048475:-0,05196321/-0,5296803:0,5708553:0,427457:-0,4591771#0,2889522:1,064623:-0,1863485/-0,4140784:-0,4482491:-0,5385265:-0,5810348
17:02:30#0,09558295:0,8452075:-0,1944245/0,03361603:0,4994981:0,02845719:-0,8651947#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193175:1,048477:-0,05198213/-0,529659:0,5708328:0,4274832:-0,4592054#0,2889729:1,064632:-0,186361/-0,4141051:-0,4482778:-0,5385059:-0,5810126
17:02:30#0,09558385:0,8452069:-0,1944231/0,03362345:0,4995043:0,02844803:-0,8651911#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193004:1,048476:-0,05197319/-0,5296705:0,5708451:0,427469:-0,45919#0,288958:1,064628:-0,1863535/-0,4140906:-0,4482622:-0,5385171:-0,5810247
17:02:30#0,09558608:0,845211:-0,1944249/0,0335894:0,4995053:0,0284359:-0,8651922#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193062:1,048474:-0,05197017/-0,5296676:0,5708417:0,4274729:-0,4591941#0,2889638:1,064627:-0,1863518/-0,4140944:-0,4482664:-0,538514:-0,5810213
17:02:30#0,09558634:0,8452109:-0,1944245/0,03358952:0,4995107:0,02844007:-0,865189#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4193121:1,048482:-0,05197817/-0,5296699:0,5708443:0,4274697:-0,4591908#0,288972:1,064637:-0,1863615/-0,4140913:-0,4482631:-0,5385165:-0,581024
