15:31:47#0,22:0:-0,63/0:0:0:1#0,2758:-0,0157:-0,7387/0:0:0:1#0,1642:-0,0157:-0,7387/0:0:0:1#0,8876261:1,385232:-0,525043/-0,4948052:-0,4958405:0,5051601:-0,5041065#-0,8875526:1,383611:-0,5284559/0,4900758:-0,4930298:0,5098298:0,506775
15:31:47#0,22:0:-0,63/0:0:0:1#0,2758:-0,0157:-0,7387/0:0:0:1#0,1642:-0,0157:-0,7387/0:0:0:1#1,107625:-0,249703:-0,7020974/-0,4948052:-0,4958405:0,5051601:-0,5041065#-0,6675535:-0,2513235:-0,7055103/0,4900758:-0,4930298:0,5098298:0,506775
15:31:47#0,05487038:0,8443612:-0,1567596/0,03117805:0,5594586:0,02905957:-0,8277618#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,5746629:-0,249703:0,1370221/-0,6927869:-0,1287223:0,1416514:-0,6952782#-0,08500803:-0,2513235:-1,511039/0,1207417:-0,6922197:0,6967943:0,1439834
15:31:47#0,05487077:0,84436:-0,1567579/0,03118955:0,5594665:0,02905629:-0,8277561#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4726783:0,5883999:0,6629875/-0,6927884:-0,1287152:0,1416444:-0,6952795#-0,1869592:0,5867795:-0,985087/0,1207346:-0,6922212:0,6967955:0,1439764
15:31:47#0,05487098:0,8443599:-0,1567575/0,03118868:0,5594714:0,02906064:-0,8277526#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4726689:0,5883976:0,6629975/-0,6927892:-0,1287112:0,1416404:-0,6952803#-0,1869497:0,5867772:-0,9850845/0,1207306:-0,692222:0,6967962:0,1439724
15:31:47#0,05487128:0,8443596:-0,1567569/0,03119589:0,5594679:0,02904546:-0,8277553#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863156:1,023108:-0,0144864/-0,5296656:0,5708399:0,427475:-0,4591966#0,2841034:1,060847:-0,1721425/-0,4140965:-0,4482688:-0,5385123:-0,5810196
15:31:47#0,05486913:0,8443569:-0,1567566/0,03122275:0,5594536:0,02904022:-0,8277642#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,386322:1,023109:-0,01448996/-0,5296604:0,5708343:0,4274816:-0,4592036#0,2841046:1,060847:-0,1721427/-0,4141032:-0,4482761:-0,5385072:-0,581014
15:31:47#0,05486913:0,8443569:-0,1567566/0,03122275:0,5594536:0,02904022:-0,8277642#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863128:1,023104:-0,01448096/-0,5296673:0,5708416:0,427473:-0,4591945#0,2840948:1,06084:-0,1721348/-0,4140946:-0,4482666:-0,538514:-0,5810212
15:31:47#0,05487293:0,8443616:-0,1567569/0,0311884:0,55946:0,02901212:-0,8277622#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863124:1,023103:-0,01447785/-0,5296701:0,5708448:0,4274694:-0,4591905#0,2840968:1,060839:-0,1721354/-0,4140909:-0,4482627:-0,5385168:-0,5810243
15:31:47#0,05487408:0,8443655:-0,1567598/0,03115385:0,559453:0,02900841:-0,8277683#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863316:1,023113:-0,01448862/-0,5296631:0,5708371:0,4274782:-0,4592#0,2841131:1,060851:-0,1721439/-0,4140997:-0,4482724:-0,5385098:-0,5810168
15:31:47#0,05487487:0,8443645:-0,1567577/0,03116882:0,5594566:0,02898986:-0,8277659#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863306:1,023124:-0,01449609/-0,5296695:0,570844:0,4274703:-0,4591914#0,2841136:1,060861:-0,1721488/-0,4140918:-0,4482636:-0,5385159:-0,5810236
15:31:47#0,054875:0,8443668:-0,15676/0,03115127:0,559442:0,02897911:-0,8277768#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863381:1,023124:-0,014496/-0,5296594:0,5708333:0,4274825:-0,4592048#0,2841156:1,060861:-0,1721409/-0,4141042:-0,448277:-0,5385064:-0,5810132
15:31:47#0,05487557:0,8443671:-0,1567597/0,03115199:0,5594409:0,02896771:-0,827778#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863384:1,02313:-0,01450121/-0,5296667:0,570841:0,4274736:-0,4591951#0,284115:1,060865:-0,1721478/-0,4140952:-0,4482673:-0,5385135:-0,5810207
