19:16:31#0,09510118:0,84569:-0,190546/0,03407415:0,5045853:0,03315729:-0,8620517#-0,03686807:0,9430283:-0,06465405/-0,6684207:-0,1191894:0,01305796:-0,7340552#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,00562799:0,7422674:-0,006927073/0,6342571:0,003835373:-0,7637761:0,1197878#0,2894645:1,064982:-0,1851619/-0,4141046:-0,4482772:-0,5385062:-0,581013
19:16:31#0,09509763:0,8456856:-0,1905452/0,0341124:0,5045692:0,03316366:-0,8620594#-0,03687438:0,9430285:-0,06465971/-0,6684006:-0,1192114:0,01304622:-0,7340702#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005634218:0,7422748:-0,006932542/0,6342521:0,003827743:-0,7637783:0,1198019#0,2894659:1,064987:-0,1851701/-0,4141041:-0,4482768:-0,5385065:-0,5810133
19:16:31#0,0950992:0,8456873:-0,1905454/0,03409805:0,5045757:0,03315799:-0,8620564#-0,03688118:0,9430296:-0,06466287/-0,6683897:-0,1192376:0,01303602:-0,7340761#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005614877:0,7422625:-0,006917775/0,6342631:0,003824312:-0,7637638:0,1198363#0,2894506:1,064976:-0,1851482/-0,4140908:-0,4482624:-0,5385169:-0,5810244
19:16:31#0,09510331:0,8456903:-0,1905443/0,03407951:0,5045863:0,03312175:-0,8620523#-0,03688395:0,943029:-0,06466734/-0,668376:-0,1192501:0,01303675:-0,7340865#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005635485:0,7422799:-0,00692752/0,6342567:0,003833998:-0,7637647:0,119863#0,289461:1,064979:-0,1851528/-0,4140879:-0,4482594:-0,5385192:-0,5810269
19:16:31#0,09510408:0,8456895:-0,1905429/0,03409154:0,5045843:0,03309865:-0,8620539#-0,03689024:0,9430304:-0,06466913/-0,6683685:-0,1192726:0,01302364:-0,7340899#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005653232:0,7422858:-0,00691694/0,6342375:0,00382971:-0,763778:0,1198811#0,2894776:1,064989:-0,1851531/-0,4140953:-0,4482673:-0,5385134:-0,5810206
19:16:31#0,09510079:0,8456883:-0,1905448/0,03410428:0,504555:0,03309691:-0,8620706#-0,0368956:0,9430313:-0,0646717/-0,6683601:-0,119294:0,01301685:-0,7340942#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005659759:0,7422806:-0,00690347/0,6342063:0,003846243:-0,7638:0,1199042#0,289476:1,064991:-0,1851567/-0,4141127:-0,4482863:-0,5385:-0,5810063
19:16:31#0,09509991:0,8456876:-0,190545/0,0341108:0,504547:0,03309427:-0,8620752#-0,03690425:0,9430329:-0,06467485/-0,6683503:-0,1193302:0,01300782:-0,7340974#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005644396:0,7422811:-0,006920561/0,6342157:0,003851466:-0,7637889:0,1199249#0,2894598:1,064986:-0,1851567/-0,4140996:-0,4482719:-0,5385102:-0,581017
19:16:31#0,09510242:0,8456919:-0,1905466/0,03408088:0,5045381:0,0330602:-0,8620828#-0,03691024:0,9430332:-0,06467998/-0,6683341:-0,1193553:0,01300354:-0,7341082#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005657554:0,742287:-0,006918177/0,6341983:0,003868315:-0,7637988:0,1199542#0,2894592:1,064982:-0,1851544/-0,4141002:-0,4482725:-0,5385095:-0,5810164
19:16:31#0,09510511:0,8456927:-0,1905449/0,03407615:0,5045543:0,03304598:-0,8620741#-0,03691387:0,9430335:-0,0646826/-0,6683281:-0,1193756:0,01300856:-0,7341102#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005667195:0,7423017:-0,006931752/0,6342074:0,003866602:-0,7637868:0,1199827#0,2894714:1,064991:-0,1851517/-0,4140844:-0,4482555:-0,5385218:-0,5810297
19:16:31#0,09510437:0,8456925:-0,1905454/0,03407466:0,5045555:0,03306041:-0,8620729#-0,03691998:0,9430336:-0,06468815/-0,6683101:-0,1194003:0,01300291:-0,7341227#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,00567098:0,742296:-0,006917655/0,634179:0,003873058:-0,7638085:0,1199945#0,2894788:1,064998:-0,1851487/-0,414094:-0,448266:-0,5385143:-0,5810216
19:16:31#0,09510702:0,8456953:-0,1905456/0,03404893:0,5045726:0,03306171:-0,8620638#-0,03692803:0,9430352:-0,06469089/-0,6683002:-0,1194309:0,0129894:-0,734127#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005658075:0,7422966:-0,006928653/0,6341803:0,00387143:-0,7638025:0,120025#0,2894712:1,064999:-0,1851499/-0,4140843:-0,4482555:-0,5385218:-0,5810298
19:16:31#0,09510621:0,8456935:-0,1905446/0,03406433:0,5045733:0,03306579:-0,8620626#-0,03693518:0,9430365:-0,06469369/-0,6682935:-0,1194656:0,01298991:-0,7341274#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005681962:0,7423083:-0,006925181/0,6341558:0,003888879:-0,7638186:0,1200543#0,2894844:1,065006:-0,1851573/-0,4140941:-0,4482658:-0,5385147:-0,5810217
19:16:31#0,09510728:0,8456965:-0,1905465/0,03403634:0,5045747:0,03306905:-0,8620628#-0,03693861:0,943036:-0,06469864/-0,6682771:-0,1194782:0,01298597:-0,7341404#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005676955:0,7423017:-0,006919891/0,6341346:0,003903344:-0,7638324:0,1200752#0,2894785:1,065003:-0,1851511/-0,4140943:-0,4482664:-0,538514:-0,5810215
19:16:31#0,09510662:0,8456947:-0,1905454/0,03404626:0,5045896:0,03309612:-0,8620527#-0,03694379:0,943036:-0,064704/-0,6682598:-0,1194992:0,01298155:-0,7341527#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005681902:0,7423145:-0,006934747/0,6341406:0,003895223:-0,763824:0,1200982#0,2894835:1,065009:-0,1851579/-0,4140854:-0,4482567:-0,5385209:-0,5810289
19:16:31#0,0951048:0,8456919:-0,1905445/0,03406674:0,5045905:0,03311303:-0,8620507#-0,03694716:0,9430358:-0,06470776/-0,6682492:-0,1195166:0,01298471:-0,7341595#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,00568004:0,7423077:-0,00691779/0,6341178:0,003895421:-0,7638385:0,1201258#0,2894793:1,065006:-0,185155/-0,4140939:-0,4482659:-0,5385144:-0,5810218
19:16:31#0,09510294:0,8456936:-0,1905478/0,03404983:0,5045716:0,03312381:-0,8620621#-0,03694904:0,9430355:-0,0647108/-0,6682438:-0,1195337:0,01299911:-0,7341615#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005690217:0,7423083:-0,006909132/0,6340868:0,003897276:-0,7638618:0,1201418#0,2894737:1,064999:-0,1851593/-0,414107:-0,4482798:-0,5385045:-0,581011
19:16:31#0,09510063:0,8456945:-0,1905508/0,03404159:0,5045479:0,03312902:-0,862076#-0,03695962:0,9430373:-0,06471509/-0,6682293:-0,1195757:0,0129848:-0,7341681#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005698755:0,7423178:-0,006924704/0,6340652:0,003896203:-0,7638788:0,1201471#0,2894686:1,064998:-0,1851739/-0,4141096:-0,4482828:-0,5385023:-0,5810087
19:16:31#0,09509978:0,8456922:-0,1905494/0,03406388:0,5045436:0,03312149:-0,862078#-0,03696433:0,9430376:-0,06471902/-0,6682167:-0,1195951:0,01298085:-0,7341764#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005697921:0,7423222:-0,006930053/0,6340662:0,003911737:-0,763872:0,1201862#0,2894615:1,064995:-0,1851679/-0,4140969:-0,4482689:-0,5385122:-0,5810194
19:16:31#0,09510283:0,8456942:-0,1905484/0,03404549:0,5045672:0,03312161:-0,8620648#-0,03696969:0,9430376:-0,06472427/-0,6681996:-0,1196166:0,01297568:-0,7341886#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005691722:0,7423192:-0,006922439/0,6340798:0,00390967:-0,7638572:0,1202084#0,2894605:1,064989:-0,1851463/-0,41408:-0,4482509:-0,5385249:-0,5810335
19:16:31#0,09510534:0,8456956:-0,1905473/0,0340391:0,5045734:0,03309585:-0,8620625#-0,03697473:0,943039:-0,0647245/-0,668196:-0,1196309:0,01295878:-0,7341897#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005713463:0,7423319:-0,006921679/0,6340542:0,003911082:-0,7638742:0,1202365#0,2894734:1,064996:-0,1851567/-0,4140905:-0,448262:-0,5385171:-0,5810245
19:16:31#0,09510355:0,8456942:-0,1905478/0,03404783:0,5045671:0,03310872:-0,8620653#-0,03697863:0,9430403:-0,06472445/-0,6681921:-0,1196381:0,01293896:-0,7341925#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005725577:0,7423345:-0,006913111/0,6340433:0,00392602:-0,7638801:0,1202542#0,289482:1,065002:-0,1851574/-0,4140986:-0,4482709:-0,5385108:-0,5810179
19:16:31#0,09510642:0,8456975:-0,1905482/0,03402668:0,5045649:0,03307358:-0,8620688#-0,03698203:0,943041:-0,0647254/-0,6681873:-0,1196485:0,01292915:-0,7341954#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005711213:0,7423298:-0,006917566/0,6340529:0,003935333:-0,7638696:0,1202709#0,28947:1,065:-0,1851594/-0,4140959:-0,4482678:-0,5385129:-0,5810201
19:16:31#0,09510499:0,8456956:-0,1905477/0,03404214:0,5045617:0,03308133:-0,8620697#-0,03699085:0,9430428:-0,06472814/-0,6681762:-0,1196794:0,01291008:-0,7342008#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005734742:0,7423433:-0,006916553/0,634051:0,003941707:-0,7638689:0,1202849#0,2894859:1,065006:-0,18516/-0,4140965:-0,4482686:-0,5385126:-0,5810197
19:16:31#0,0951063:0,8457018:-0,1905523/0,0339932:0,5045382:0,03305564:-0,8620864#-0,03700504:0,9430472:-0,06472772/-0,6681745:-0,1197312:0,01287966:-0,7341945#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005732507:0,742336:-0,006905288/0,6340234:0,003961816:-0,7638866:0,120318#0,289475:1,065004:-0,1851637/-0,4141099:-0,448283:-0,538502:-0,5810084
19:16:31#0,09510496:0,8457014:-0,1905532/0,03399155:0,5045382:0,03307783:-0,8620856#-0,03701612:0,9430498:-0,06473017/-0,6681648:-0,1197728:0,01285973:-0,7341967#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005752638:0,7423605:-0,006935775/0,634031:0,004002526:-0,7638738:0,1203569#0,2894834:1,065014:-0,1851728/-0,4140949:-0,448267:-0,5385136:-0,5810208
19:16:31#0,09510443:0,8457034:-0,1905556/0,03397235:0,5045293:0,03308485:-0,8620913#-0,0370259:0,9430516:-0,06473398/-0,6681488:-0,1198043:0,01283437:-0,7342067#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005747318:0,7423515:-0,006922215/0,6340092:0,004029155:-0,7638861:0,1203938#0,2894746:1,065014:-0,1851695/-0,4141006:-0,4482731:-0,5385092:-0,5810162
19:16:31#0,09510574:0,8457005:-0,1905516/0,03399743:0,5045534:0,03308524:-0,8620762#-0,03703138:0,9430512:-0,0647406/-0,6681272:-0,1198266:0,01283051:-0,7342227#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005746707:0,7423633:-0,006936938/0,6340337:0,004039805:-0,7638591:0,1204354#0,2894746:1,065015:-0,1851643/-0,4140791:-0,4482498:-0,5385258:-0,5810342
19:16:31#0,09510552:0,8457029:-0,1905541/0,03398091:0,5045325:0,03306702:-0,8620898#-0,03703886:0,9430519:-0,06474578/-0,6681054:-0,1198457:0,01280477:-0,7342399#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005770266:0,7423582:-0,006896257/0,6339806:0,004040964:-0,7638979:0,120467#0,2894818:1,065012:-0,1851605/-0,4141077:-0,4482808:-0,5385038:-0,5810103
19:16:31#0,0951056:0,8457044:-0,1905555/0,03396521:0,5045322:0,03307538:-0,8620902#-0,03704515:0,9430524:-0,06475025/-0,6680878:-0,1198647:0,01278782:-0,7342532#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005773485:0,7423745:-0,006918132/0,6339992:0,004041005:-0,7638758:0,120509#0,2894798:1,065015:-0,1851691/-0,4140953:-0,4482673:-0,5385137:-0,5810208
19:16:31#0,09511305:0,8457131:-0,1905566/0,03389338:0,5045601:0,03304767:-0,8620778#-0,0370492:0,9430522:-0,06475496/-0,6680721:-0,1198799:0,01278299:-0,734265#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005762681:0,7423767:-0,006923318/0,63402:0,004039813:-0,7638534:0,1205423#0,2894787:1,065019:-0,1851619/-0,4140781:-0,4482487:-0,5385265:-0,581035
19:16:32#0,09511444:0,8457136:-0,1905558/0,03389234:0,5045643:0,03303282:-0,862076#-0,03705472:0,9430521:-0,0647608/-0,6680523:-0,1199004:0,01277536:-0,7342798#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005800769:0,7423966:-0,006917715/0,6339931:0,00403953:-0,763872:0,120566#0,2895116:1,06504:-0,185176/-0,4140917:-0,4482634:-0,538516:-0,5810235
19:16:32#0,09511474:0,8457174:-0,190559/0,03385713:0,504558:0,03304111:-0,8620808#-0,03705892:0,9430516:-0,06476617/-0,6680369:-0,1199221:0,01277987:-0,7342902#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,00579001:0,7423829:-0,00689742/0,6339731:0,004038263:-0,7638837:0,1205974#0,2895099:1,065047:-0,1851703/-0,4140993:-0,4482717:-0,5385102:-0,5810173
19:16:32#0,09511407:0,8457145:-0,190557/0,03388312:0,5045599:0,03303765:-0,8620787#-0,03706625:0,9430515:-0,06477392/-0,6680101:-0,119948:0,01276798:-0,7343105#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005786732:0,7423911:-0,006916836/0,6339662:0,004033092:-0,763886:0,1206191#0,2895084:1,065055:-0,1851824/-0,4140928:-0,4482648:-0,5385152:-0,5810226
19:16:32#0,09511393:0,8457147:-0,1905573/0,03387737:0,5045663:0,03305341:-0,8620747#-0,03707185:0,9430524:-0,06477654/-0,6680005:-0,1199687:0,01275788:-0,7343161#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005784988:0,7423837:-0,00689128/0,6339582:0,004028488:-0,763886:0,1206616#0,2895063:1,065049:-0,1851637/-0,414091:-0,4482628:-0,5385168:-0,5810243
19:16:32#0,09511203:0,8457094:-0,1905541/0,03391929:0,5045798:0,03307722:-0,8620642#-0,03707719:0,9430516:-0,06478429/-0,6679737:-0,1199865:0,01274876:-0,7343377#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,00578703:0,7423924:-0,006905496/0,6339585:0,004035458:-0,7638822:0,1206848#0,2895052:1,06505:-0,1851701/-0,4140857:-0,4482569:-0,5385207:-0,5810285
19:16:32#0,09511571:0,8457114:-0,1905526/0,03390409:0,5046009:0,03306187:-0,862053#-0,03708285:0,9430525:-0,06478691/-0,6679648:-0,1200084:0,01274045:-0,7343423#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005778372:0,7423857:-0,006888002/0,6339568:0,004023872:-0,7638777:0,1207224#0,289497:1,065039:-0,1851545/-0,4140815:-0,4482524:-0,538524:-0,5810322
19:16:32#0,0951147:0,8457099:-0,190552/0,03391767:0,5045975:0,03306387:-0,8620543#-0,03708708:0,9430533:-0,0647884/-0,6679602:-0,1200261:0,01273618:-0,7343438#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005816355:0,7424061:-0,006888658/0,6339266:0,004036084:-0,7638992:0,1207442#0,2895164:1,065045:-0,1851673/-0,4140966:-0,4482689:-0,5385125:-0,5810198
19:16:32#0,09511083:0,8457065:-0,1905524/0,03394528:0,5045789:0,03307808:-0,8620636#-0,03709128:0,9430525:-0,06479526/-0,6679391:-0,1200454:0,01273775:-0,7343599#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005811989:0,7423999:-0,006884366/0,6339052:0,004046448:-0,7639147:0,1207583#0,2895077:1,065043:-0,1851714/-0,4141059:-0,4482788:-0,5385052:-0,5810117
19:16:32#0,09511203:0,8457052:-0,1905501/0,03396013:0,5045868:0,03306195:-0,8620591#-0,03709403:0,9430518:-0,06479996/-0,6679215:-0,1200516:0,01272862:-0,7343749#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005795449:0,7423985:-0,006892443/0,6339153:0,004033469:-0,7639019:0,1207858#0,2894919:1,065033:-0,1851626/-0,4140892:-0,4482608:-0,538518:-0,5810256
19:16:32#0,09511346:0,8457071:-0,1905507/0,03394334:0,504592:0,0330583:-0,8620569#-0,03709859:0,9430524:-0,06480253/-0,6679147:-0,1200736:0,01272935:-0,7343775#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005815044:0,7424072:-0,006879315/0,6339116:0,004025392:-0,7639012:0,1208098#0,2895017:1,06503:-0,1851561/-0,4140917:-0,4482633:-0,5385163:-0,5810236
19:16:32#0,09511384:0,8457078:-0,1905509/0,03393417:0,5046014:0,03307259:-0,8620511#-0,03710285:0,9430513:-0,06481022/-0,6678908:-0,1200927:0,01273067:-0,734396#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005818844:0,7424153:-0,006894082/0,6339018:0,004031364:-0,7639071:0,1208254#0,2895051:1,065036:-0,1851643/-0,4140891:-0,4482605:-0,5385181:-0,5810258
19:16:32#0,09511242:0,8457062:-0,1905508/0,03394662:0,5045959:0,03307858:-0,8620536#-0,0371094:0,9430533:-0,06481022/-0,6678883:-0,1201143:0,01271304:-0,7343951#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005822301:0,7424155:-0,006885603/0,6338758:0,004021563:-0,7639239:0,1208555#0,289505:1,065038:-0,1851697/-0,414098:-0,44827:-0,5385113:-0,5810184
19:16:32#0,09511417:0,8457066:-0,1905494/0,03394623:0,5046057:0,03306654:-0,8620483#-0,03711522:0,9430543:-0,06481272/-0,6678831:-0,1201442:0,01271622:-0,7343949#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005817205:0,7424151:-0,006887287/0,633886:0,004038248:-0,7639118:0,120876#0,2894992:1,065034:-0,1851614/-0,4140882:-0,4482598:-0,5385187:-0,5810264
19:16:32#0,09511374:0,8457012:-0,1905448/0,03398968:0,5046295:0,03308212:-0,8620321#-0,03712538:0,9430564:-0,06481582/-0,6678661:-0,120171:0,01268006:-0,7344066#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005825818:0,7424222:-0,006892398/0,63388:0,004047785:-0,7639144:0,1208923#0,2895083:1,065035:-0,1851538/-0,4140792:-0,4482499:-0,5385256:-0,5810341
19:16:32#0,09511642:0,8457054:-0,1905463/0,03395091:0,5046425:0,03308503:-0,862026#-0,03713372:0,9430567:-0,06482297/-0,6678442:-0,1202078:0,01267701:-0,7344205#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005826339:0,742417:-0,006872222/0,6338708:0,004066661:-0,7639146:0,1209377#0,2895032:1,065028:-0,1851453/-0,4140871:-0,4482586:-0,5385195:-0,5810273
19:16:32#0,09511768:0,8457063:-0,190546/0,03393963:0,5046586:0,03309745:-0,8620164#-0,03714049:0,9430574:-0,06482756/-0,6678323:-0,1202414:0,01267982:-0,7344258#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005848318:0,7424421:-0,006897822/0,633853:0,004069082:-0,7639235:0,120976#0,289515:1,065038:-0,1851643/-0,4140849:-0,448256:-0,5385213:-0,5810292
19:16:32#0,09511817:0,8457052:-0,1905444/0,03395239:0,5046627:0,03308772:-0,8620139#-0,03714386:0,9430577:-0,06482959/-0,6678253:-0,1202544:0,01267514:-0,7344301#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005850896:0,7424387:-0,006888539/0,6338221:0,004078183:-0,7639453:0,1210002#0,2895178:1,065042:-0,1851642/-0,4140918:-0,4482633:-0,5385162:-0,5810237
19:16:32#0,09511723:0,8457016:-0,190542/0,03397794:0,5046793:0,03311194:-0,8620023#-0,0371494:0,9430584:-0,06483269/-0,6678175:-0,1202819:0,01267711:-0,7344328#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005848318:0,742437:-0,006884426/0,6338273:0,004080005:-0,7639384:0,1210147#0,2895196:1,065041:-0,185153/-0,4140841:-0,4482553:-0,5385221:-0,58103
19:16:32#0,09511793:0,8457037:-0,1905433/0,0339582:0,5046811:0,03311629:-0,8620018#-0,03715548:0,9430593:-0,06483585/-0,6678047:-0,1203009:0,01266092:-0,7344416#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,00584957:0,7424337:-0,006879538/0,6337957:0,004090521:-0,7639616:0,1210328#0,2895136:1,065035:-0,1851551/-0,4140939:-0,448266:-0,5385144:-0,5810217
19:16:32#0,09512104:0,8457084:-0,1905447/0,03392431:0,504677:0,03308275:-0,8620068#-0,03716078:0,9430592:-0,06484133/-0,6677858:-0,1203202:0,01265315:-0,7344556#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,00586845:0,7424505:-0,00688982/0,633788:0,004098095:-0,7639637:0,1210613#0,2895186:1,065038:-0,1851681/-0,4140972:-0,4482694:-0,5385119:-0,5810189
19:16:32#0,09511919:0,8457066:-0,1905448/0,03394398:0,5046573:0,0330686:-0,8620182#-0,03716472:0,9430593:-0,06484467/-0,6677721:-0,1203297:0,01263915:-0,7344668#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,00589174:0,7424611:-0,006881118/0,6337664:0,004097611:-0,7639768:0,1210912#0,2895332:1,065049:-0,1851741/-0,4141063:-0,4482793:-0,5385049:-0,5810115
19:16:32#0,09511781:0,8457032:-0,1905429/0,0339717:0,5046619:0,03307953:-0,8620141#-0,03716779:0,9430596:-0,06484705/-0,6677636:-0,1203405:0,01263337:-0,7344729#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005867124:0,7424494:-0,006876752/0,6337884:0,004093323:-0,7639548:0,1211154#0,2895208:1,065046:-0,1851586/-0,4140913:-0,4482631:-0,5385164:-0,5810239
19:16:32#0,09511711:0,8457031:-0,1905435/0,03397346:0,5046532:0,03307622:-0,8620191#-0,03717288:0,9430606:-0,06484842/-0,6677591:-0,1203616:0,01262718:-0,7344736#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005871207:0,7424474:-0,006866843/0,6337725:0,004096456:-0,7639655:0,1211309#0,2895154:1,065039:-0,1851578/-0,4141:-0,4482723:-0,5385098:-0,5810165
19:16:32#0,09512112:0,8457065:-0,1905429/0,03394181:0,5046816:0,03307734:-0,8620037#-0,03718057:0,9430616:-0,06485295/-0,6677461:-0,1203961:0,01262435:-0,7344798#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005866557:0,7424573:-0,006888792/0,6337954:0,004102834:-0,763944:0,1211474#0,2895137:1,065037:-0,1851521/-0,4140774:-0,4482479:-0,538527:-0,5810356
19:16:32#0,09512242:0,8457111:-0,190546/0,03391079:0,5046571:0,03303891:-0,8620207#-0,03718558:0,943062:-0,06485641/-0,6677331:-0,1204132:0,01261389:-0,734489#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005906373:0,7424691:-0,006874233/0,6337302:0,004120011:-0,7639934:0,1211757#0,2895317:1,065047:-0,1851719/-0,4141099:-0,4482831:-0,5385019:-0,5810085
19:16:32#0,0951232:0,8457106:-0,1905448/0,03391831:0,5046571:0,03302171:-0,862021#-0,03719047:0,9430631:-0,0648576/-0,6677264:-0,1204268:0,01259734:-0,7344931#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005902261:0,7424756:-0,00688684/0,6337469:0,004119273:-0,7639753:0,1212007#0,2895349:1,065057:-0,1851699/-0,4140943:-0,4482661:-0,5385141:-0,5810214
19:16:32#0,09511998:0,845708:-0,1905454/0,03393998:0,5046411:0,0330335:-0,8620292#-0,03719583:0,9430642:-0,06485927/-0,6677176:-0,1204413:0,01257904:-0,7344991#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005905032:0,7424676:-0,006865978/0,6337329:0,004131213:-0,7639838:0,121221#0,2895356:1,065058:-0,1851642/-0,4141045:-0,4482772:-0,5385063:-0,5810131
19:16:32#0,09511641:0,8457036:-0,1905446/0,03398598:0,5046074:0,03300805:-0,862048#-0,03720462:0,9430659:-0,06486243/-0,6677045:-0,1204711:0,01255879:-0,7345065#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005903095:0,7424651:-0,006862924/0,6337193:0,004142392:-0,7639915:0,1212446#0,2895201:1,065051:-0,1851715/-0,4141147:-0,4482881:-0,5384985:-0,5810046
19:16:32#0,09511507:0,845701:-0,1905434/0,03400927:0,5046024:0,03300672:-0,8620501#-0,03721353:0,9430687:-0,06486177/-0,6677031:-0,1204998:0,0125332:-0,7345034#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005902395:0,7424676:-0,006861866/0,6337363:0,004153691:-0,7639717:0,12128#0,2895095:1,065037:-0,185152/-0,4140974:-0,4482696:-0,5385118:-0,581019
19:16:32#0,09511302:0,8457035:-0,1905477/0,03397717:0,504597:0,03305124:-0,8620528#-0,03722084:0,9430695:-0,0648663/-0,6676852:-0,120523:0,01251512:-0,7345162#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005913943:0,742475:-0,006865889/0,6337305:0,004182104:-0,763972:0,1213061#0,2895055:1,065031:-0,1851532/-0,4140992:-0,4482713:-0,5385104:-0,5810174
19:16:33#0,09511553:0,8457063:-0,1905479/0,03395879:0,5045959:0,03302183:-0,8620554#-0,03722498:0,9430696:-0,06487006/-0,6676745:-0,1205429:0,01251643:-0,7345226#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,005913988:0,742489:-0,006889671/0,6337311:0,004186697:-0,7639659:0,1213421#0,2894964:1,065033:-0,1851734/-0,4140953:-0,4482672:-0,5385135:-0,5810208
19:16:33#0,09511398:0,8457029:-0,1905462/0,03398743:0,5045971:0,03302965:-0,8620532#-0,03723276:0,9430712:-0,06487226/-0,6676654:-0,1205706:0,01250006:-0,7345268#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,00593552:0,7424954:-0,006873295/0,6337205:0,004187573:-0,7639718:0,1213602#0,2895132:1,065037:-0,1851612/-0,4140935:-0,4482655:-0,5385147:-0,5810221
19:16:33#0,09511679:0,8457023:-0,190543/0,03399375:0,5046245:0,03302348:-0,8620371#-0,03723601:0,9430708:-0,06487691/-0,6676526:-0,1205888:0,01250624:-0,7345353#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,00591217:0,7424853:-0,006873429/0,6337355:0,004199665:-0,7639546:0,1213889#0,2895016:1,065032:-0,1851448/-0,4140774:-0,4482479:-0,5385272:-0,5810356
