19:16:15#0,09511381:0,8456869:-0,1905313/0,03410662:0,5047054:0,03312295:-0,8619815#-0,0338133:0,9426026:-0,06283414/-0,6744854:-0,1073091:0,0173957:-0,7302408#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003069788:0,7403821:-0,007284254/0,6391702:0,0004565679:-0,7616282:0,1066958#0,2895017:1,065001:-0,1851413/-0,4140863:-0,4482576:-0,5385203:-0,5810282
19:16:15#0,09511572:0,8456882:-0,1905307/0,0340926:0,5047243:0,03313124:-0,8619707#-0,03381816:0,9426035:-0,06283677/-0,674476:-0,1073262:0,01738556:-0,7302472#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003063917:0,7403816:-0,007285714/0,6391778:0,0004582331:-0,7616198:0,1067085#0,2895026:1,065005:-0,1851418/-0,4140832:-0,4482543:-0,5385227:-0,5810308
19:16:15#0,09511541:0,8456858:-0,1905289/0,03411498:0,5047243:0,03312187:-0,8619701#-0,0338248:0,9426045:-0,06284064/-0,6744634:-0,1073523:0,01737632:-0,7302552#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003078386:0,7403866:-0,007278502/0,6391577:0,0004661232:-0,7616339:0,10673#0,2895104:1,06501:-0,1851482/-0,4140939:-0,4482658:-0,5385142:-0,5810217
19:16:15#0,09511297:0,8456838:-0,1905293/0,03413348:0,5047076:0,03312257:-0,8619791#-0,03382882:0,9426046:-0,06284493/-0,6744499:-0,1073689:0,01737303:-0,7302653#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003086388:0,7403841:-0,007262439/0,6391318:0,0004761294:-0,7616516:0,1067581#0,2895085:1,065006:-0,1851445/-0,4141047:-0,4482775:-0,5385062:-0,5810128
19:16:15#0,09511451:0,8456862:-0,19053/0,03411747:0,5047032:0,03310168:-0,8619832#-0,03383502:0,9426066:-0,06284529/-0,6744473:-0,1073907:0,01735832:-0,7302649#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003079653:0,7403866:-0,007271707/0,6391336:0,0004732497:-0,7616471:0,10678#0,2894976:1,065:-0,1851444/-0,4140974:-0,4482696:-0,5385118:-0,5810189
19:16:15#0,09511706:0,8456882:-0,1905295/0,03410291:0,5047118:0,03308405:-0,8619794#-0,03383887:0,9426069:-0,06284839/-0,6744389:-0,1074095:0,01735916:-0,7302698#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003094077:0,7403998:-0,00728099/0,6391407:0,0004889667:-0,7616385:0,1067994#0,2895069:1,065004:-0,1851436/-0,4140892:-0,4482608:-0,5385179:-0,5810257
19:16:15#0,09511688:0,8456901:-0,1905314/0,03408263:0,5047121:0,03310038:-0,8619794#-0,03384113:0,9426076:-0,06284863/-0,674437:-0,1074159:0,01735126:-0,7302709#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003102481:0,7404014:-0,007275194/0,6391208:0,0004929006:-0,7616529:0,1068151#0,2895157:1,065011:-0,1851445/-0,4140952:-0,448267:-0,5385135:-0,5810208
19:16:15#0,09511512:0,845687:-0,1905302/0,03410423:0,5047199:0,03312647:-0,861973#-0,03384385:0,9426074:-0,06285238/-0,6744254:-0,1074277:0,01735055:-0,7302799#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003090307:0,7404009:-0,007287025/0,6391287:0,000497587:-0,7616451:0,1068237#0,2895107:1,065016:-0,1851509/-0,4140898:-0,4482614:-0,5385175:-0,5810253
19:16:15#0,09511602:0,8456867:-0,190529/0,0341101:0,5047227:0,03311295:-0,8619716#-0,03384838:0,9426086:-0,06285357/-0,6744203:-0,107443:0,01733956:-0,7302826#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003085226:0,7403926:-0,00727129/0,6391175:0,000494305:-0,7616521:0,1068403#0,2895037:1,065009:-0,1851429/-0,4140925:-0,4482642:-0,5385156:-0,5810229
19:16:15#0,09511513:0,8456878:-0,190531/0,03410115:0,5047075:0,03310921:-0,861981#-0,03385064:0,9426087:-0,06285566/-0,6744137:-0,1074523:0,01733738:-0,7302873#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003110632:0,7404028:-0,007263988/0,6390979:0,0005060099:-0,7616662:0,1068573#0,2895114:1,065008:-0,1851468/-0,4141042:-0,4482769:-0,5385066:-0,5810132
19:16:15#0,09511341:0,8456869:-0,1905317/0,03410238:0,5047094:0,03313829:-0,8619788#-0,03385383:0,9426087:-0,06285959/-0,6744027:-0,1074685:0,01733999:-0,7302951#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003102139:0,7404066:-0,007279292/0,6391079:0,0005043335:-0,7616562:0,1068689#0,2895059:1,065009:-0,1851501/-0,4140938:-0,4482657:-0,5385145:-0,5810218
19:16:15#0,09511183:0,8456833:-0,1905298/0,03413533:0,5047055:0,03313614:-0,8619798#-0,03385833:0,9426094:-0,0628621/-0,6743934:-0,1074838:0,01732966:-0,7303017#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003097951:0,7404033:-0,007275715/0,639093:0,0005026571:-0,7616665:0,1068852#0,2894985:1,065006:-0,1851516/-0,4140964:-0,4482686:-0,5385126:-0,5810196
19:16:15#0,09511349:0,8456836:-0,1905285/0,03413301:0,5047188:0,03313193:-0,8619722#-0,03386229:0,9426098:-0,06286532/-0,6743802:-0,1074936:0,0173155:-0,7303127#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003097013:0,7404021:-0,00726673/0,6391037:0,0005055815:-0,7616547:0,106906#0,2894951:1,064997:-0,1851342/-0,4140863:-0,4482576:-0,5385203:-0,5810282
19:16:15#0,09511364:0,8456846:-0,1905294/0,03412203:0,5047206:0,03313951:-0,8619713#-0,03386295:0,9426097:-0,06286633/-0,6743777:-0,1074978:0,01731749:-0,7303144#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003115728:0,7404137:-0,007265359/0,6390939:0,0005068518:-0,7616594:0,10693#0,2895035:1,064998:-0,1851414/-0,4140939:-0,4482658:-0,5385146:-0,5810219
19:16:15#0,09511718:0,8456893:-0,1905304/0,03408425:0,504729:0,03312103:-0,8619686#-0,03386572:0,9426092:-0,06287116/-0,6743631:-0,1075108:0,0173189:-0,7303259#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003109366:0,7404149:-0,007275045/0,639096:0,0005052201:-0,7616571:0,1069332#0,2895019:1,065001:-0,1851458/-0,4140899:-0,4482614:-0,5385176:-0,5810252
19:16:15#0,09511735:0,845689:-0,19053/0,03408452:0,504738:0,0331322:-0,8619629#-0,03386992:0,9426101:-0,06287295/-0,6743569:-0,1075262:0,01731085:-0,7303296#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003124669:0,7404257:-0,007275775/0,6390875:0,0004982315:-0,7616615:0,1069521#0,2895178:1,065012:-0,1851491/-0,4140892:-0,4482607:-0,5385181:-0,5810257
19:16:15#0,09511735:0,845689:-0,19053/0,03408452:0,504738:0,0331322:-0,8619629#-0,0338743:0,9426102:-0,06287742/-0,6743419:-0,1075424:0,01730432:-0,7303412#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003116503:0,740417:-0,007265747/0,639075:0,0005063042:-0,7616696:0,1069689#0,2895139:1,065015:-0,1851478/-0,4140947:-0,4482667:-0,5385139:-0,5810211
19:16:15#0,09511709:0,8456886:-0,1905299/0,03408568:0,5047411:0,03314021:-0,8619608#-0,03387883:0,9426108:-0,06288052/-0,6743334:-0,1075635:0,0173034:-0,7303459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003120527:0,7404211:-0,007264823/0,6390709:0,0005042218:-0,7616697:0,1069935#0,2895144:1,065014:-0,1851472/-0,4140928:-0,4482647:-0,5385153:-0,5810229
19:16:15#0,09511532:0,8456867:-0,1905298/0,03410434:0,5047268:0,03313403:-0,8619686#-0,03388134:0,9426105:-0,06288439/-0,6743234:-0,1075787:0,01730984:-0,7303528#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003129318:0,7404228:-0,007259786/0,6390443:0,0005111359:-0,7616897:0,1070113#0,2895132:1,065014:-0,1851529/-0,4141032:-0,4482757:-0,5385073:-0,581014
19:16:15#0,09511809:0,8456866:-0,1905271/0,03410712:0,5047503:0,03312485:-0,8619551#-0,03388512:0,942611:-0,06288707/-0,6743147:-0,1075936:0,01730467:-0,7303587#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003113151:0,7404213:-0,007269323/0,6390645:0,0005031265:-0,7616707:0,1070244#0,2895062:1,065008:-0,185137/-0,4140797:-0,4482505:-0,5385255:-0,5810334
19:16:15#0,09511895:0,8456896:-0,190529/0,03408871:0,5047297:0,03309127:-0,8619692#-0,03389502:0,9426121:-0,06289446/-0,6742926:-0,1076363:0,01729768:-0,730373#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003145859:0,7404279:-0,007248491/0,6390193:0,0005114824:-0,7617063:0,1070418#0,2895198:1,06501:-0,185146/-0,4141074:-0,4482806:-0,5385039:-0,5810105
19:16:15#0,09511817:0,8456912:-0,1905313/0,03407965:0,5047042:0,0330701:-0,8619853#-0,03390217:0,9426129:-0,06289971/-0,6742734:-0,1076599:0,01728099:-0,7303877#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003159478:0,7404405:-0,007258818/0,6389933:0,0005195402:-0,7617221:0,1070852#0,2895216:1,065017:-0,1851571/-0,4141104:-0,4482836:-0,5385016:-0,581008
19:16:15#0,09511846:0,8456895:-0,1905295/0,03409736:0,5047062:0,03305712:-0,8619839#-0,03390548:0,9426137:-0,06290084/-0,6742712:-0,1076766:0,01728172:-0,7303872#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,003147557:0,7404422:-0,007265583/0,6390119:0,0005195551:-0,7617012:0,107122#0,289516:1,06502:-0,1851495/-0,4140928:-0,4482646:-0,5385152:-0,5810226
19:16:15#0,09511755:0,8456892:-0,1905301/0,03409337:0,5047136:0,03308546:-0,8619787#-0,0339089:0,9426144:-0,06290245/-0,6742648:-0,1076873:0,01727254:-0,7303917#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,00314638:0,7404366:-0,007255286/0,6390055:0,0005266219:-0,7617052:0,1071313#0,2895171:1,065017:-0,1851369/-0,4140905:-0,4482622:-0,5385171:-0,5810246
19:16:15#0,09511793:0,84569:-0,1905304/0,03408731:0,5047125:0,03308143:-0,8619798#-0,03391275:0,9426145:-0,06290632/-0,6742503:-0,1076984:0,01726153:-0,7304038#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,00314562:0,7404402:-0,007263601/0,6389968:0,0005321242:-0,7617103:0,1071465#0,2895109:1,065017:-0,1851489/-0,4140955:-0,4482675:-0,5385135:-0,5810205
