15:54:55#0,22:0:-0,63/0:0:0:1#0,2758:-0,0157:-0,7387/0:0:0:1#0,1642:-0,0157:-0,7387/0:0:0:1#0,8876261:1,385232:-0,525043/-0,4948052:-0,4958405:0,5051601:-0,5041065#-0,8875526:1,383611:-0,5284559/0,4900758:-0,4930298:0,5098298:0,506775
15:54:55#0,22:0:-0,63/0:0:0:1#0,2758:-0,0157:-0,7387/0:0:0:1#0,1642:-0,0157:-0,7387/0:0:0:1#1,107625:-0,249703:-0,7020974/-0,4948052:-0,4958405:0,5051601:-0,5041065#-0,6675535:-0,2513235:-0,7055103/0,4900758:-0,4930298:0,5098298:0,506775
15:54:55#0,05489911:0,8444808:-0,1568525/0,02977129:0,5597944:0,03010039:-0,8275493#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,5741202:-0,249703:0,1372584/-0,6928341:-0,1284905:0,1414205:-0,6953211#-0,08445194:-0,2513235:-1,511242/0,1205094:-0,6922677:0,6968344:0,1437527
15:54:55#0,05489805:0,8444797:-0,1568527/0,0297822:0,5597846:0,03009552:-0,8275557#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4722061:0,5886059:0,6627034/-0,6928325:-0,1284984:0,1414284:-0,6953195#-0,1864037:0,5869855:-0,9857819/0,1205174:-0,692266:0,696833:0,1437606
15:54:55#0,05489989:0,8444808:-0,1568516/0,02977925:0,5597883:0,03007283:-0,8275541#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4721958:0,5886039:0,6627082/-0,6928332:-0,1284951:0,141425:-0,6953202#-0,1863979:0,5869834:-0,9857837/0,120514:-0,6922667:0,6968337:0,1437572
15:54:55#0,05489989:0,8444808:-0,1568516/0,02977925:0,5597883:0,03007283:-0,8275541#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863786:1,023355:-0,01474535/-0,5296672:0,5708417:0,4274729:-0,4591944#0,2842543:1,061086:-0,1723264/-0,4140945:-0,4482667:-0,5385138:-0,5810212
15:54:55#0,05490179:0,8444812:-0,1568497/0,02977731:0,559804:0,03006591:-0,8275439#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863699:1,023355:-0,01473878/-0,5296754:0,5708504:0,4274629:-0,4591837#0,284252:1,061087:-0,1723232/-0,4140844:-0,4482556:-0,5385218:-0,5810297
15:54:55#0,05490482:0,8444831:-0,156848/0,02976545:0,5598201:0,03004802:-0,8275341#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,386371:1,023353:-0,01473068/-0,5296755:0,5708505:0,4274627:-0,4591835#0,2842605:1,061091:-0,1723185/-0,4140842:-0,4482553:-0,5385219:-0,5810298
15:54:55#0,05490555:0,8444838:-0,1568478/0,02976211:0,5598201:0,03003849:-0,8275346#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,38638:1,023355:-0,01473664/-0,5296674:0,5708416:0,427473:-0,4591943#0,2842712:1,061098:-0,1723244/-0,4140946:-0,4482665:-0,538514:-0,5810214
15:54:55#0,05490802:0,8444853:-0,1568464/0,02975013:0,5598364:0,03003029:-0,8275242#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863735:1,023357:-0,01472965/-0,5296757:0,5708506:0,4274628:-0,4591833#0,2842714:1,061102:-0,1723203/-0,4140842:-0,4482551:-0,5385222:-0,5810299
15:54:55#0,05490658:0,8444844:-0,1568472/0,02975778:0,5598267:0,03003466:-0,8275303#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863842:1,023359:-0,01474178/-0,5296624:0,5708363:0,4274793:-0,4592012#0,2842799:1,061108:-0,1723292/-0,4141008:-0,4482732:-0,5385091:-0,5810161
15:54:55#0,05490388:0,8444819:-0,1568479/0,02977674:0,5598128:0,03004473:-0,8275387#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863802:1,023358:-0,01475027/-0,5296602:0,5708342:0,4274816:-0,4592037#0,2842706:1,061106:-0,1723337/-0,4141033:-0,4482759:-0,5385072:-0,581014
15:54:55#0,05490644:0,8444843:-0,1568473/0,02976494:0,5598137:0,03001259:-0,8275396#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863713:1,023354:-0,0147422/-0,5296677:0,5708421:0,4274725:-0,4591938#0,2842609:1,061098:-0,1723269/-0,414094:-0,448266:-0,5385143:-0,5810217
15:54:55#0,05490661:0,8444865:-0,1568494/0,02974109:0,5598136:0,03002707:-0,8275401#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863868:1,02336:-0,01473841/-0,5296665:0,5708411:0,4274738:-0,4591953#0,2842756:1,061103:-0,1723244/-0,4140954:-0,4482672:-0,5385133:-0,5810206
15:54:55#0,05490661:0,8444865:-0,1568494/0,02974109:0,5598136:0,03002707:-0,8275401#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863824:1,023364:-0,0147514/-0,5296673:0,5708416:0,427473:-0,4591945#0,2842719:1,061109:-0,1723357/-0,4140946:-0,4482666:-0,5385138:-0,5810213
15:54:55#0,05490841:0,8444872:-0,156848/0,02973947:0,5598221:0,03001106:-0,827535#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863809:1,023365:-0,01474191/-0,5296719:0,5708466:0,4274675:-0,4591884#0,2842732:1,061109:-0,1723261/-0,4140889:-0,4482605:-0,5385183:-0,581026
15:54:55#0,05491255:0,8444876:-0,1568433/0,0297436:0,5598518:0,02998322:-0,8275158#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863782:1,023366:-0,01472148/-0,5296828:0,5708584:0,4274535:-0,4591735#0,2842825:1,061112:-0,1723128/-0,4140748:-0,4482452:-0,5385292:-0,5810376
15:54:55#0,05491148:0,8444852:-0,1568421/0,02975924:0,5598606:0,03000204:-0,8275086#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863871:1,023364:-0,01471829/-0,5296719:0,5708466:0,4274673:-0,4591882#0,2842976:1,061119:-0,1723109/-0,4140888:-0,4482603:-0,5385185:-0,5810261
15:54:55#0,05491093:0,8444878:-0,1568455/0,02973963:0,559837:0,02999111:-0,8275256#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,386382:1,023356:-0,01474348/-0,5296547:0,5708283:0,4274884:-0,459211#0,2842851:1,061117:-0,172331/-0,4141103:-0,4482836:-0,5385019:-0,5810082
15:54:55#0,05491048:0,8444864:-0,1568445/0,02975115:0,5598412:0,02999631:-0,8275222#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863831:1,023364:-0,0147393/-0,5296696:0,5708441:0,4274702:-0,4591912#0,2842863:1,061118:-0,172331/-0,4140916:-0,4482634:-0,5385163:-0,5810237
15:54:55#0,05490883:0,8444821:-0,1568421/0,02978272:0,5598527:0,0300172:-0,8275124#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,386377:1,023362:-0,01472655/-0,5296735:0,5708484:0,4274653:-0,4591862#0,2842848:1,061116:-0,1723181/-0,4140868:-0,4482583:-0,53852:-0,5810278
15:54:55#0,05490795:0,84448:-0,1568409/0,02979754:0,5598601:0,0300315:-0,8275065#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863661:1,02335:-0,01471952/-0,5296712:0,5708458:0,4274682:-0,4591891#0,2842776:1,061108:-0,1723139/-0,4140896:-0,4482611:-0,5385176:-0,5810254
15:54:55#0,05490631:0,8444773:-0,1568399/0,02982273:0,5598529:0,03002964:-0,8275105#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863657:1,023342:-0,01472449/-0,5296639:0,5708382:0,4274771:-0,4591988#0,2842752:1,061102:-0,1723213/-0,4140987:-0,4482711:-0,5385106:-0,5810177
15:54:55#0,05490568:0,8444729:-0,1568361/0,02985922:0,5598695:0,03003756:-0,8274977#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863552:1,023337:-0,01470439/-0,5296764:0,5708514:0,4274617:-0,4591822#0,2842711:1,061095:-0,1723078/-0,4140832:-0,4482542:-0,5385227:-0,5810308
15:54:55#0,05490568:0,8444729:-0,1568361/0,02985922:0,5598695:0,03003756:-0,8274977#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863516:1,023324:-0,01469968/-0,5296672:0,5708416:0,427473:-0,4591944#0,2842685:1,061087:-0,1723051/-0,4140945:-0,4482665:-0,5385139:-0,5810212
