17:22:30#0,0952718:0,8457342:-0,1939565/0,03335644:0,5010934:0,0296594:-0,8642414#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189044:1,048487:-0,05153269/-0,5296804:0,5708557:0,4274569:-0,4591768#0,2892159:1,065105:-0,1862428/-0,4140782:-0,448249:-0,5385267:-0,581035
17:22:30#0,09527009:0,8457312:-0,1939553/0,03337405:0,5011076:0,02969724:-0,8642311#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189038:1,048482:-0,05153316/-0,5296741:0,5708491:0,4274647:-0,4591854#0,2892215:1,065107:-0,1862458/-0,414086:-0,4482573:-0,5385205:-0,5810285
17:22:30#0,09526881:0,8457287:-0,1939542/0,03338606:0,5011269:0,02973992:-0,864218#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4188873:1,048472:-0,05152711/-0,5296764:0,5708517:0,4274615:-0,459182#0,289212:1,065102:-0,186245/-0,4140829:-0,448254:-0,5385228:-0,581031
17:22:30#0,09526681:0,8457232:-0,1939509/0,0334299:0,5011396:0,02976329:-0,8642082#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4188796:1,048461:-0,05152456/-0,5296741:0,5708488:0,4274648:-0,4591854#0,2892089:1,065095:-0,1862475/-0,4140863:-0,4482577:-0,5385203:-0,5810283
17:22:30#0,09526681:0,8457232:-0,1939509/0,0334299:0,5011396:0,02976329:-0,8642082#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4188743:1,048446:-0,05151618/-0,5296674:0,5708417:0,4274731:-0,4591945#0,2892037:1,065082:-0,1862407/-0,4140945:-0,4482666:-0,5385138:-0,5810212
17:22:30#0,09526922:0,8457251:-0,1939504/0,03341911:0,5011423:0,0297363:-0,864208#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4188767:1,048443:-0,05151737/-0,5296687:0,5708432:0,4274713:-0,4591925#0,2892065:1,065081:-0,186248/-0,4140927:-0,4482649:-0,5385153:-0,5810228
17:22:30#0,09526749:0,845723:-0,1939501/0,03344206:0,5011225:0,02971838:-0,8642191#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4188941:1,048448:-0,0515285/-0,529658:0,5708317:0,4274847:-0,4592068#0,2892181:1,065086:-0,1862531/-0,4141062:-0,4482793:-0,5385047:-0,5810114
17:22:30#0,09526573:0,8457248:-0,1939534/0,03342443:0,5011017:0,02972491:-0,8642316#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4188905:1,048447:-0,05153108/-0,5296566:0,5708303:0,4274863:-0,4592085#0,2892078:1,065082:-0,1862493/-0,414108:-0,4482812:-0,5385035:-0,58101
17:22:30#0,09526697:0,8457227:-0,1939503/0,03344842:0,50111:0,02970314:-0,8642266#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4188812:1,048453:-0,05152908/-0,5296721:0,5708467:0,4274673:-0,4591882#0,2891999:1,065083:-0,1862538/-0,4140887:-0,4482601:-0,5385184:-0,5810261
17:22:30#0,09526697:0,8457227:-0,1939503/0,03344842:0,50111:0,02970314:-0,8642266#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4188898:1,048449:-0,05151474/-0,5296673:0,5708417:0,4274731:-0,4591945#0,2892083:1,065079:-0,1862366/-0,4140947:-0,4482667:-0,5385137:-0,5810213
17:22:30#0,09527013:0,8457258:-0,1939502/0,0334289:0,5011106:0,02966654:-0,8642284#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4188856:1,048448:-0,05152065/-0,5296677:0,5708421:0,4274725:-0,4591939#0,2892053:1,065081:-0,1862449/-0,4140942:-0,4482661:-0,5385142:-0,5810217
17:22:30#0,0952714:0,8457277:-0,1939509/0,03341157:0,5011154:0,02966508:-0,8642262#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4188988:1,048455:-0,05151817/-0,5296694:0,570844:0,4274704:-0,4591915#0,2892199:1,065089:-0,1862434/-0,4140919:-0,4482636:-0,538516:-0,5810236
17:22:30#0,0952717:0,8457313:-0,1939539/0,03338509:0,5010957:0,02964642:-0,8642393#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189041:1,04846:-0,05153944/-0,5296574:0,570831:0,4274854:-0,4592076#0,2892205:1,065096:-0,1862555/-0,4141071:-0,4482801:-0,5385042:-0,5810106
17:22:30#0,09527402:0,8457341:-0,1939543/0,03336301:0,5011025:0,02963443:-0,8642367#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189037:1,048472:-0,05153531/-0,5296705:0,5708451:0,4274692:-0,4591902#0,289221:1,065102:-0,1862534/-0,4140908:-0,4482623:-0,5385169:-0,5810246
17:22:30#0,09527047:0,8457345:-0,193958/0,0333591:0,5010673:0,029638:-0,8642571#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189241:1,048479:-0,05156022/-0,5296499:0,5708228:0,4274947:-0,4592176#0,289231:1,06511:-0,1862634/-0,4141167:-0,4482903:-0,5384969:-0,581003
17:22:30#0,09527124:0,8457363:-0,193959/0,03334639:0,5010594:0,02962176:-0,8642627#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189104:1,048486:-0,05156019/-0,5296634:0,5708374:0,4274781:-0,4591996#0,2892131:1,065108:-0,186262/-0,4140996:-0,448272:-0,5385101:-0,581017
17:22:30#0,09527124:0,8457363:-0,193959/0,03334639:0,5010594:0,02962176:-0,8642627#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189197:1,048492:-0,05155386/-0,5296673:0,5708418:0,4274732:-0,4591944#0,2892205:1,065109:-0,1862554/-0,4140946:-0,4482667:-0,5385138:-0,5810212
17:22:30#0,09527404:0,8457388:-0,1939587/0,03332941:0,501067:0,02960002:-0,8642598#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189152:1,048493:-0,05154908/-0,529671:0,5708456:0,4274685:-0,4591893#0,2892186:1,06511:-0,186251/-0,4140897:-0,4482616:-0,5385174:-0,5810252
17:22:30#0,09527469:0,8457381:-0,1939574/0,03333069:0,5010861:0,02961873:-0,864248#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189209:1,048498:-0,05154049/-0,5296766:0,5708515:0,4274616:-0,4591821#0,2892309:1,065117:-0,1862473/-0,4140832:-0,4482541:-0,5385228:-0,5810308
17:22:30#0,095272:0,8457363:-0,1939582/0,03334604:0,5010695:0,02962573:-0,8642567#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189225:1,048494:-0,05155906/-0,5296592:0,570833:0,4274831:-0,4592049#0,2892296:1,065119:-0,1862574/-0,4141049:-0,4482777:-0,538506:-0,5810128
17:22:30#0,09526935:0,8457348:-0,1939593/0,03335543:0,5010573:0,02964249:-0,8642629#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189166:1,048492:-0,05156052/-0,5296612:0,570835:0,4274806:-0,4592025#0,2892188:1,065113:-0,1862573/-0,4141024:-0,4482749:-0,5385081:-0,5810149
17:22:30#0,09526862:0,845735:-0,1939601/0,03335433:0,5010495:0,02964255:-0,8642675#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,418912:1,048489:-0,05156103/-0,5296634:0,5708373:0,427478:-0,4591996#0,28921:1,065106:-0,186258/-0,4140996:-0,4482722:-0,5385099:-0,5810173
17:22:30#0,09527032:0,8457342:-0,1939579/0,03336257:0,5010638:0,0296328:-0,8642592#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,418909:1,04849:-0,0515475/-0,5296748:0,5708495:0,427464:-0,4591846#0,2892102:1,065104:-0,1862508/-0,4140855:-0,4482568:-0,538521:-0,581029
17:22:30#0,09526558:0,8457307:-0,1939591/0,03339132:0,501036:0,02964602:-0,8642737#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189257:1,048487:-0,05156218/-0,5296538:0,5708272:0,4274897:-0,4592124#0,2892192:1,065104:-0,1862555/-0,4141116:-0,4482849:-0,5385008:-0,5810072
17:22:30#0,09526558:0,8457307:-0,1939591/0,03339132:0,501036:0,02964602:-0,8642737#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189035:1,048482:-0,05155435/-0,5296674:0,5708416:0,4274731:-0,4591944#0,2891962:1,065094:-0,186251/-0,4140947:-0,4482667:-0,538514:-0,5810214
17:22:30#0,09526622:0,8457295:-0,1939572/0,03340666:0,501038:0,02962931:-0,8642726#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189093:1,048481:-0,05154976/-0,5296686:0,5708432:0,4274714:-0,4591925#0,2892012:1,065091:-0,1862503/-0,414093:-0,4482649:-0,5385152:-0,5810227
17:22:30#0,0952692:0,8457294:-0,1939545/0,0334081:0,5010636:0,02962131:-0,8642579#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189036:1,048478:-0,05152711/-0,5296801:0,5708553:0,4274571:-0,4591773#0,2892038:1,06509:-0,186235/-0,4140785:-0,4482492:-0,5385264:-0,5810348
17:22:30#0,09526943:0,8457299:-0,1939547/0,03340607:0,5010586:0,02961128:-0,8642612#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189138:1,048475:-0,05153753/-0,5296648:0,570839:0,4274761:-0,4591976#0,289215:1,065094:-0,1862432/-0,4140977:-0,44827:-0,5385116:-0,5810187
17:22:30#0,09526853:0,8457276:-0,1939534/0,03342507:0,5010622:0,02961899:-0,8642582#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189095:1,048476:-0,05153793/-0,5296693:0,5708437:0,4274706:-0,4591917#0,2892128:1,065097:-0,1862454/-0,4140922:-0,448264:-0,5385158:-0,5810235
