16:01:05#0,22:0:-0,63/0:0:0:1#0,2758:-0,0157:-0,7387/0:0:0:1#0,1642:-0,0157:-0,7387/0:0:0:1#0,8876261:1,385232:-0,525043/-0,4948052:-0,4958405:0,5051601:-0,5041065#-0,8875526:1,383611:-0,5284559/0,4900758:-0,4930298:0,5098298:0,506775
16:01:05#0,22:0:-0,63/0:0:0:1#0,2758:-0,0157:-0,7387/0:0:0:1#0,1642:-0,0157:-0,7387/0:0:0:1#1,107625:-0,249703:-0,7020974/-0,4948052:-0,4958405:0,5051601:-0,5041065#-0,6675535:-0,2513235:-0,7055103/0,4900758:-0,4930298:0,5098298:0,506775
16:01:05#0,05483328:0,8444372:-0,1568867/0,0300237:0,5595168:0,0305936:-0,8277099#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,5746675:-0,249703:0,1370201/-0,6927866:-0,1287241:0,1416533:-0,6952778#-0,08501256:-0,2513235:-1,511037/0,1207436:-0,6922193:0,6967939:0,1439853
16:01:05#0,05483279:0,8444375:-0,1568875/0,03002625:0,5595023:0,03057854:-0,8277201#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4725287:0,5884969:0,6623657/-0,6927842:-0,128736:0,1416652:-0,6952757#-0,1872074:0,5868765:-0,9856694/0,1207556:-0,6922169:0,6967919:0,1439972
16:01:05#0,05483353:0,8444402:-0,1568895/0,03000637:0,559491:0,03056431:-0,827729#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4725534:0,588498:0,6623551/-0,6927822:-0,1287459:0,141675:-0,6952739#-0,1872298:0,5868776:-0,985661/0,1207654:-0,6922148:0,6967901:0,144007
16:01:05#0,05483544:0,8444421:-0,1568892/0,02999227:0,5594977:0,03055304:-0,8277254#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863155:1,023291:-0,01481119/-0,5296706:0,5708452:0,4274688:-0,4591901#0,2840433:1,0609:-0,1723521/-0,4140905:-0,4482622:-0,5385172:-0,5810248
16:01:05#0,05483456:0,8444421:-0,1568902/0,02999618:0,5594833:0,0305439:-0,8277353#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863268:1,023296:-0,01482227/-0,5296599:0,5708338:0,4274819:-0,4592041#0,2840494:1,060906:-0,1723569/-0,4141036:-0,4482766:-0,5385069:-0,5810136
16:01:05#0,05483708:0,8444458:-0,156891/0,02997332:0,5594764:0,03050895:-0,8277421#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863243:1,023299:-0,01482335/-0,5296634:0,5708377:0,4274776:-0,4591994#0,2840436:1,060906:-0,1723552/-0,4140992:-0,4482716:-0,5385104:-0,5810174
16:01:05#0,05484074:0,844452:-0,1568933/0,02992036:0,5594821:0,03049571:-0,8277407#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863358:1,023309:-0,01481879/-0,5296695:0,5708441:0,4274702:-0,4591915#0,2840562:1,060914:-0,1723515/-0,4140918:-0,4482635:-0,5385162:-0,5810237
16:01:05#0,05484362:0,8444544:-0,1568923/0,02989968:0,5595014:0,03049158:-0,8277285#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863404:1,023322:-0,01482216/-0,529677:0,570852:0,427461:-0,4591815#0,2840688:1,06093:-0,1723566/-0,4140823:-0,4482535:-0,5385233:-0,5810314
16:01:05#0,0548449:0,8444556:-0,1568921/0,0298926:0,559503:0,03047822:-0,8277282#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863467:1,023327:-0,01482886/-0,5296682:0,5708424:0,4274721:-0,4591933#0,2840769:1,06094:-0,1723571/-0,4140936:-0,4482656:-0,5385146:-0,5810221
16:01:05#0,05484611:0,8444573:-0,1568924/0,02988263:0,5595002:0,03046159:-0,827731#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863499:1,023331:-0,01483253/-0,5296658:0,5708402:0,4274749:-0,4591964#0,2840796:1,060945:-0,1723583/-0,4140964:-0,4482687:-0,5385126:-0,5810199
16:01:05#0,05484611:0,8444573:-0,1568924/0,02988263:0,5595002:0,03046159:-0,827731#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,3863537:1,023335:-0,01483345/-0,5296673:0,5708417:0,427473:-0,4591945#0,2840835:1,060949:-0,1723586/-0,4140946:-0,4482667:-0,538514:-0,5810214
