17:09:11#0,22:0:-0,63/0:0:0:1#0,2758:-0,0157:-0,7387/0:0:0:1#0,1642:-0,0157:-0,7387/0:0:0:1#0,8876261:1,385232:-0,525043/-0,4948052:-0,4958405:0,5051601:-0,5041065#-0,8875526:1,383611:-0,5284559/0,4900758:-0,4930298:0,5098298:0,506775
17:09:11#0,22:0:-0,63/0:0:0:1#0,2758:-0,0157:-0,7387/0:0:0:1#0,1642:-0,0157:-0,7387/0:0:0:1#1,107625:-0,249703:-0,7020974/-0,4948052:-0,4958405:0,5051601:-0,5041065#-0,6675535:-0,2513235:-0,7055103/0,4900758:-0,4930298:0,5098298:0,506775
17:09:12#0,09530747:0,8457151:-0,1939058/0,03362753:0,5012643:0,02919178:-0,8641476#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,6829746:-0,249703:0,08067948/-0,6814101:-0,1762152:0,1889425:-0,6847842#-0,1965197:-0,2513235:-1,461319/0,1683578:-0,6806837:0,6868453:0,19123
17:09:12#0,09531151:0,8457155:-0,1939024/0,03362167:0,501307:0,02919798:-0,8641229#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,6164159:0,5895369:0,5609536/-0,6814193:-0,1761816:0,1889091:-0,6847928#-0,2629272:0,5879165:-0,9811317/0,1683241:-0,6806931:0,6868535:0,1911966
17:09:12#0,0953076:0,845713:-0,1939037/0,03364281:0,5012809:0,02920573:-0,8641369#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,616468:0,5895375:0,5609336/-0,6814137:-0,1762019:0,1889293:-0,6847876#-0,2629665:0,5879171:-0,9810995/0,1683444:-0,6806875:0,6868486:0,1912168
17:09:12#0,09530988:0,8457159:-0,1939043/0,03361902:0,5012874:0,02919488:-0,8641345#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4188941:1,048412:-0,05141588/-0,5296703:0,5708448:0,4274694:-0,4591903#0,2893099:1,065144:-0,1861902/-0,414091:-0,4482624:-0,5385168:-0,5810244
17:09:12#0,09530894:0,8457135:-0,1939029/0,03364371:0,5012809:0,02918395:-0,8641376#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4189109:1,048417:-0,05142295/-0,5296645:0,5708387:0,4274765:-0,459198#0,2893243:1,065149:-0,1861968/-0,414098:-0,4482702:-0,5385112:-0,5810184
17:09:12#0,09530812:0,8457103:-0,1939006/0,03366644:0,5012971:0,02920783:-0,8641266#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4188987:1,048414:-0,05140293/-0,5296753:0,5708505:0,4274629:-0,4591836#0,2893177:1,065145:-0,1861794/-0,4140846:-0,4482556:-0,5385218:-0,5810298
17:09:12#0,09530831:0,8457083:-0,1938986/0,03368569:0,5013013:0,02919901:-0,8641237#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4188915:1,048404:-0,05140319/-0,5296698:0,5708443:0,4274701:-0,459191#0,2893132:1,06514:-0,186182/-0,4140916:-0,4482634:-0,5385163:-0,5810239
17:09:12#0,09530744:0,8457087:-0,1938998/0,0336777:0,501303:0,02922044:-0,8641223#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4188944:1,048398:-0,05139774/-0,5296678:0,5708421:0,4274725:-0,4591937#0,2893164:1,065136:-0,1861797/-0,4140941:-0,4482661:-0,5385144:-0,5810218
17:09:12#0,09530587:0,8457049:-0,1938978/0,0337081:0,5013071:0,02923221:-0,8641183#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,418887:1,048396:-0,05140445/-0,5296695:0,5708441:0,42747:-0,4591912#0,2893108:1,065136:-0,1861896/-0,4140918:-0,4482634:-0,5385162:-0,5810238
17:09:12#0,09530517:0,8457077:-0,1939009/0,0336845:0,5012898:0,02923154:-0,8641292#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,4188888:1,048387:-0,05140588/-0,5296584:0,5708321:0,427484:-0,459206#0,2893066:1,065127:-0,1861852/-0,4141058:-0,4482786:-0,5385053:-0,5810121
17:09:12#0,09530517:0,8457077:-0,1939009/0,0336845:0,5012898:0,02923154:-0,8641292#0,5635672:1,240017:-0,3641436/0:-0,1160284:0:0,9932459#0,454972:1,240017:-0,3898662/0:-0,1160284:0:0,9932459#0,418889:1,048394:-0,05141109/-0,5296673:0,5708417:0,4274732:-0,4591944#0,2893054:1,06513:-0,1861953/-0,4140947:-0,4482667:-0,5385138:-0,5810212
