Condition","ParticipantID","Test"," "Time Stamp","Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
Veridical","4","T1","12:46:43:907","0.4906979","1.705608","-0.6790766","0.02982542","0.1962043","-0.02668151","-0.9797462","0.7437975","0.9253377","-0.6244152","-0.5366593","0.320333","-0.4636426","-0.6280279","0.3652393","1.190894","-0.6138809","-0.08434974","-0.3104556","-0.4567474","-0.8293879","0.7249371","0.7659979","-0.5693849","-0.9720272","0.007029844","0.1931762","-0.1334052","0.4596971","1.242539","-0.4307495","0.3560361","0.7646675","0.5369445","0.01458491"
Veridical","4","T1","12:46:43:955","0.4975065","1.706921","-0.6814663","0.03683878","0.1775968","-0.0340279","-0.9828247","0.744587","0.9256902","-0.6200172","-0.5176883","0.31715","-0.4729686","-0.638526","0.3655502","1.196814","-0.60452","-0.07686263","-0.3359759","-0.4577677","-0.8195494","0.7256712","0.7684071","-0.5634949","-0.9722111","0.01161561","0.1867373","-0.1407127","0.4702307","1.254142","-0.4283081","0.3651899","0.7707929","0.5220236","-0.002541021"
Veridical","4","T1","12:46:43:998","0.4979404","1.706902","-0.681185","0.03506593","0.1773996","-0.03500291","-0.9828909","0.743999","0.9261309","-0.6193781","-0.5119528","0.3195135","-0.4784259","-0.637906","0.3662099","1.196325","-0.6057242","-0.06201586","-0.317309","-0.4539956","-0.8302752","0.7211179","0.7710972","-0.554857","-0.9718437","0.01690041","0.1771607","-0.1544308","0.4616331","1.256344","-0.4254616","0.3528301","0.7762394","0.5224223","0.006189898"
Veridical","4","T1","12:46:44:025","0.4986006","1.706822","-0.6811467","0.03404057","0.1761547","-0.03618602","-0.983108","0.7435769","0.9265079","-0.6185392","-0.5080079","0.3219292","-0.482018","-0.6371407","0.3664474","1.197676","-0.6065026","-0.05158285","-0.3073222","-0.4449265","-0.8396027","0.7217057","0.7720199","-0.5535886","-0.97221","0.01758761","0.1721542","-0.1576764","0.4586736","1.258855","-0.4240177","0.3483392","0.7771903","0.5235993","0.02189479"
Veridical","4","T1","12:46:44:063","0.4991514","1.706581","-0.6809312","0.03313011","0.1773918","-0.0360137","-0.982923","0.743533","0.9272321","-0.6165846","-0.5070632","0.3227744","-0.4811956","-0.6380865","0.36515","1.199742","-0.6054693","-0.0523175","-0.308343","-0.4427175","-0.8403503","0.719183","0.7726415","-0.5503994","-0.9731376","0.01958537","0.1646025","-0.1597691","0.4524501","1.262116","-0.4226879","0.3496279","0.77669","0.5219621","0.04548393"
Veridical","4","T1","12:46:44:090","0.5003346","1.706533","-0.6808032","0.03213578","0.1761874","-0.03607408","-0.9831703","0.7442091","0.9275308","-0.6154431","-0.5079764","0.3214852","-0.4779231","-0.6404662","0.3655722","1.199562","-0.6042289","-0.05722748","-0.312269","-0.4565506","-0.8311285","0.7192256","0.7730022","-0.5493086","-0.9724934","0.02159503","0.169229","-0.1585955","0.4536441","1.26243","-0.4217998","0.3432943","0.7783975","0.5247639","0.02948609"
Veridical","4","T1","12:46:44:115","0.5009665","1.706501","-0.6806613","0.03120331","0.1753378","-0.03628715","-0.9833444","0.7445171","0.9277791","-0.614957","-0.5060194","0.3209242","-0.4786033","-0.6417873","0.3660954","1.199903","-0.6034606","-0.05689526","-0.3126189","-0.4613872","-0.8283443","0.7194284","0.7736206","-0.5479047","-0.9720017","0.02282681","0.1699774","-0.1606226","0.4541065","1.263035","-0.4210021","0.3403546","0.7789308","0.5261503","0.02432614"
Veridical","4","T1","12:46:44:139","0.501626","1.70637","-0.6803974","0.02915549","0.1749819","-0.03657287","-0.9834601","0.7446839","0.9279013","-0.614657","-0.503597","0.32113","-0.4804259","-0.6422278","0.3666894","1.200726","-0.6028028","-0.05629858","-0.3117057","-0.4631652","-0.8277367","0.7192838","0.7741814","-0.5465372","-0.9718809","0.02357938","0.1682168","-0.1630796","0.4540331","1.263905","-0.4202172","0.3370881","0.77991","0.5269023","0.02205022"
Veridical","4","T1","12:46:44:165","0.5021461","1.705985","-0.6799969","0.02627364","0.1748484","-0.03784912","-0.9835168","0.7449","0.9278193","-0.6142676","-0.5010456","0.3230017","-0.4826396","-0.6416247","0.3676339","1.202189","-0.6032872","-0.0501326","-0.3043488","-0.4606187","-0.8322794","0.7191407","0.774628","-0.5456942","-0.9721541","0.02432967","0.165065","-0.1645553","0.4529447","1.265153","-0.4192555","0.334628","0.7798928","0.5282724","0.02682562"
Veridical","4","T1","12:46:44:190","0.5024673","1.704931","-0.6792513","0.0189913","0.1761687","-0.04160016","-0.9832972","0.7454009","0.9274361","-0.6132438","-0.4990626","0.3260395","-0.4846175","-0.6401411","0.3691825","1.206073","-0.6066395","-0.02484541","-0.2782111","-0.4394909","-0.8537149","0.7186977","0.7750269","-0.5451102","-0.9730152","0.0256101","0.1594128","-0.164844","0.4457148","1.270699","-0.4184719","0.3280931","0.7817786","0.5270916","0.05789614"
Veridical","4","T1","12:46:44:215","0.502308","1.703043","-0.67805","0.006388984","0.1788135","-0.04576771","-0.9827971","0.7460989","0.9271249","-0.6121557","-0.4972948","0.3273175","-0.4856775","-0.6400613","0.3669353","1.214155","-0.6058448","-0.001899289","-0.2645792","-0.3838574","-0.8846738","0.7191545","0.7755082","-0.54479","-0.9733341","0.02621331","0.1574244","-0.1647775","0.4371985","1.281147","-0.4187071","0.3431267","0.7756907","0.5151965","0.1230488"
Veridical","4","T1","12:46:44:242","0.5022259","1.702303","-0.6774499","0.002134589","0.1803186","-0.04713829","-0.9824758","0.7463037","0.9270043","-0.6118969","-0.4960756","0.3276492","-0.4863926","-0.6402947","0.3658962","1.217431","-0.6055405","0.004020771","-0.2573797","-0.3645371","-0.8949035","0.7186415","0.7757643","-0.5440106","-0.9735274","0.02686271","0.1556212","-0.1652438","0.4349555","1.284866","-0.4183738","0.3514827","0.7732098","0.5083321","0.1421456"
Veridical","4","T1","12:46:44:268","0.5012","1.698742","-0.67452","-0.01880491","0.1875059","-0.05188324","-0.980712","0.747524","0.9266923","-0.6104845","-0.4928011","0.3293572","-0.4869636","-0.6415118","0.3619306","1.234334","-0.6052981","0.02450669","-0.2114846","-0.2718751","-0.9384869","0.7183692","0.7764414","-0.5417732","-0.9735937","0.02982294","0.152293","-0.1674317","0.4219387","1.29966","-0.4150865","0.3834884","0.7451465","0.4914347","0.2370351"
Veridical","4","T1","12:46:44:295","0.5006576","1.696377","-0.6733005","-0.03194862","0.1922362","-0.05381908","-0.9793508","0.7477115","0.9267746","-0.6098037","-0.4931749","0.3291411","-0.4869541","-0.6413426","0.3606863","1.246825","-0.6055455","0.02489962","-0.1752813","-0.2052691","-0.9625596","0.7186434","0.7765286","-0.5410981","-0.9736696","0.03033432","0.1515155","-0.167603","0.414281","1.30658","-0.4122123","0.4068487","0.7158645","0.4850732","0.2944761"
Veridical","4","T1","12:46:44:322","0.5004203","1.695337","-0.6727593","-0.03870828","0.1947835","-0.05504005","-0.9785355","0.7477278","0.9268192","-0.6094596","-0.4937311","0.3289255","-0.4866804","-0.641233","0.3604919","1.253405","-0.6058012","0.02659602","-0.1537632","-0.1643897","-0.9739741","0.7188131","0.7765581","-0.540812","-0.9736785","0.03004082","0.1516032","-0.1675255","0.4097571","1.310139","-0.4105","0.4219402","0.6941026","0.4815671","0.3290609"
Veridical","4","T1","12:46:44:350","0.4994752","1.692025","-0.6713784","-0.05767031","0.2027069","-0.05887532","-0.9757652","0.7485897","0.9270269","-0.6065579","-0.4943797","0.3255206","-0.485764","-0.6431628","0.3616987","1.272185","-0.6077293","0.04623615","-0.0724631","-0.01846113","-0.9961278","0.7195072","0.7771336","-0.5393401","-0.9736399","0.02946346","0.1524026","-0.1671255","0.3955021","1.325952","-0.407667","0.4620922","0.6167684","0.4536099","0.4475552"
Veridical","4","T1","12:46:44:377","0.4986264","1.688698","-0.6703608","-0.07655223","0.2104965","-0.0635872","-0.9725161","0.749135","0.9271317","-0.6055554","-0.4923369","0.3222882","-0.4855578","-0.6465047","0.3670984","1.285652","-0.6093587","0.07213873","0.01106218","0.1107006","-0.9911705","0.7200483","0.7783219","-0.5352547","-0.9727739","0.02984519","0.1538482","-0.1707378","0.3803994","1.341823","-0.4095147","0.4764811","0.5459353","0.425509","0.5420911"
Veridical","4","T1","12:46:44:404","0.4983135","1.687545","-0.6702748","-0.08301258","0.21382","-0.06583679","-0.9711105","0.7494062","0.926959","-0.6053494","-0.4913779","0.3231917","-0.4853042","-0.6469735","0.3655359","1.288865","-0.6100332","0.09130933","0.03697976","0.1381101","-0.9855053","0.7218412","0.7790976","-0.5346763","-0.9717982","0.03034494","0.1568668","-0.1734371","0.3735748","1.357477","-0.4121244","0.4818324","0.4830338","0.3941982","0.6157304"
Veridical","4","T1","12:46:44:440","0.4970512","1.68339","-0.6693122","-0.1064325","0.2250173","-0.07288508","-0.965778","0.7494441","0.9267734","-0.6045864","-0.4916031","0.324728","-0.4853103","-0.6460279","0.3683699","1.298468","-0.6088779","0.1400214","0.1293527","0.2394402","-0.9520139","0.7181226","0.7795519","-0.5313571","-0.9730043","0.03298231","0.1488059","-0.1732982","0.360538","1.369137","-0.4183152","0.4676232","0.4577499","0.3830804","0.6519535"
Veridical","4","T1","12:46:44:468","0.4957072","1.680366","-0.6689002","-0.1205368","0.2349714","-0.0779587","-0.9613438","0.7499775","0.9258652","-0.6008272","-0.4922531","0.3305418","-0.4862154","-0.6418906","0.3628396","1.302831","-0.60865","0.2064577","0.1538792","0.2654996","-0.929089","0.7210022","0.7803447","-0.5329179","-0.9733323","0.03193875","0.1518058","-0.1689957","0.3447827","1.424178","-0.4388173","0.4005416","0.3587139","0.3027518","0.7869132"
