Condition","ParticipantID","Test"," "Set of points participants used to outline the area of interest (for replicability): Demonstrator then Interpreter "
Veridical","3","T2","12:42:29:147"
Veridical","3","T2","12:42:40:302","points","-0.16","1.32","-0.12","-0.16","1.32","-0.11","-0.16","1.32","-0.11","-0.16","1.32","-0.11","-0.16","1.32","-0.11","-0.16","1.32","-0.11","-0.16","1.31","-0.11","-0.16","1.32","-0.12","-0.16","1.32","-0.11","-0.16","1.32","-0.11","-0.16","1.33","-0.11","-0.16","1.33","-0.11","-0.16","1.33","-0.1","-0.16","1.33","-0.1","-0.16","1.33","-0.1","-0.16","1.33","-0.1","-0.16","1.33","-0.1","-0.16","1.33","-0.1","-0.16","1.32","-0.11","-0.16","1.32","-0.11","-0.16","1.31","-0.11","-0.16","1.31","-0.12","-0.16","1.31","-0.11","-0.16","1.31","-0.11","-0.16","1.31","-0.11","-0.16","1.32","-0.1","-0.16","1.32","-0.1","-0.15","1.32","-0.1","-0.15","1.31","-0.1","-0.15","1.31","-0.1","-0.15","1.31","-0.09","-0.15","1.31","-0.09","-0.14","1.31","-0.09","-0.14","1.31","-0.09","-0.14","1.3","-0.09","-0.15","1.3","-0.09","-0.15","1.31","-0.1","-0.15","1.31","-0.1","-0.16","1.32","-0.1","-0.16","1.32","-0.1","-0.16","1.33","-0.1","-0.16","1.33","-0.1","-0.16","1.32","-0.1","-0.16","1.32","-0.09","-0.16","1.31","-0.09","-0.16","1.31","-0.08","-0.16","1.31","-0.08","-0.15","1.3","-0.07","-0.15","1.3","-0.07","-0.15","1.3","-0.07","-0.15","1.3","-0.06","-0.16","1.29","-0.07","-0.15","1.29","-0.06","-0.15","1.28","-0.06","-0.15","1.28","-0.06","-0.15","1.28","-0.06","-0.15","1.28","-0.06","-0.15","1.28","-0.05","-0.15","1.28","-0.05","-0.15","1.28","-0.06","-0.15","1.28","-0.06","-0.15","1.28","-0.06","-0.15","1.28","-0.06","-0.15","1.27","-0.06","-0.15","1.27","-0.06","-0.15","1.26","-0.06","-0.15","1.26","-0.06","-0.15","1.26","-0.06","-0.16","1.26","-0.06","-0.16","1.27","-0.06","-0.16","1.28","-0.06","-0.16","1.29","-0.06","-0.16","1.29","-0.06","-0.17","1.3","-0.06","-0.17","1.3","-0.07","-0.17","1.31","-0.08","-0.17","1.31","-0.08","-0.17","1.3","-0.09","-0.17","1.3","-0.09","-0.17","1.29","-0.1","-0.16","1.29","-0.1","-0.16","1.29","-0.1","-0.16","1.29","-0.1","-0.16","1.3","-0.1","-0.16","1.31","-0.1","-0.17","1.31","-0.1","-0.17","1.31","-0.1","-0.17","1.32","-0.1","-0.17","1.32","-0.11","-0.17","1.32","-0.12","-0.17","1.31","-0.12","-0.17","1.31","-0.12","-0.17","1.31","-0.12","-0.17","1.3","-0.12","-0.17","1.31","-0.11","-0.17","1.32","-0.1","-0.16","1.32","-0.1","-0.16","1.32","-0.1","-0.16","1.32","-0.11","-0.16","1.32","-0.11","-0.16","1.31","-0.12","-0.16","1.31","-0.12","-0.15","1.31","-0.11","-0.15","1.32","-0.1","-0.15","1.32","-0.1","-0.15","1.32","-0.1","-0.15","1.32","-0.1","-0.16","1.32","-0.11","-0.16","1.32","-0.1","-0.16","1.32","-0.09","-0.16","1.32","-0.09","-0.16","1.31","-0.08","-0.16","1.3","-0.08","-0.16","1.3","-0.08","-0.15","1.29","-0.07","-0.15","1.28","-0.07","-0.15","1.29","-0.07",""
Veridical","3","T2","12:42:52:169"
Veridical","3","T2","12:42:59:493","points","-0.07","1.31","0.06","-0.07","1.31","0.06","-0.07","1.31","0.06","-0.07","1.31","0.06","-0.07","1.31","0.06","-0.07","1.31","0.06","-0.07","1.3","0.06","-0.07","1.3","0.06","-0.06","1.3","0.06","-0.06","1.3","0.06","-0.06","1.29","0.06","-0.06","1.29","0.06","-0.05","1.29","0.06","-0.05","1.29","0.06","-0.05","1.29","0.06","-0.04","1.29","0.06","-0.04","1.29","0.05","-0.04","1.29","0.05","-0.05","1.29","0.06","-0.05","1.29","0.06","-0.05","1.3","0.05","-0.05","1.3","0.05","-0.06","1.31","0.05","-0.06","1.31","0.05","-0.06","1.31","0.05","-0.05","1.31","0.06","-0.05","1.31","0.06","-0.05","1.3","0.06","-0.05","1.3","0.06","-0.04","1.3","0.06","-0.04","1.29","0.06","-0.03","1.29","0.06","-0.03","1.28","0.06","-0.03","1.28","0.07","-0.02","1.28","0.07","-0.02","1.28","0.07","-0.02","1.28","0.07","-0.02","1.28","0.07","-0.02","1.28","0.08","-0.02","1.28","0.08","-0.03","1.28","0.08","-0.03","1.28","0.07","-0.03","1.28","0.07","-0.04","1.29","0.07","-0.04","1.29","0.06","-0.05","1.29","0.06","-0.05","1.3","0.06","-0.05","1.3","0.06","-0.06","1.3","0.05","-0.06","1.3","0.05","-0.06","1.3","0.05","-0.06","1.3","0.05","-0.06","1.3","0.05","-0.05","1.3","0.06","-0.05","1.29","0.06","-0.04","1.29","0.06","-0.04","1.28","0.06","-0.03","1.28","0.06","-0.03","1.27","0.06","-0.03","1.27","0.07","-0.02","1.27","0.07","-0.02","1.27","0.07","-0.02","1.27","0.07","-0.02","1.27","0.07","-0.02","1.27","0.07","-0.03","1.28","0.07","-0.03","1.28","0.06","-0.04","1.28","0.06","-0.05","1.28","0.06","-0.05","1.28","0.06","-0.06","1.28","0.05","-0.06","1.29","0.05","-0.06","1.29","0.05","-0.06","1.29","0.05","-0.06","1.3","0.05","-0.06","1.3","0.05","-0.06","1.3","0.05","-0.06","1.29","0.05","-0.06","1.29","0.06","-0.07","1.28","0.06","-0.06","1.28","0.06","-0.06","1.27","0.06","-0.05","1.26","0.07","-0.04","1.26","0.07","-0.04","1.26","0.07","-0.03","1.26","0.07","-0.03","1.26","0.08","-0.03","1.26","0.08","-0.03","1.26","0.08","-0.03","1.27","0.07","-0.04","1.27","0.07","-0.05","1.27","0.07","-0.05","1.28","0.07","-0.06","1.28","0.06","-0.06","1.28","0.06","-0.06","1.29","0.06","-0.06","1.29","0.06","-0.06","1.3","0.06","-0.06","1.3","0.06","-0.06","1.3","0.06","-0.06","1.3","0.06","-0.06","1.3","0.06","-0.06","1.3","0.06","-0.06","1.29","0.06","-0.05","1.29","0.06","-0.05","1.28","0.06","-0.04","1.28","0.07","-0.04","1.28","0.07","-0.03","1.28","0.07","-0.03","1.28","0.07","-0.03","1.28","0.07","-0.02","1.28","0.07","-0.03","1.28","0.07","-0.03","1.28","0.07","-0.03","1.28","0.07","-0.03","1.29","0.07","-0.04","1.29","0.07","-0.04","1.29","0.07","-0.05","1.3","0.06","-0.05","1.31","0.06","-0.05","1.31","0.06","-0.05","1.32","0.06","-0.06","1.32","0.06","-0.06","1.32","0.06","-0.06","1.32","0.06","-0.06","1.32","0.06","-0.06","1.31","0.06","-0.06","1.31","0.06","-0.06","1.31","0.06","-0.05","1.3","0.06","-0.05","1.3","0.06","-0.04","1.3","0.06","-0.03","1.29","0.06","-0.03","1.29","0.06","-0.02","1.28","0.07","-0.02","1.28","0.07","-0.02","1.28","0.07","-0.02","1.28","0.07",""
Veridical","3","T2","12:43:10:901"
Veridical","3","T2","12:43:20:183","points","0.03","1.32","0.05","0.03","1.32","0.05","0.03","1.32","0.05","0.03","1.33","0.05","0.03","1.33","0.05","0.03","1.33","0.05","0.03","1.33","0.05","0.03","1.34","0.05","0.03","1.34","0.05","0.03","1.34","0.05","0.03","1.33","0.05","0.03","1.33","0.05","0.03","1.32","0.05","0.03","1.32","0.05","0.03","1.31","0.05","0.03","1.31","0.05","0.03","1.31","0.05","0.03","1.31","0.05","0.03","1.32","0.05","0.03","1.32","0.05","0.03","1.33","0.05","0.03","1.34","0.05","0.03","1.34","0.05","0.03","1.34","0.05","0.03","1.34","0.04","0.03","1.34","0.04","0.02","1.34","0.04","0.02","1.34","0.05","0.02","1.33","0.05","0.02","1.33","0.05","0.02","1.32","0.05","0.03","1.32","0.05","0.03","1.32","0.05","0.02","1.32","0.05","0.02","1.32","0.05","0.02","1.33","0.05","0.02","1.33","0.04","0.02","1.34","0.04","0.02","1.34","0.04","0.02","1.34","0.03","0.02","1.33","0.03","0.02","1.33","0.04","0.02","1.33","0.04","0.02","1.32","0.04","0.02","1.32","0.05","0.03","1.31","0.05","0.03","1.31","0.06","0.03","1.3","0.07","0.04","1.3","0.07","0.04","1.3","0.08","0.04","1.31","0.08","0.04","1.31","0.08","0.04","1.31","0.08","0.04","1.31","0.08","0.04","1.31","0.07","0.04","1.31","0.07","0.03","1.31","0.07","0.03","1.32","0.06","0.03","1.32","0.06","0.03","1.32","0.06","0.03","1.32","0.05","0.03","1.31","0.06","0.03","1.31","0.06","0.03","1.3","0.06","0.04","1.3","0.07","0.04","1.3","0.08","0.04","1.3","0.08","0.05","1.3","0.09","0.05","1.31","0.09","0.05","1.31","0.09","0.06","1.31","0.09","0.06","1.31","0.09","0.05","1.31","0.09","0.05","1.3","0.08","0.05","1.3","0.08","0.05","1.3","0.07","0.04","1.3","0.06","0.04","1.31","0.06","0.04","1.31","0.05","0.04","1.31","0.05","0.04","1.31","0.05","0.04","1.31","0.05","0.04","1.31","0.05","0.04","1.3","0.06","0.05","1.3","0.06","0.05","1.3","0.07","0.05","1.3","0.07","0.06","1.31","0.08","0.06","1.31","0.08","0.06","1.31","0.08","0.06","1.31","0.08","0.06","1.31","0.08","0.06","1.31","0.08","0.06","1.3","0.07","0.06","1.3","0.07","0.06","1.31","0.07","0.06","1.31","0.07","0.06","1.31","0.07","0.06","1.31","0.07","0.06","1.31","0.08","0.06","1.31","0.08","0.07","1.31","0.09","0.07","1.31","0.09","0.07","1.31","0.09","0.07","1.31","0.08","0.07","1.31","0.08","0.06","1.31","0.08","0.06","1.31","0.07","0.06","1.31","0.07","0.06","1.31","0.07","0.05","1.31","0.06","0.05","1.31","0.06","0.04","1.31","0.05","0.04","1.32","0.05","0.04","1.32","0.04","0.04","1.33","0.04","0.03","1.33","0.04","0.03","1.34","0.04","0.03","1.34","0.04","0.03","1.34","0.04","0.03","1.34","0.04","0.03","1.34","0.04","0.03","1.33","0.04","0.04","1.32","0.04","0.04","1.32","0.05","0.04","1.32","0.05","0.04","1.33","0.05","0.04","1.33","0.05","0.03","1.34","0.04","0.03","1.34","0.04","0.03","1.34","0.04","0.03","1.33","0.04","0.03","1.33","0.04","0.03","1.32","0.05","0.04","1.32","0.05","0.04","1.31","0.05","0.05","1.3","0.06","0.05","1.3","0.07","0.05","1.3","0.07","0.06","1.3","0.07","0.06","1.3","0.08","0.06","1.31","0.08","0.06","1.3","0.08","0.06","1.31","0.08","0.06","1.31","0.07","0.05","1.31","0.07","0.05","1.31","0.06","0.05","1.32","0.05","0.04","1.32","0.05","0.04","1.33","0.05","0.04","1.33","0.04","0.04","1.33","0.04","0.04","1.34","0.04","0.03","1.34","0.04","0.03","1.33","0.04","0.03","1.33","0.04","0.03","1.32","0.04","0.04","1.32","0.05","0.04","1.31","0.05","0.05","1.31","0.06","0.05","1.31","0.06","0.05","1.32","0.07","0.05","1.32","0.06","0.05","1.32","0.06","0.05","1.32","0.06","0.04","1.33","0.05","0.04","1.33","0.05","0.03","1.33","0.05","0.03","1.34","0.04","0.03","1.34","0.04","0.03","1.33","0.04",""
Veridical","3","T2","12:43:36:702"
Veridical","3","T2","12:43:43:986","points","-0.1","1.25","0.08","-0.1","1.25","0.08","-0.1","1.25","0.08","-0.1","1.25","0.08","-0.1","1.26","0.09","-0.1","1.26","0.08","-0.1","1.26","0.08","-0.1","1.26","0.08","-0.11","1.26","0.08","-0.11","1.27","0.08","-0.11","1.27","0.07","-0.11","1.27","0.07","-0.11","1.27","0.07","-0.12","1.27","0.07","-0.11","1.27","0.07","-0.11","1.26","0.08","-0.11","1.26","0.08","-0.1","1.26","0.08","-0.1","1.26","0.08","-0.1","1.26","0.08","-0.11","1.26","0.08","-0.11","1.26","0.07","-0.12","1.26","0.07","-0.12","1.26","0.07","-0.13","1.27","0.07","-0.14","1.27","0.07","-0.14","1.28","0.07","-0.14","1.28","0.07","-0.14","1.28","0.07","-0.14","1.28","0.07","-0.14","1.27","0.07","-0.14","1.27","0.07","-0.14","1.26","0.07","-0.13","1.25","0.07","-0.13","1.25","0.07","-0.12","1.24","0.08","-0.11","1.24","0.08","-0.11","1.24","0.08","-0.11","1.24","0.08","-0.1","1.24","0.08","-0.11","1.24","0.08","-0.11","1.24","0.08","-0.12","1.24","0.07","-0.13","1.25","0.07","-0.14","1.25","0.07","-0.14","1.26","0.07","-0.15","1.27","0.08","-0.15","1.27","0.08","-0.15","1.27","0.08","-0.15","1.28","0.09","-0.15","1.27","0.09","-0.15","1.27","0.09","-0.15","1.27","0.08","-0.15","1.26","0.08","-0.15","1.26","0.08","-0.14","1.25","0.07","-0.13","1.24","0.08","-0.13","1.24","0.08","-0.12","1.23","0.08","-0.11","1.23","0.08","-0.11","1.23","0.08","-0.11","1.23","0.08","-0.11","1.24","0.08","-0.11","1.24","0.08","-0.12","1.25","0.08","-0.12","1.25","0.08","-0.13","1.26","0.08","-0.13","1.27","0.08","-0.14","1.27","0.08","-0.14","1.28","0.08","-0.14","1.28","0.08","-0.14","1.29","0.08","-0.14","1.28","0.08","-0.14","1.28","0.08","-0.14","1.27","0.08","-0.13","1.27","0.08","-0.13","1.26","0.08","-0.12","1.26","0.07","-0.11","1.25","0.07","-0.11","1.25","0.07","-0.11","1.25","0.08","-0.11","1.25","0.08","-0.1","1.26","0.08","-0.1","1.26","0.08","-0.11","1.26","0.08","-0.11","1.26","0.07","-0.12","1.26","0.07","-0.12","1.27","0.07","-0.13","1.27","0.06","-0.13","1.28","0.06","-0.14","1.29","0.07","-0.14","1.3","0.07","-0.14","1.3","0.07","-0.14","1.29","0.07","-0.14","1.28","0.07","-0.14","1.27","0.07","-0.13","1.26","0.06","-0.13","1.25","0.06","-0.12","1.25","0.06","-0.12","1.24","0.06","-0.11","1.24","0.06","-0.11","1.24","0.06","-0.11","1.24","0.07","-0.11","1.25","0.06","-0.12","1.25","0.06","-0.13","1.25","0.06","-0.14","1.26","0.06","-0.14","1.26","0.06","-0.15","1.27","0.06","-0.15","1.27","0.07","-0.15","1.28","0.07","-0.15","1.27","0.07","-0.15","1.27","0.07","-0.15","1.27","0.07","-0.14","1.27","0.07","-0.13","1.26","0.07","-0.13","1.25","0.07","-0.12","1.25","0.08",""
Veridical","3","T2","12:43:55:339"
Veridical","3","T2","12:44:05:139","points","-0.17","1.29","0.1","-0.17","1.29","0.1","-0.17","1.29","0.1","-0.17","1.29","0.1","-0.17","1.29","0.11","-0.17","1.29","0.11","-0.17","1.29","0.11","-0.16","1.28","0.12","-0.16","1.28","0.12","-0.16","1.28","0.12","-0.16","1.28","0.13","-0.15","1.28","0.13","-0.15","1.27","0.13","-0.15","1.27","0.13","-0.15","1.26","0.14","-0.15","1.26","0.14","-0.15","1.25","0.14","-0.15","1.24","0.14","-0.14","1.24","0.14","-0.14","1.23","0.14","-0.14","1.23","0.13","-0.14","1.22","0.13","-0.14","1.22","0.13","-0.14","1.22","0.13","-0.14","1.22","0.13","-0.14","1.22","0.13","-0.14","1.22","0.13","-0.14","1.23","0.13","-0.14","1.24","0.14","-0.14","1.24","0.14","-0.14","1.25","0.14","-0.14","1.26","0.14","-0.15","1.27","0.14","-0.15","1.27","0.14","-0.15","1.28","0.13","-0.15","1.29","0.13","-0.15","1.29","0.13","-0.15","1.28","0.12","-0.15","1.28","0.12","-0.15","1.28","0.12","-0.14","1.28","0.12","-0.14","1.27","0.13","-0.14","1.27","0.13","-0.14","1.26","0.13","-0.15","1.26","0.13","-0.14","1.25","0.14","-0.14","1.24","0.14","-0.14","1.24","0.14","-0.14","1.23","0.14","-0.14","1.22","0.14","-0.14","1.22","0.13","-0.14","1.22","0.13","-0.14","1.22","0.13","-0.14","1.23","0.14","-0.14","1.24","0.14","-0.14","1.24","0.14","-0.14","1.25","0.14","-0.14","1.26","0.14","-0.14","1.27","0.14","-0.15","1.27","0.13","-0.15","1.28","0.13","-0.15","1.28","0.13","-0.16","1.28","0.12","-0.16","1.28","0.12","-0.16","1.28","0.11","-0.16","1.27","0.11","-0.16","1.27","0.11","-0.16","1.27","0.11","-0.16","1.27","0.12","-0.16","1.27","0.12","-0.16","1.27","0.12","-0.16","1.27","0.12","-0.15","1.26","0.13","-0.14","1.25","0.13","-0.14","1.25","0.12","-0.14","1.24","0.12","-0.14","1.24","0.12","-0.14","1.23","0.12","-0.15","1.23","0.11","-0.15","1.23","0.11","-0.15","1.23","0.11","-0.15","1.24","0.12","-0.15","1.24","0.12","-0.15","1.25","0.11","-0.15","1.26","0.11","-0.16","1.27","0.11","-0.16","1.28","0.11","-0.16","1.28","0.11","-0.16","1.29","0.1","-0.16","1.29","0.1","-0.16","1.28","0.1","-0.16","1.28","0.1","-0.16","1.28","0.1","-0.16","1.28","0.11","-0.15","1.28","0.12","-0.15","1.27","0.13","-0.14","1.27","0.13","-0.14","1.26","0.13","-0.14","1.25","0.13","-0.14","1.24","0.13","-0.14","1.23","0.13","-0.14","1.22","0.13","-0.14","1.21","0.13","-0.14","1.21","0.13","-0.13","1.21","0.13","-0.14","1.21","0.13","-0.13","1.22","0.13","-0.13","1.23","0.13","-0.14","1.24","0.13","-0.14","1.25","0.14","-0.14","1.26","0.13","-0.15","1.27","0.13","-0.15","1.28","0.12","-0.16","1.28","0.12","-0.16","1.28","0.11","-0.16","1.28","0.1","-0.16","1.28","0.1","-0.16","1.28","0.1","-0.16","1.28","0.11","-0.16","1.28","0.11","-0.16","1.29","0.12","-0.16","1.28","0.13","-0.15","1.28","0.13","-0.15","1.28","0.14","-0.15","1.27","0.15","-0.14","1.27","0.15","-0.14","1.26","0.15","-0.14","1.25","0.15","-0.14","1.24","0.15","-0.13","1.23","0.15","-0.14","1.23","0.15","-0.14","1.22","0.15","-0.14","1.21","0.14","-0.14","1.21","0.14","-0.14","1.2","0.14","-0.13","1.2","0.13","-0.13","1.2","0.13","-0.13","1.19","0.13","-0.13","1.2","0.13","-0.13","1.2","0.13","-0.13","1.2","0.13","-0.13","1.21","0.13","-0.13","1.22","0.13","-0.13","1.22","0.14","-0.13","1.24","0.14","-0.14","1.25","0.14","-0.14","1.26","0.14","-0.14","1.27","0.14","-0.14","1.28","0.14",""
