"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
17:41:10:450","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
17:41:10:506","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876251","-0.409703","-0.5720974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4113234","-0.5755103","0.4900758","-0.4930298","0.5098298","0.506775"
17:41:10:924","-0.6199012","0.9143829","0.4283544","-0.02053482","0.7963961","0.005795119","-0.6043988","-0.506771","1.031806","0.3581691","-0.6035864","0.1947018","-0.2710741","-0.7240812","-0.6167666","1.02625","0.2947195","-0.6685075","0.09306692","0.01407978","-0.737725","-0.2149834","-0.409703","0.3145079","-0.7015132","0.1019147","-0.08887169","-0.6997104","0.2664829","-0.4113234","-1.394135","-0.1099585","-0.7017267","0.698577","-0.08648121"
17:41:10:957","-0.6198996","0.9143862","0.4283504","-0.02054561","0.7963708","0.005766535","-0.6044321","-0.506771","1.031806","0.3581691","-0.6035864","0.1947018","-0.2710741","-0.7240812","-0.6167666","1.02625","0.2947195","-0.6685075","0.09306692","0.01407978","-0.737725","-0.7544385","0.6660455","1.34","-0.7015169","0.1018858","-0.08884269","-0.6997145","-0.2731134","0.6644251","-0.3686825","-0.1099296","-0.7017303","0.6985816","-0.08645222"
17:41:10:975","-0.6199005","0.9143846","0.4283461","-0.02055949","0.7963626","0.005807997","-0.6044419","-0.506771","1.031806","0.3581691","-0.6035864","0.1947018","-0.2710741","-0.7240812","-0.6167666","1.02625","0.2947195","-0.6685075","0.09306692","0.01407978","-0.737725","-0.7544061","0.6660537","1.339999","-0.701518","0.1018766","-0.08883357","-0.6997159","-0.2731255","0.6644332","-0.3686959","-0.1099205","-0.7017313","0.698583","-0.08644307"
17:41:10:993","-0.6198992","0.9143873","0.4283438","-0.02057905","0.7963521","0.005798165","-0.6044552","-0.506771","1.031806","0.3581691","-0.6035864","0.1947018","-0.2710741","-0.7240812","-0.6167666","1.02625","0.2947195","-0.6685075","0.09306692","0.01407978","-0.737725","-0.5228955","0.8328291","0.4331846","0.8941661","-0.05112824","-0.4276521","0.1223383","-0.654843","0.826149","0.3549989","0.6624657","-0.002788663","0.7385489","0.1252083"
17:41:11:014","-0.619901","0.914384","0.4283417","-0.02056329","0.7963452","0.005822536","-0.6044647","-0.506771","1.031806","0.3581691","-0.6035864","0.1947018","-0.2710741","-0.7240812","-0.6167666","1.02625","0.2947195","-0.6685075","0.09306692","0.01407978","-0.737725","-0.5228835","0.8328412","0.4331949","0.8941679","-0.05112878","-0.4276484","0.122338","-0.6548304","0.8261602","0.3550093","0.6624625","-0.002789143","0.7385516","0.1252083"
17:41:11:032","-0.6199006","0.9143847","0.4283432","-0.02056215","0.7963492","0.005810762","-0.6044595","-0.506771","1.031806","0.3581691","-0.6035864","0.1947018","-0.2710741","-0.7240812","-0.6167666","1.02625","0.2947195","-0.6685075","0.09306692","0.01407978","-0.737725","-0.5228975","0.8328282","0.4331936","0.8941761","-0.05113104","-0.4276314","0.1223372","-0.6548416","0.826146","0.3550044","0.6624486","-0.002791494","0.7385642","0.1252083"
17:41:11:048","-0.6199019","0.9143822","0.4283436","-0.02055529","0.7963568","0.005835237","-0.6044496","-0.506771","1.031806","0.3581691","-0.6035864","0.1947018","-0.2710741","-0.7240812","-0.6167666","1.02625","0.2947195","-0.6685075","0.09306692","0.01407978","-0.737725","-0.5228869","0.8328381","0.4332059","0.8941783","-0.05113176","-0.4276265","0.1223368","-0.6548303","0.8261561","0.3550147","0.6624446","-0.00279218","0.7385679","0.1252083"
17:41:11:068","-0.6199002","0.9143854","0.4283437","-0.02058033","0.7963589","0.005825089","-0.604446","-0.506771","1.031806","0.3581691","-0.6035864","0.1947018","-0.2710741","-0.7240812","-0.6167666","1.02625","0.2947195","-0.6685075","0.09306692","0.01407978","-0.737725","-0.5228963","0.8328294","0.433199","0.8941753","-0.05113077","-0.4276333","0.1223372","-0.6548407","0.8261478","0.3550096","0.6624501","-0.002791226","0.738563","0.1252082"
