"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
17:52:15:522",""
17:52:15:583","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
17:52:16:237","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876251","-0.409703","-0.5720974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4113234","-0.5755103","0.4900758","-0.4930298","0.5098298","0.506775"
17:52:16:270","-0.06033524","1.213815","0.1882704","0.2312869","-0.02576497","0.0243135","-0.9722404","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.5625116","1.00779","0.2091791","-0.651867","0.2440775","-0.09586056","-0.7115521","0.8838131","-0.409703","-0.6329614","-0.4771671","-0.5128582","0.5218529","-0.4867829","-0.8874135","-0.4113234","-0.5145252","0.5072935","-0.4753373","0.4927008","0.5234059"
17:52:16:290","-0.06023693","1.21378","0.1882793","0.2312397","-0.02601356","0.02441577","-0.9722424","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.5625116","1.00779","0.2091791","-0.651867","0.2440775","-0.09586056","-0.7115521","0.8139228","0.9422954","0.1220822","-0.4770136","-0.5130014","0.5219933","-0.4866321","-0.9572338","0.940675","0.2415607","0.5074384","-0.4751833","0.4925516","0.5235458"
17:52:16:311","-0.0601948","1.213772","0.1882748","0.2311998","-0.02615742","0.02442761","-0.9722478","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.5625116","1.00779","0.2091791","-0.651867","0.2440775","-0.09586056","-0.7115521","0.8139403","0.9422653","0.121802","-0.4769314","-0.513078","0.5220684","-0.4865513","-0.9571786","0.9406449","0.2418379","0.5075159","-0.4751009","0.4924717","0.5236205"
17:52:16:343","-0.06015223","1.21377","0.1882666","0.2311556","-0.02638602","0.02443104","-0.972252","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.5625116","1.00779","0.2091791","-0.651867","0.2440775","-0.09586056","-0.7115521","-0.3747629","0.8082299","0.3751554","-0.9224533","0.06648617","0.366281","-0.1024599","-0.6290451","0.8107411","0.2526723","0.5116472","-0.03527773","0.8464347","0.1432517"
17:52:16:362","-0.06010681","1.213767","0.1882677","0.2311743","-0.0265302","0.02437783","-0.972245","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.5625116","1.00779","0.2091791","-0.651867","0.2440775","-0.09586056","-0.7115521","-0.3747837","0.8082315","0.3750538","-0.922491","0.06649682","0.3661861","-0.1024531","-0.6290593","0.8107474","0.2525533","0.51156","-0.03529239","0.8464874","0.1432481"
17:52:16:404","-0.06008435","1.21376","0.1882693","0.2311599","-0.02655623","0.02430915","-0.9722494","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.5625116","1.00779","0.2091791","-0.651867","0.2440775","-0.09586056","-0.7115521","-0.3747835","0.8082261","0.3749744","-0.9225403","0.06651046","0.366062","-0.1024441","-0.6290435","0.8107443","0.2524304","0.5114464","-0.03531175","0.8465561","0.1432434"
17:52:16:421","-0.06009839","1.213754","0.1882859","0.2311913","-0.02656067","0.02445118","-0.9722383","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.5625116","1.00779","0.2091791","-0.651867","0.2440775","-0.09586056","-0.7115521","-0.3747393","0.8082161","0.3749742","-0.9225281","0.06650706","0.3660928","-0.1024464","-0.6290481","0.810739","0.2524562","0.5114744","-0.03530693","0.8465392","0.1432447"
