"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
18:00:37:931","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
18:00:37:982","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876251","-0.409703","-0.5720974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4113234","-0.5755103","0.4900758","-0.4930298","0.5098298","0.506775"
18:00:38:479","-0.5116699","0.980674","0.4668987","-0.02238783","0.4453296","-0.002429465","0.8950835","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","0.5150731","-0.409703","-1.270384","-0.2178294","-0.6685348","0.6727327","-0.2303093","-0.5577173","-0.4113234","0.1439679","0.6659248","-0.2155204","0.2380019","0.6733872"
18:00:38:509","-0.5116706","0.9806767","0.4668959","-0.02237044","0.4453131","-0.002443857","0.8950921","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.05832869","0.7280697","-0.2661636","-0.2178421","-0.6685305","0.6727286","-0.2303219","-1.131172","0.7264493","1.148148","0.6659204","-0.215533","0.2380144","0.6733831"
18:00:38:527","-0.5116712","0.9806796","0.4668922","-0.02235237","0.445289","-0.002461847","0.8951045","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.05829382","0.7280756","-0.2661433","-0.2178604","-0.6685243","0.6727226","-0.23034","-1.131214","0.7264552","1.14811","0.6659139","-0.2155513","0.2380325","0.6733773"
18:00:38:547","-0.5116701","0.980679","0.4668902","-0.02235019","0.4452757","-0.002453843","0.8951112","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.5368329","0.8308343","0.4333743","0.9225494","-0.06651311","-0.3660389","0.1024425","-0.6927575","0.8152663","0.3259184","-0.6778379","-0.02092537","-0.7278839","-0.1014057"
18:00:38:565","-0.5116676","0.9806758","0.466889","-0.02236081","0.4452673","-0.002425773","0.8951151","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.5368245","0.8308265","0.4333778","0.9225472","-0.06651245","-0.3660443","0.1024429","-0.6927504","0.815259","0.3259237","-0.6778422","-0.02092599","-0.7278799","-0.1014056"
18:00:38:582","-0.5116674","0.9806745","0.4668911","-0.02237407","0.445278","-0.002422339","0.8951095","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.5368184","0.8308207","0.4333786","0.9225393","-0.06651013","-0.3660643","0.1024443","-0.6927489","0.815253","0.3259314","-0.6778579","-0.02092811","-0.7278651","-0.1014051"
18:00:38:600","-0.5116664","0.9806716","0.466893","-0.0223991","0.4452825","-0.002413973","0.8951067","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.5368279","0.8308244","0.4333885","0.9225417","-0.06651087","-0.3660583","0.1024439","-0.692757","0.8152564","0.3259393","-0.6778532","-0.02092744","-0.7278696","-0.1014054"
18:00:38:619","-0.5116653","0.9806708","0.4668919","-0.02239992","0.4452751","-0.002404385","0.8951104","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.5368232","0.8308208","0.4333909","0.922547","-0.0665123","-0.3660451","0.102443","-0.6927491","0.815253","0.325937","-0.6778429","-0.0209261","-0.7278792","-0.1014056"
