"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
17:50:07:110","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
17:50:07:160","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876251","-0.409703","-0.5720974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4113234","-0.5755103","0.4900758","-0.4930298","0.5098298","0.506775"
17:50:07:666","-0.6085547","0.9073719","0.3747466","-0.001825244","0.9714019","0.03612547","-0.2346701","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.7779981","-0.409703","-0.1190034","0.607356","-0.3733614","0.3621292","0.6004852","0.8023878","-0.4113234","-0.9274906","0.3802799","0.6085081","-0.5962281","0.3600239"
17:50:07:704","-0.6085558","0.9073695","0.3747455","-0.001824943","0.9714029","0.03614941","-0.2346622","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-1.351819","0.6524628","0.8974761","0.6073533","-0.373366","0.3621338","0.6004823","0.2285798","0.6508424","0.08901289","0.3802844","0.6085054","-0.5962253","0.3600285"
17:50:07:724","-0.6085558","0.90737","0.374746","-0.001813857","0.9714017","0.03613782","-0.234669","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-1.351817","0.6524571","0.8974792","0.6073556","-0.3733621","0.3621299","0.6004847","0.2285709","0.6508367","0.08899558","0.3802806","0.6085077","-0.5962277","0.3600245"
17:50:07:744","-0.6085529","0.9073745","0.3747472","-0.001841328","0.9714014","0.03610966","-0.2346744","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.5311708","0.8299775","0.4365512","-0.9076503","0.05994795","0.3976863","-0.1200956","-0.6535429","0.8221173","0.3478945","-0.621753","-0.01760477","-0.7747712","-0.1133277"
17:50:07:769","-0.6085538","0.9073731","0.3747467","-0.001833726","0.9714015","0.03611947","-0.2346725","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.5311572","0.8299845","0.4365554","-0.9076533","0.05994889","0.3976794","-0.1200951","-0.6535273","0.8221253","0.347896","-0.6217471","-0.01760376","-0.7747759","-0.1133278"
17:50:07:786","-0.6085516","0.9073727","0.3747443","-0.001851732","0.9713978","0.03613412","-0.2346854","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.5311702","0.8299791","0.4365405","-0.907647","0.05994701","0.3976943","-0.1200962","-0.6535475","0.8221128","0.3478896","-0.6217595","-0.01760566","-0.7747658","-0.1133275"
17:50:07:803","-0.6085506","0.9073763","0.3747466","-0.00186767","0.9714003","0.0361077","-0.234679","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.5311588","0.8299779","0.4365379","-0.9076551","0.05994952","0.3976751","-0.1200948","-0.6535311","0.8221141","0.3478802","-0.6217433","-0.01760335","-0.774779","-0.1133279"
17:50:07:836","-0.6085516","0.9073746","0.3747461","-0.00185411","0.9713998","0.03611572","-0.2346801","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.5311584","0.8299921","0.4365513","-0.9076523","0.05994863","0.3976821","-0.1200953","-0.6535349","0.8221235","0.3478987","-0.6217494","-0.01760423","-0.7747741","-0.1133278"
