"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
14:44:48:633",""
14:44:48:668","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
14:44:49:219","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876251","-0.409703","-0.5720974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4113234","-0.5755103","0.4900758","-0.4930298","0.5098298","0.506775"
14:44:49:248","0.5067573","1.061273","-0.212611","-0.06863231","0.0001473256","-0.006480752","0.9976209","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","0.8875945","-0.409703","-0.5731579","-0.4945033","-0.4961416","0.5054556","-0.5038102","-0.8875868","-0.4113234","-0.5744498","0.4903803","-0.492727","0.5095369","0.5070694"
14:44:49:272","0.5067602","1.061273","-0.2126126","-0.06860981","0.0001470921","-0.006441398","0.9976228","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","1.392579","0.8018507","-0.2672075","-0.4945049","-0.49614","0.505454","-0.5038117","-0.3826024","0.8002303","-0.2685105","0.4903787","-0.4927286","0.5095385","0.5070679"
14:44:49:297","0.5067584","1.061267","-0.2126042","-0.06870291","0.0001818219","-0.006436904","0.9976164","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","1.392591","0.8018531","-0.2672781","-0.4944871","-0.4961578","0.5054715","-0.5037943","-0.3825907","0.8002326","-0.2684558","0.4903967","-0.4927107","0.5095212","0.5070853"
14:44:49:334","0.5067595","1.06127","-0.2126078","-0.06866958","0.0001543559","-0.006445544","0.9976187","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","0.2332919","0.6841421","0.004988641","-0.9369703","0.06919643","0.3269365","-0.102036","-0.1307394","0.694649","0.005814865","0.6693251","0.01485688","0.7335674","0.1168859"
14:44:49:366","0.5067584","1.061272","-0.2126106","-0.06863245","0.0001570043","-0.006458253","0.9976211","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","0.2333071","0.6841555","0.00499028","-0.9369602","0.06919343","0.3269652","-0.1020382","-0.1307215","0.694663","0.005822688","0.6693475","0.01486055","0.7335469","0.1168854"
14:44:49:385","0.5067582","1.061274","-0.2126125","-0.0686295","0.0001087039","-0.006501582","0.997621","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","0.233279","0.6841599","0.004952684","-0.9369764","0.06919836","0.3269193","-0.1020347","-0.1307496","0.6946671","0.005751878","0.6693117","0.0148549","0.7335797","0.116886"
14:44:49:402","0.5067619","1.061272","-0.2126122","-0.06862492","0.000125699","-0.006436365","0.9976218","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","0.2333067","0.6841594","0.004997805","-0.9369574","0.06919234","0.3269739","-0.1020388","-0.1307163","0.694665","0.005816251","0.6693544","0.01486158","0.733541","0.1168853"
