"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
14:14:09:721","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
14:14:09:754","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876251","-0.409703","-0.5720974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4113234","-0.5755103","0.4900758","-0.4930298","0.5098298","0.506775"
14:14:10:299","-0.624912","0.9864922","0.4804578","0.06644684","-0.3453963","-0.0102365","-0.9360456","-0.2408294","1.005017","0.3220447","-0.4938419","0.4062604","-0.4319148","-0.6360206","-0.6420252","1.026573","0.3219751","0.6685176","-0.01907374","-0.09807387","0.7369545","0.65755","-0.409703","-1.143824","-0.2887598","-0.6399612","0.645474","-0.3007172","-0.6923186","-0.4113234","0.009052992","0.6365408","-0.2865343","0.3080853","0.6463725"
14:14:10:334","-0.6249108","0.9864917","0.4804566","0.06643854","-0.3453945","-0.01025366","-0.9360467","-0.2408305","1.005017","0.3220453","-0.4938384","0.4062644","-0.4319217","-0.6360161","-0.6420307","1.026572","0.3219793","0.6685403","-0.01907006","-0.09803678","0.736939","-0.0105198","0.7274469","-0.1283156","-0.2887619","-0.6399603","0.6454731","-0.3007193","-1.360396","0.7258265","1.024553","0.6365398","-0.2865365","0.3080873","0.6463716"
14:14:10:359","-0.6249101","0.9864898","0.4804582","0.06645251","-0.3454017","-0.01026462","-0.9360429","-0.24083","1.005018","0.3220424","-0.4938343","0.406256","-0.4319223","-0.6360242","-0.6420306","1.026572","0.3219811","0.6685513","-0.01907827","-0.09802558","0.7369303","-0.01052451","0.7274467","-0.1283314","-0.2887568","-0.6399627","0.6454754","-0.3007142","-1.360382","0.7258263","1.024558","0.6365423","-0.2865313","0.3080823","0.6463739"
14:14:10:385","-0.6249115","0.9864901","0.48046","0.06645985","-0.3454101","-0.01025036","-0.9360394","-0.2408315","1.005017","0.3220475","-0.4938528","0.4062616","-0.4319165","-0.6360102","-0.6420273","1.026573","0.3219825","0.66856","-0.01909457","-0.09802589","0.7369219","-0.299637","0.8071682","0.3732797","-0.9803402","0.09309572","0.1436486","-0.09814195","-0.6712631","0.826134","0.3859499","-0.7411616","0.004139688","-0.659055","-0.127707"
14:14:10:492","-0.6249078","0.9864885","0.4804562","0.0664781","-0.3453592","-0.01024799","-0.936057","-0.2408392","1.005018","0.3220551","-0.4938826","0.4062636","-0.4319278","-0.6359782","-0.6420317","1.026572","0.321985","0.668587","-0.01911143","-0.09796971","0.7369044","-0.2996327","0.8071686","0.3733232","-0.9803519","0.09309147","0.1435895","-0.09811419","-0.6712649","0.826139","0.3859468","-0.7411128","0.004164957","-0.6591097","-0.1277067"
14:14:10:515","-0.6249052","0.9864868","0.4804544","0.06647889","-0.3453463","-0.01027072","-0.9360614","-0.2408403","1.005018","0.3220552","-0.4938825","0.4062632","-0.4319322","-0.6359755","-0.6420313","1.026573","0.3219866","0.6685924","-0.01911283","-0.09797012","0.7368994","-0.2996196","0.8071585","0.3732798","-0.9803535","0.09305251","0.1436198","-0.09809136","-0.671255","0.8261285","0.385925","-0.7411069","0.004164498","-0.6591242","-0.1276661"
14:14:10:536","-0.6249071","0.9864894","0.4804538","0.06644805","-0.345365","-0.01027354","-0.9360567","-0.2408406","1.005018","0.3220565","-0.4938887","0.4062635","-0.4319295","-0.6359723","-0.6420345","1.026572","0.3219871","0.6685998","-0.01911203","-0.09794746","0.7368957","-0.2996264","0.8071594","0.3732544","-0.9803495","0.09304558","0.1436488","-0.09809545","-0.6712617","0.826129","0.3859229","-0.7411287","0.00416638","-0.6591006","-0.1276621"
14:14:10:557","-0.6249101","0.9864908","0.4804567","0.06644338","-0.3453931","-0.0102606","-0.9360468","-0.2408411","1.005018","0.3220575","-0.4938896","0.4062666","-0.4319308","-0.6359688","-0.6420383","1.026572","0.3219928","0.6686167","-0.01909569","-0.0979395","0.736882","-0.2996442","0.8071672","0.3732422","-0.980348","0.09304115","0.143664","-0.09809056","-0.6712782","0.826135","0.3859175","-0.741128","0.004159197","-0.6591048","-0.1276454"
14:14:10:578","-0.6249104","0.9864924","0.4804549","0.06642092","-0.3453943","-0.0102658","-0.9360479","-0.2408385","1.005017","0.322058","-0.4938892","0.4062708","-0.4319209","-0.6359732","-0.6420373","1.026572","0.3219944","0.6686212","-0.0190969","-0.09794451","0.7368771","-0.2996424","0.8071634","0.3732768","-0.9803536","0.09304296","0.1436303","-0.0980845","-0.6712736","0.8261276","0.3859267","-0.7411135","0.00416594","-0.659126","-0.1276175"
14:14:10:599","-0.6249105","0.9864938","0.4804531","0.06640336","-0.3453902","-0.01026694","-0.9360507","-0.2408411","1.005018","0.3220566","-0.4938902","0.4062624","-0.4319305","-0.6359712","-0.6420327","1.026574","0.3219953","0.668631","-0.01912168","-0.0979429","0.7368678","-0.2996339","0.8071643","0.3732666","-0.980353","0.09305285","0.1436302","-0.09807959","-0.6712649","0.826129","0.3859122","-0.7411122","0.004174348","-0.6591277","-0.1276159"
14:14:10:620","-0.6249114","0.9864963","0.4804509","0.06637703","-0.3453889","-0.01026438","-0.9360531","-0.2408387","1.005018","0.3220549","-0.4938987","0.4062506","-0.4319157","-0.6359822","-0.6420339","1.026574","0.3219968","0.668641","-0.01912585","-0.0979277","0.7368606","-0.2996324","0.8071644","0.3732666","-0.9803532","0.093042","0.1436315","-0.09808725","-0.6712695","0.8261297","0.3859085","-0.7411019","0.004195802","-0.6591387","-0.1276182"
14:14:10:641","-0.6249118","0.986497","0.4804507","0.06636315","-0.3453989","-0.01027241","-0.9360502","-0.2408385","1.005018","0.3220543","-0.4938981","0.4062484","-0.4319156","-0.6359842","-0.6420407","1.026572","0.3220017","0.6686588","-0.01910666","-0.09790296","0.7368484","-0.2996347","0.8071666","0.3732561","-0.9803477","0.09304328","0.1436666","-0.09808884","-0.6712744","0.8261297","0.3859027","-0.741102","0.004197665","-0.6591412","-0.1276046"
