"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
12:46:18:255","-0.65","0","1.59","0","1","0","0","-0.7058","-0.0157","1.6987","0","1","0","0","-0.5942","-0.0157","1.6987","0","1","0","0","-0.8876261","1.385232","-0.4749571","0.5051601","-0.5041065","0.4948052","0.4958405","0.8875526","1.383611","-0.4715442","0.5098298","0.506775","-0.4900758","0.4930298"
12:46:18:311","-0.65","0","1.59","0","1","0","0","-0.7058","-0.0157","1.6987","0","1","0","0","-0.5942","-0.0157","1.6987","0","1","0","0","-1.537627","-0.249703","1.727988","0.5051601","-0.5041065","0.4948052","0.4958405","0.2375516","-0.2513235","1.731401","0.5098298","0.506775","-0.4900758","0.4930298"
12:46:18:636","-0.07258511","1.063484","0.7309713","0.03108958","0.3392565","0.01417452","-0.9400732","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","0.04915994","-0.249703","2.250377","-0.6368747","-0.2953383","0.3072614","-0.6424613","-1.314949","-0.2513235","1.114385","0.2879735","-0.6357527","0.6458886","0.309383"
12:46:18:666","-0.07258654","1.063479","0.7309743","0.03113184","0.3392664","0.01419619","-0.9400678","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","0.6713138","0.8086386","1.256282","-0.636878","-0.2953313","0.3072544","-0.6424645","-0.6927702","0.8070182","0.12026","0.2879664","-0.6357561","0.6458918","0.3093761"
12:46:18:683","-0.07258445","1.063479","0.730975","0.03112975","0.3392831","0.01419497","-0.9400619","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","0.6712847","0.8086269","1.25632","-0.6368835","-0.2953199","0.3072432","-0.6424697","-0.692759","0.8070065","0.1202495","0.287955","-0.6357616","0.6458969","0.3093648"
12:46:18:701","-0.07258552","1.06348","0.7309742","0.03112555","0.3392657","0.01418218","-0.9400685","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","-0.3108832","0.9133987","0.8079612","-0.9681627","0.1133724","-0.2144586","-0.061771","-0.4334017","0.9596915","0.8374178","0.7427801","0.01292906","0.6544745","0.1406194"
12:46:18:717","-0.07258642","1.063481","0.7309728","0.03111387","0.3392601","0.01419092","-0.9400708","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","-0.310885","0.9133968","0.8079494","-0.9681603","0.1133731","-0.21447","-0.06176969","-0.4334112","0.9596952","0.8374054","0.7427724","0.01292745","0.6544833","0.1406195"
12:46:18:733","-0.07259119","1.063479","0.7309725","0.03113302","0.3392282","0.01419885","-0.9400816","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","-0.3108825","0.9133976","0.8079607","-0.968166","0.1133716","-0.2144436","-0.0617728","-0.4334083","0.9596969","0.8374253","0.7427903","0.01293115","0.6544631","0.1406193"
12:46:18:749","-0.0725916","1.063477","0.7309732","0.03114414","0.3392254","0.01419583","-0.9400823","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","-0.3108971","0.9133897","0.8079468","-0.9681595","0.1133733","-0.2144738","-0.06176936","-0.4334315","0.9596963","0.8374107","0.7427698","0.01292697","0.6544862","0.1406196"
12:46:18:766","-0.0725916","1.063477","0.7309732","0.03114414","0.3392254","0.01419583","-0.9400823","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","-0.3108921","0.913395","0.8079485","-0.9681588","0.1133736","-0.2144763","-0.06176893","-0.4334231","0.9597019","0.8374133","0.7427682","0.01292644","0.6544882","0.1406195"
12:46:18:782","-0.07259333","1.063477","0.7309726","0.03114751","0.339206","0.01418727","-0.9400893","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","-0.3108869","0.9133967","0.8079568","-0.9681633","0.1133724","-0.2144566","-0.06177127","-0.4334173","0.9597046","0.8374264","0.7427815","0.01292945","0.6544731","0.1406194"
12:46:18:797","-0.07259244","1.063481","0.7309703","0.03111427","0.3392036","0.01418288","-0.9400913","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","-0.3108902","0.913395","0.8079451","-0.9681597","0.1133735","-0.2144734","-0.06176931","-0.4334269","0.9597081","0.837414","0.7427701","0.01292698","0.654486","0.1406195"
