"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
18:06:55:686",""
18:06:55:719","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
18:06:56:140","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876251","-0.409703","-0.5720974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4113234","-0.5755103","0.4900758","-0.4930298","0.5098298","0.506775"
18:06:56:170","-0.3887566","1.031588","0.5220681","0.0174871","0.9337638","0.06329892","-0.3518133","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.6499478","-0.409703","0.05798799","0.6472881","-0.296662","0.28467","0.6418511","0.6852242","-0.4113234","-1.111878","0.3040516","0.6481725","-0.6384774","0.2824389"
18:06:56:188","-0.3887543","1.031589","0.5220661","0.01748618","0.933754","0.06328689","-0.3518415","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.9963195","0.7725648","1.205882","0.6472966","-0.296643","0.2846507","0.6418599","0.3387831","0.7709444","0.03593653","0.3040326","0.6481809","-0.6384865","0.2824196"
18:06:56:206","-0.3887545","1.031591","0.5220692","0.01748121","0.9337617","0.06326788","-0.3518247","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.9963351","0.7725675","1.205856","0.6472912","-0.296655","0.2846629","0.6418544","0.3388113","0.7709471","0.03596038","0.3040446","0.6481756","-0.6384807","0.2824318"
18:06:56:227","-0.3887545","1.031591","0.5220692","0.01748121","0.9337617","0.06326788","-0.3518247","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.5436617","0.8311408","0.4344642","-0.9369612","0.06919367","0.326962","-0.1020379","-0.5991151","0.7703284","0.3756522","-0.6693451","-0.01485996","-0.7335494","-0.1168856"
18:06:56:244","-0.3887524","1.031594","0.5220706","0.01746707","0.9337622","0.06324092","-0.351829","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.5436642","0.8311365","0.4344566","-0.93696","0.06919338","0.3269657","-0.1020382","-0.5991157","0.7703239","0.3756479","-0.669348","-0.01486051","-0.7335465","-0.1168854"
18:06:56:263","-0.3887539","1.031593","0.5220705","0.01747482","0.933764","0.06325427","-0.3518214","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.5436515","0.8311436","0.4344586","-0.9369638","0.0691945","0.3269545","-0.1020375","-0.5991027","0.7703313","0.3756483","-0.6693394","-0.01485908","-0.7335542","-0.1168856"
18:06:56:286","-0.3887512","1.031594","0.522068","0.01745714","0.9337568","0.06325419","-0.3518414","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.5436758","0.8311327","0.4344619","-0.9369538","0.0691914","0.326983","-0.1020395","-0.5991224","0.7703191","0.3756594","-0.6693616","-0.01486257","-0.7335342","-0.1168852"
