"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
17:56:12:168",""
17:56:12:225","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
17:56:12:682","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876251","-0.409703","-0.5720974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4113234","-0.5755103","0.4900758","-0.4930298","0.5098298","0.506775"
17:56:12:718","-0.5117222","0.9807621","0.4668851","-0.02172142","0.4454858","-0.002801347","0.8950211","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","0.5148429","-0.409703","-1.270548","-0.2177224","-0.6685715","0.6727673","-0.2302029","-0.5574972","-0.4113234","0.1441453","0.6659627","-0.2154132","0.2378959","0.6734214"
17:56:12:744","-0.5117241","0.9807631","0.4668884","-0.02171748","0.4455124","-0.00280862","0.8950079","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.05886316","0.7282728","-0.2664858","-0.2177024","-0.6685783","0.6727738","-0.2301831","-1.131119","0.7266524","1.148271","0.6659698","-0.2153932","0.2378761","0.6734278"
17:56:12:765","-0.5117244","0.9807631","0.4668894","-0.02171829","0.4455201","-0.00280873","0.895004","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.05888224","0.7282749","-0.2664876","-0.2176967","-0.6685802","0.6727756","-0.2301774","-1.131114","0.7266545","1.148288","0.6659718","-0.2153875","0.2378704","0.6734297"
17:56:12:790","-0.5117252","0.980765","0.4668882","-0.02170502","0.445515","-0.002818306","0.8950069","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.5368282","0.830826","0.4333829","0.9225459","-0.06651186","-0.3660474","0.102443","-0.6927567","0.8152592","0.325933","-0.6778446","-0.02092635","-0.7278776","-0.1014056"
17:56:12:810","-0.5117259","0.9807673","0.4668861","-0.0216784","0.4455128","-0.00281812","0.8950086","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.5368314","0.8308307","0.4333763","0.9225452","-0.06651177","-0.3660499","0.1024435","-0.6927606","0.8152639","0.3259273","-0.6778467","-0.02092661","-0.7278758","-0.1014055"
17:56:12:833","-0.511725","0.9807652","0.4668875","-0.02169168","0.4455192","-0.002806622","0.8950052","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.5368314","0.830832","0.4333706","0.922541","-0.06651059","-0.3660599","0.102444","-0.6927629","0.8152652","0.3259252","-0.6778545","-0.02092771","-0.7278684","-0.1014053"
17:56:12:861","-0.511724","0.9807621","0.4668899","-0.02170896","0.4455341","-0.002787744","0.8949974","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.5368237","0.8308218","0.4333828","0.9225376","-0.06650969","-0.3660685","0.1024448","-0.6927571","0.8152548","0.3259404","-0.6778612","-0.02092863","-0.727862","-0.1014051"
17:56:12:897","-0.5117241","0.9807625","0.4668897","-0.02170518","0.4455349","-0.002787116","0.8949971","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.5368215","0.8308195","0.4333865","0.9225436","-0.06651135","-0.3660537","0.1024437","-0.6927516","0.8152524","0.3259387","-0.6778495","-0.02092697","-0.7278731","-0.1014053"
17:56:12:917","-0.5117236","0.9807636","0.4668866","-0.02168019","0.4455265","-0.002773834","0.8950019","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.5368274","0.8308272","0.4333798","0.9225476","-0.06651253","-0.3660432","0.1024429","-0.692755","0.8152602","0.3259284","-0.6778414","-0.02092589","-0.7278805","-0.1014056"
17:56:12:935","-0.5117228","0.9807613","0.4668882","-0.02169135","0.4455372","-0.002758112","0.8949963","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.5368266","0.8308296","0.4333673","0.9225393","-0.0665101","-0.3660641","0.1024442","-0.692759","0.8152628","0.3259232","-0.677858","-0.02092815","-0.7278652","-0.1014052"
17:56:12:955","-0.511721","0.98076","0.4668856","-0.02169779","0.4455151","-0.002749048","0.8950072","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.5368216","0.8308215","0.4333859","0.9225527","-0.06651407","-0.3660302","0.102442","-0.6927462","0.8152546","0.3259304","-0.6778312","-0.02092443","-0.7278902","-0.1014059"
17:56:12:972","-0.5117202","0.9807601","0.4668833","-0.02170172","0.4454927","-0.002755671","0.8950183","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6702179","1.017311","0.2645088","-0.6708439","0.05585265","0.004758699","-0.739477","-0.5368194","0.8308234","0.4333767","0.9225531","-0.06651405","-0.3660299","0.1024419","-0.6927438","0.8152566","0.3259209","-0.6778308","-0.02092432","-0.7278905","-0.101406"
