"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
17:42:46:688",""
17:42:46:768","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
17:42:47:456","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876251","-0.409703","-0.5720974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4113234","-0.5755103","0.4900758","-0.4930298","0.5098298","0.506775"
17:42:47:506","-0.002964669","1.230844","0.11716","0.1039908","0.03709529","0.004041621","-0.993878","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","0.8870237","-0.409703","-0.505891","-0.513294","-0.4767023","0.4863622","-0.5222414","-0.8829661","-0.4113234","-0.6415625","0.4707283","-0.51158","0.5277458","0.4880421"
17:42:47:541","-0.00330244","1.230798","0.1172739","0.1038871","0.03878451","0.004761771","-0.9938212","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","0.8877034","0.9673959","0.142964","-0.5140916","-0.4758445","0.4855191","-0.5230231","-0.8818315","0.9657755","0.00148315","0.4698615","-0.5123804","0.5285177","0.4872019"
17:42:47:575","-0.003461014","1.230719","0.1173233","0.1035739","0.03980716","0.00542732","-0.9938101","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","0.8873044","0.9673586","0.1447737","-0.5145611","-0.4753382","0.4850214","-0.5234833","-0.8819534","0.9657382","-0.0001312122","0.4693499","-0.5128515","0.5289721","0.4867059"
17:42:47:615","-0.003511532","1.230612","0.1173725","0.1030594","0.04062112","0.00586186","-0.9938281","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.2810893","0.811089","0.327506","-0.907962","0.06004205","0.3969746","-0.1200486","-0.6364651","0.8199422","0.336537","0.6211452","0.01751592","0.7752584","0.1133415"
17:42:47:642","-0.003549314","1.23053","0.117363","0.1026232","0.04090975","0.005860541","-0.9938614","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.2809082","0.8110782","0.3278734","-0.9077681","0.05998358","0.3974174","-0.1200779","-0.6360216","0.8199269","0.3370474","0.6215232","0.01757116","0.7749553","0.113333"
17:42:47:670","-0.003573339","1.2304","0.1172665","0.1018769","0.04115863","0.005315843","-0.993931","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.2808847","0.8110784","0.3278426","-0.9077737","0.05998521","0.3974049","-0.120077","-0.6358902","0.8199332","0.3369403","0.6215125","0.01756963","0.774964","0.1133331"
17:42:47:714","-0.003720529","1.230289","0.1171892","0.1012984","0.04141949","0.004901658","-0.9939814","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.2806921","0.8110502","0.3276575","-0.9077732","0.05998507","0.3974056","-0.1200771","-0.6355888","0.8199016","0.3366803","0.6215132","0.01756977","0.7749635","0.1133331"
