"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
12:46:11:041","-0.65","0","1.59","0","1","0","0","-0.7058","-0.0157","1.6987","0","1","0","0","-0.5942","-0.0157","1.6987","0","1","0","0","-0.8876261","1.385232","-0.4749571","0.5051601","-0.5041065","0.4948052","0.4958405","0.8875526","1.383611","-0.4715442","0.5098298","0.506775","-0.4900758","0.4930298"
12:46:11:099","-0.65","0","1.59","0","1","0","0","-0.7058","-0.0157","1.6987","0","1","0","0","-0.5942","-0.0157","1.6987","0","1","0","0","-1.537627","-0.249703","1.727988","0.5051601","-0.5041065","0.4948052","0.4958405","0.2375516","-0.2513235","1.731401","0.5098298","0.506775","-0.4900758","0.4930298"
12:46:12:686","-0.07256913","1.063503","0.7309645","0.03092293","0.3393823","0.01421864","-0.9400326","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","0.04901826","-0.249703","2.250558","-0.6369144","-0.2952552","0.307179","-0.6424995","-1.314796","-0.2513235","1.114213","0.2878899","-0.6357927","0.6459259","0.3093007"
12:46:12:734","-0.07256812","1.0635","0.7309669","0.0309451","0.3393994","0.01422367","-0.9400256","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","0.6711995","0.8086777","1.256433","-0.6369201","-0.2952433","0.3071671","-0.6425049","-0.6925731","0.8070573","0.1200377","0.2878779","-0.6357985","0.6459312","0.3092889"
12:46:12:759","-0.07257366","1.063496","0.7309675","0.03098054","0.3393657","0.01423424","-0.9400365","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","0.6712382","0.8086718","1.256393","-0.6369092","-0.2952661","0.3071898","-0.6424945","-0.6926151","0.8070514","0.1200942","0.2879009","-0.6357875","0.645921","0.3093115"
12:46:12:776","-0.07257271","1.063495","0.7309685","0.03098871","0.3393735","0.01423047","-0.9400334","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","-0.3109059","0.9133961","0.8079473","-0.9681569","0.1133741","-0.2144846","-0.06176802","-0.433409","0.9596572","0.8373833","0.7427624","0.01292532","0.6544946","0.1406197"
12:46:12:845","-0.07257009","1.063499","0.7309667","0.0309537","0.3393823","0.0142199","-0.9400315","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","-0.3108959","0.9134065","0.8079477","-0.9681567","0.1133742","-0.214485","-0.06176792","-0.4333927","0.9596659","0.8373827","0.7427623","0.01292516","0.6544949","0.1406197"
12:46:12:863","-0.0725708","1.063498","0.730967","0.03096209","0.3393714","0.01420918","-0.9400354","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","-0.3108834","0.9134167","0.8079469","-0.9681612","0.1133728","-0.2144655","-0.06177026","-0.433378","0.9596751","0.8373849","0.7427756","0.01292807","0.6544799","0.1406195"
12:46:12:882","-0.07256806","1.063504","0.7309642","0.03091393","0.339379","0.01420058","-0.9400343","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","-0.3108928","0.9134051","0.8079454","-0.968157","0.113374","-0.2144835","-0.06176816","-0.4333929","0.9596646","0.8373807","0.7427633","0.01292549","0.6544937","0.1406197"
12:46:12:898","-0.07256997","1.0635","0.7309664","0.03094876","0.3393849","0.01422531","-0.9400307","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","-0.3108824","0.9134192","0.8079312","-0.9681575","0.113374","-0.2144823","-0.06176836","-0.4333811","0.9596772","0.8373652","0.7427641","0.01292576","0.6544929","0.1406197"
12:46:12:916","-0.07257187","1.063504","0.7309628","0.03091526","0.3393604","0.01422398","-0.9400406","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","-0.3108954","0.9133985","0.8079713","-0.9681644","0.1133718","-0.2144504","-0.06177203","-0.433391","0.9596515","0.8374128","0.7427855","0.01293031","0.6544684","0.1406191"
12:46:12:934","-0.07256931","1.063504","0.7309635","0.03091178","0.3393776","0.01421709","-0.9400347","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","-0.3108955","0.9134148","0.8079215","-0.9681547","0.1133748","-0.2144941","-0.06176686","-0.4333993","0.9596771","0.8373567","0.7427559","0.01292392","0.6545019","0.1406197"
12:46:12:954","-0.07256967","1.063503","0.7309639","0.0309186","0.3393686","0.0142045","-0.9400379","-0.3000823","1.162645","0.8096805","0.3109805","-0.6002488","0.5853768","0.4475784","-0.4095097","1.161418","0.7672726","-0.6526266","0.01378375","0.09945428","-0.7509977","-0.310888","0.9134134","0.8079532","-0.9681606","0.1133729","-0.2144675","-0.06177002","-0.4333812","0.9596667","0.8373938","0.742774","0.01292785","0.6544813","0.1406194"
