"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
15:52:20:758",""
15:52:20:789","0","0","0","0","0","0","1","0.0558","-0.0157","-0.1087","0","0","0","1","-0.0558","-0.0157","-0.1087","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
15:52:21:315","0","0","0","0","0","0","1","0.0558","-0.0157","-0.1087","0","0","0","1","-0.0558","-0.0157","-0.1087","0","0","0","1","0.8876251","-0.249703","-0.07209741","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.2513235","-0.0755103","0.4900758","-0.4930298","0.5098298","0.506775"
15:52:21:350","-0.5459778","1.061986","0.8225958","0.02227553","0.8758478","0.04501432","-0.4799668","-0.2395706","1.164278","0.8035145","-0.4244866","0.4953428","-0.5029799","-0.5669725","-0.3578225","1.185826","0.9668632","-0.6284801","-0.1083876","0.1608735","-0.7532493","-0.4563621","-0.249703","0.7146816","0.6808128","-0.2037192","0.1910832","0.6771113","0.5014198","-0.2513235","-0.7799505","0.2115089","0.6813756","-0.6748072","0.1887501"
15:52:21:369","-0.5459751","1.06199","0.8225959","0.02224738","0.8758482","0.04499655","-0.4799691","-0.2395706","1.164278","0.8035145","-0.4244866","0.4953428","-0.5029799","-0.5669725","-0.3578225","1.185826","0.9668632","-0.6284801","-0.1083876","0.1608735","-0.7532493","-0.9459257","0.8049204","1.652626","0.6808133","-0.2037174","0.1910814","0.6771118","0.01184815","0.8033","0.157989","0.2115071","0.6813761","-0.6748078","0.1887483"
15:52:21:397","-0.5459755","1.061991","0.8226009","0.02225494","0.8758622","0.04497137","-0.4799456","-0.2395706","1.164278","0.8035145","-0.4244866","0.4953428","-0.5029799","-0.5669725","-0.3578225","1.185826","0.9668632","-0.6284801","-0.1083876","0.1608735","-0.7532493","-0.9459572","0.8049279","1.6526","0.6808079","-0.2037367","0.1911008","0.677106","0.01190186","0.8033075","0.1580176","0.2115263","0.6813707","-0.6748018","0.1887677"
15:52:21:417","-0.5459765","1.06199","0.8226025","0.02227096","0.8758647","0.04496488","-0.4799408","-0.2395706","1.164278","0.8035145","-0.4244866","0.4953428","-0.5029799","-0.5669725","-0.3578225","1.185826","0.9668632","-0.6284801","-0.1083876","0.1608735","-0.7532493","-0.3407086","0.9301497","0.8629097","-0.9910196","0.1040051","-0.005118221","-0.08388904","-0.3509893","0.988353","1.044835","0.8221159","0.06088649","0.5530781","0.1205115"
15:52:21:448","-0.5459758","1.061991","0.8226007","0.02225297","0.8758638","0.04498006","-0.4799418","-0.2395706","1.164278","0.8035145","-0.4244866","0.4953428","-0.5029799","-0.5669725","-0.3578225","1.185826","0.9668632","-0.6284801","-0.1083876","0.1608735","-0.7532493","-0.3407164","0.9301414","0.862902","-0.9910195","0.1040042","-0.005109459","-0.08388987","-0.3509901","0.9883482","1.044823","0.822121","0.06088753","0.5530709","0.120511"
15:52:21:473","-0.545974","1.061994","0.8226037","0.02225105","0.8758661","0.04493661","-0.4799419","-0.2395706","1.164278","0.8035145","-0.4244866","0.4953428","-0.5029799","-0.5669725","-0.3578225","1.185826","0.9668632","-0.6284801","-0.1083876","0.1608735","-0.7532493","-0.3407118","0.9301386","0.862893","-0.9910196","0.1040046","-0.005114049","-0.08388925","-0.3509839","0.9883492","1.04481","0.8221182","0.06088712","0.5530746","0.1205113"
15:52:21:495","-0.5459747","1.061995","0.8226084","0.02226719","0.8758767","0.04490925","-0.4799244","-0.2395706","1.164278","0.8035145","-0.4244866","0.4953428","-0.5029799","-0.5669725","-0.3578225","1.185826","0.9668632","-0.6284801","-0.1083876","0.1608735","-0.7532493","-0.3407028","0.9301505","0.8629167","-0.9910194","0.1040063","-0.005133808","-0.08388719","-0.3509851","0.9883581","1.044837","0.8221073","0.06088462","0.5530909","0.1205125"
