"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
15:31:40:189","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
15:31:40:229","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
15:31:40:954","-0.6055818","0.9308498","0.2974492","-0.02044328","0.6978338","-0.01451899","-0.7158208","-0.2848942","1.018377","0.4405405","-0.5401731","0.2909422","-0.327482","-0.7185549","-0.5942082","1.016012","0.4329365","-0.7188827","0.1920225","-0.2238276","-0.6294729","0.04744755","-0.399703","0.3996561","-0.7069334","-0.003083348","0.01624945","-0.7070867","0.006034156","-0.4013234","-1.375043","-0.005039573","-0.7067897","0.7071601","0.01864514"
15:31:41:000","-0.6055785","0.9308577","0.2974463","-0.02048847","0.6978132","-0.01456962","-0.7158385","-0.2848987","1.01838","0.4405289","-0.5401405","0.2909152","-0.3275128","-0.7185764","-0.5942112","1.016011","0.432936","-0.7188872","0.1920303","-0.2238664","-0.6294518","-0.4717987","0.6852728","1.213915","-0.706933","-0.003102452","0.01626858","-0.7070867","-0.5133079","0.6836524","-0.5607821","-0.005020469","-0.7067893","0.7071602","0.01866424"
15:31:41:041","-0.6055776","0.9308586","0.2974476","-0.02050098","0.6978276","-0.01456121","-0.7158242","-0.2848935","1.018377","0.4405377","-0.540166","0.2909374","-0.3274811","-0.7185626","-0.5942118","1.016011","0.4329369","-0.7188925","0.1920406","-0.2238848","-0.629436","-0.4718151","0.6852922","1.21391","-0.7069333","-0.003087819","0.01625392","-0.7070867","-0.513251","0.6836718","-0.5607883","-0.005035102","-0.7067896","0.7071601","0.01864961"
15:31:41:078","-0.6055822","0.9308507","0.297446","-0.0204488","0.6978138","-0.01452553","-0.7158399","-0.2848954","1.018378","0.4405279","-0.5401306","0.2909233","-0.3275054","-0.7185839","-0.5942134","1.01601","0.4329386","-0.7188998","0.1920431","-0.2238978","-0.6294222","-0.3306827","0.8258724","0.5181641","0.9341621","-0.1025066","-0.3170775","0.1276558","-0.6021658","0.8040843","0.4446999","-0.4674467","0.02206143","-0.883505","0.02063285"
15:31:41:100","-0.6055805","0.9308552","0.297444","-0.02049281","0.6978157","-0.01451903","-0.715837","-0.2848999","1.018381","0.4405182","-0.5400959","0.290906","-0.3275412","-0.7186006","-0.594217","1.016009","0.4329374","-0.7189017","0.19204","-0.2239257","-0.629411","-0.3307148","0.8258606","0.5181789","0.9341675","-0.1025192","-0.3170395","0.1277","-0.6021913","0.8040634","0.4446885","-0.4674134","0.02206673","-0.8835224","0.02064904"
15:31:41:125","-0.6055819","0.9308519","0.2974451","-0.02047069","0.6978204","-0.01450462","-0.7158333","-0.2848937","1.018377","0.440528","-0.5401174","0.2909376","-0.3275103","-0.7185857","-0.5942171","1.016008","0.4329355","-0.7188978","0.1920454","-0.2239399","-0.6294088","-0.3306855","0.8258972","0.5181791","0.9341676","-0.1025187","-0.3170182","0.1277516","-0.6021574","0.8040893","0.4446771","-0.4673952","0.02205842","-0.8835315","0.020671"
15:31:41:151","-0.6055816","0.9308513","0.2974471","-0.02046317","0.69783","-0.014508","-0.7158241","-0.2848871","1.018374","0.4405384","-0.5401345","0.2909756","-0.3274826","-0.7185701","-0.5942147","1.016009","0.4329371","-0.7189023","0.1920667","-0.2239511","-0.6293931","-0.3307097","0.8258727","0.5181891","0.9341737","-0.1025328","-0.3170163","0.1277017","-0.6021737","0.8040717","0.4446889","-0.4673756","0.02205365","-0.883542","0.02067468"
15:31:41:181","-0.6055843","0.9308479","0.2974445","-0.02045131","0.6978214","-0.01447182","-0.7158336","-0.2848949","1.018378","0.4405257","-0.5401058","0.2909356","-0.3275224","-0.7185898","-0.5942144","1.01601","0.4329401","-0.7189132","0.1920829","-0.2239674","-0.62937","-0.3306994","0.8258718","0.5181756","0.9341712","-0.1025461","-0.3170377","0.1276549","-0.60216","0.8040794","0.4446898","-0.467377","0.02207037","-0.8835407","0.02067902"
15:31:41:206","-0.6055828","0.9308499","0.2974457","-0.02045321","0.6978199","-0.01450242","-0.7158343","-0.2848929","1.018377","0.4405248","-0.5400951","0.2909437","-0.3275218","-0.7185948","-0.5942163","1.01601","0.4329401","-0.7189172","0.1920888","-0.2239926","-0.6293547","-0.330708","0.8258736","0.5181732","0.93417","-0.1025318","-0.3170208","0.1277177","-0.6021711","0.8040714","0.4446653","-0.4673464","0.02208801","-0.8835561","0.02069628"
15:31:41:234","-0.6055833","0.9308493","0.2974452","-0.02044664","0.6978149","-0.01450419","-0.7158393","-0.2848862","1.018373","0.4405315","-0.5401081","0.2909701","-0.3274909","-0.7185884","-0.5942192","1.016009","0.4329432","-0.7189295","0.1920876","-0.2240066","-0.629336","-0.3306901","0.8258901","0.5181878","0.9341688","-0.1025434","-0.3170193","0.1277214","-0.6021472","0.8040856","0.4446768","-0.4673303","0.02208911","-0.8835643","0.02071529"
15:31:41:258","-0.6055809","0.9308541","0.2974446","-0.02048357","0.6978171","-0.0145172","-0.7158359","-0.2848868","1.018374","0.4405281","-0.5400932","0.2909676","-0.327502","-0.7185956","-0.594222","1.016008","0.432943","-0.7189329","0.1920854","-0.2240259","-0.6293259","-0.3307083","0.8258772","0.5181811","0.9341732","-0.1025638","-0.3170152","0.1276821","-0.6021548","0.8040774","0.4446638","-0.4673105","0.02209718","-0.8835739","0.02073858"
