"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
12:52:21:758",""
12:52:21:805","-0.65","0","1.59","0","0","0","1","-0.5942","-0.0157","1.4813","0","0","0","1","-0.7058","-0.0157","1.4813","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
12:52:22:594","-0.65","0","1.59","0","0","0","1","-0.5942","-0.0157","1.4813","0","0","0","1","-0.7058","-0.0157","1.4813","0","0","0","1","0.2376251","-0.249703","1.517903","-0.4948052","-0.4958405","0.5051601","-0.5041065","-1.537554","-0.2513235","1.51449","0.4900758","-0.4930298","0.5098298","0.506775"
12:52:22:634","-0.5985229","1.455507","2.155214","-0.3216742","-0.1402301","-0.1295535","0.9274035","-0.7990919","1.181674","2.390119","-0.435043","0.4802615","-0.4851293","-0.5871423","-0.9833565","1.166315","2.515854","-0.6139549","-0.1510715","0.2404769","-0.7364833","0.2198989","-0.249703","1.721219","-0.5495786","-0.4346252","0.444952","-0.5577474","-1.507615","-0.2513235","1.312603","0.428241","-0.5480006","0.5627702","0.4467602"
12:52:22:663","-0.5984722","1.455415","2.155393","-0.3215957","-0.1401903","-0.1297205","0.9274133","-0.7990867","1.18167","2.390126","-0.4350673","0.4802743","-0.4850926","-0.5871441","-0.9833559","1.166315","2.515852","-0.6139801","-0.1510326","0.2404386","-0.7364829","0.2425913","1.186433","2.378771","-0.5495263","-0.4346908","0.4450166","-0.5576963","-1.485018","1.184813","1.970561","0.4283072","-0.5479481","0.56272","0.4468246"
12:52:22:759","-0.5984517","1.455321","2.155543","-0.3215639","-0.1401301","-0.1297576","0.9274283","-0.7990803","1.181668","2.390124","-0.4350592","0.4802784","-0.4850741","-0.587162","-0.9833517","1.166317","2.515849","-0.6139842","-0.1510046","0.2404384","-0.7364852","0.2426264","1.186347","2.378763","-0.549487","-0.4347401","0.4450651","-0.5576578","-1.485055","1.184727","1.970859","0.4283569","-0.5479086","0.5626821","0.4468731"
12:52:22:841","-0.5984343","1.455046","2.155985","-0.3211242","-0.1399435","-0.1301175","0.9275584","-0.7990693","1.181665","2.390123","-0.4350652","0.480274","-0.4850328","-0.5871953","-0.9833518","1.166316","2.515841","-0.6139957","-0.1509594","0.2403975","-0.7364982","-0.8704318","0.9847777","2.427305","-0.9896318","0.109868","0.02702571","-0.08847326","-0.9763346","0.9685925","2.59378","0.8682759","0.04408109","0.4751924","0.1354471"
12:52:22:875","-0.5985523","1.45474","2.156582","-0.3203523","-0.1398939","-0.1314074","0.9276509","-0.7990737","1.181665","2.390127","-0.4350699","0.4802849","-0.4850427","-0.5871748","-0.9833519","1.166316","2.515835","-0.6140184","-0.1509053","0.2403445","-0.7365076","-0.8704181","0.9846028","2.42756","-0.9896218","0.1098806","0.0272829","-0.08849395","-0.976257","0.9684162","2.594078","0.8683482","0.04410707","0.4750595","0.1354422"
12:52:22:901","-0.5985364","1.454639","2.156757","-0.3202774","-0.1398058","-0.1315133","0.9276751","-0.7990731","1.181665","2.390128","-0.4350793","0.4802816","-0.4850355","-0.5871765","-0.9833502","1.166317","2.515836","-0.6140377","-0.1508808","0.2403265","-0.7365025","-0.870993","0.9846042","2.427351","-0.9896363","0.1099071","0.02683609","-0.08843254","-0.9769872","0.9684188","2.593778","0.8681051","0.04403887","0.4755056","0.1354575"
12:52:22:927","-0.5985359","1.454517","2.156937","-0.3197696","-0.1397664","-0.1319729","0.9277909","-0.7990752","1.181667","2.390125","-0.4350814","0.480266","-0.4850453","-0.5871795","-0.9833481","1.166317","2.515831","-0.6140407","-0.150852","0.2403141","-0.7365099","-0.8705175","0.9847717","2.427241","-0.9896349","0.1098987","0.02692035","-0.08843535","-0.9764963","0.9685855","2.593683","0.8681269","0.04403246","0.4754694","0.1354462"
