"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
15:30:52:380",""
15:30:52:418","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
15:30:52:905","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
15:30:52:948","-0.3909065","0.9367393","0.315057","-0.008163389","0.9985335","-0.05341023","-0.00337705","-0.2844884","1.017817","0.4435812","-0.5489953","0.2957915","-0.3223403","-0.7121856","-0.5916129","1.017434","0.432231","-0.7073876","0.186068","-0.195032","-0.6534095","-0.8874636","-0.399703","-0.4567697","0.506619","-0.5026401","0.4933113","0.4973269","0.8877042","-0.4013234","-0.4638409","0.5083804","0.5082287","-0.4915792","0.4915312"
15:30:52:979","-0.3909072","0.936738","0.3150566","-0.008184372","0.9985344","-0.05339272","-0.003360087","-0.2844884","1.017817","0.4435812","-0.5489953","0.2957915","-0.3223403","-0.7121856","-0.5916129","1.017434","0.432231","-0.7073876","0.186068","-0.195032","-0.6534095","-1.275735","0.6963328","0.4716563","0.5066102","-0.5026491","0.4933205","0.4973179","0.4994329","0.6947124","0.4646491","0.5083893","0.5082199","-0.49157","0.4915403"
15:30:52:998","-0.3909085","0.9367361","0.3150561","-0.008195436","0.9985353","-0.05337474","-0.003342796","-0.2844884","1.017817","0.4435812","-0.5489953","0.2957915","-0.3223403","-0.7121856","-0.5916129","1.017434","0.432231","-0.7073876","0.186068","-0.195032","-0.6534095","-1.275735","0.6963283","0.4716198","0.5066013","-0.5026579","0.4933295","0.4973089","0.4994338","0.6947079","0.4646759","0.5083981","0.5082111","-0.491561","0.4915494"
15:30:53:018","-0.3909085","0.9367379","0.3150569","-0.008198634","0.9985346","-0.05338794","-0.003341293","-0.2844884","1.017817","0.4435812","-0.5489953","0.2957915","-0.3223403","-0.7121856","-0.5916129","1.017434","0.432231","-0.7073876","0.186068","-0.195032","-0.6534095","-0.330828","0.8235204","0.516291","-0.9354607","0.09992721","0.318864","-0.1151231","-0.593412","0.7949107","0.4554089","-0.4904427","0.01470372","-0.871309","-0.008390175"
15:30:53:042","-0.3909085","0.9367379","0.3150569","-0.008198634","0.9985346","-0.05338794","-0.003341293","-0.2844884","1.017817","0.4435812","-0.5489953","0.2957915","-0.3223403","-0.7121856","-0.5916129","1.017434","0.432231","-0.7073876","0.186068","-0.195032","-0.6534095","-0.3308258","0.82353","0.5162995","-0.9354603","0.099927","0.3188658","-0.1151233","-0.5934089","0.794919","0.4554184","-0.4904442","0.01470367","-0.8713082","-0.008390179"
15:30:53:061","-0.3909084","0.9367387","0.3150572","-0.008173515","0.998534","-0.05340154","-0.003356017","-0.2844884","1.017817","0.4435812","-0.5489953","0.2957915","-0.3223403","-0.7121856","-0.5916129","1.017434","0.432231","-0.7073876","0.186068","-0.195032","-0.6534095","-0.3308238","0.8235255","0.5162937","-0.9354553","0.09992512","0.3188808","-0.115125","-0.5934104","0.794916","0.4554211","-0.4904582","0.01470359","-0.8713003","-0.008390433"
15:30:53:085","-0.3909063","0.9367343","0.3150547","-0.008173856","0.9985359","-0.05336648","-0.003372754","-0.2844884","1.017817","0.4435812","-0.5489953","0.2957915","-0.3223403","-0.7121856","-0.5916129","1.017434","0.432231","-0.7073876","0.186068","-0.195032","-0.6534095","-0.3308273","0.8235286","0.5162971","-0.9354548","0.09992506","0.3188817","-0.115125","-0.5934133","0.794919","0.4554247","-0.490459","0.0147036","-0.8712998","-0.008390508"
