"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
14:47:07:270",""
14:47:07:331","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
14:47:09:468","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876251","-0.409703","-0.5720974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4113234","-0.5755103","0.4900758","-0.4930298","0.5098298","0.506775"
14:47:09:505","0.1051174","1.227953","0.0193516","-0.09644833","-0.04711137","0.07888334","-0.9910882","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","0.8828002","-0.409703","-0.6428108","-0.4742503","-0.5155641","0.5245051","-0.4839161","-0.8869957","-0.4113234","-0.5046324","0.5100325","-0.4724118","0.4898649","0.5260479"
14:47:09:527","0.1088541","1.232059","0.0242151","-0.06416177","-0.06706666","0.08655277","-0.9919143","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","0.9551423","0.998175","-0.1838969","-0.462702","-0.5259922","0.5347203","-0.4725605","-0.8069473","0.9965546","0.03130376","0.5205916","-0.4608304","0.4786285","0.5362226"
14:47:09:551","0.1132855","1.237066","0.02928579","-0.02915724","-0.08362956","0.08817483","-0.9921598","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","0.9476324","0.9964852","-0.2043275","-0.4523264","-0.5349885","0.5435253","-0.4623511","-0.8048711","0.9948648","0.07851888","0.5297056","-0.4504262","0.4685218","0.5449913"
14:47:09:578","0.1146196","1.238177","0.03000957","-0.01885238","-0.08663942","0.08608845","-0.9923341","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.192426","0.8152694","0.2275305","-0.9356771","0.06879459","0.3306192","-0.1023075","-0.566238","0.8125238","0.2708185","0.6722052","0.01531646","0.730929","0.1168267"
14:47:09:617","0.118742","1.241642","0.03337282","0.007472266","-0.09541682","0.0817742","-0.9920447","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.1914976","0.815243","0.22819","-0.933315","0.06806919","0.3372297","-0.1027916","-0.5664181","0.8127929","0.2752287","0.6773589","0.01614255","0.7261558","0.1167153"
14:47:09:650","0.1245747","1.244755","0.03728253","0.03227379","-0.1042651","0.076406","-0.9910849","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.1891963","0.8147211","0.2350502","-0.9333494","0.06807961","0.3371343","-0.1027846","-0.5654818","0.8125155","0.284925","0.6772845","0.01613063","0.726225","0.116717"
14:47:09:682","0.1277591","1.245132","0.03909338","0.03719769","-0.108404","0.07645787","-0.9904641","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.1899358","0.8145032","0.235479","-0.9354541","0.06872576","0.331249","-0.1023537","-0.5685971","0.8125801","0.2815452","0.6726971","0.0153952","0.7304765","0.1168162"
14:47:09:711","0.1376004","1.245821","0.04556429","0.04685671","-0.1161956","0.07570013","-0.9892282","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.1893344","0.8146631","0.2345955","-0.9340939","0.06830713","0.3350666","-0.1026336","-0.5687435","0.8129193","0.2822764","0.6756747","0.01587202","0.7277232","0.1167525"
14:47:09:734","0.1481037","1.245262","0.05197912","0.04931488","-0.116791","0.07562406","-0.9890445","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.1856477","0.814218","0.236288","-0.936693","0.06910996","0.3277304","-0.1020946","-0.5664528","0.81257","0.2796703","0.6699466","0.01495598","0.733","0.1168733"
14:47:09:756","0.1587842","1.244761","0.05846864","0.05050888","-0.1164946","0.07688218","-0.9889221","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.1791744","0.813579","0.2367023","-0.9370065","0.06920777","0.3268332","-0.1020284","-0.5605845","0.812004","0.2767693","0.6692442","0.01484409","0.7336412","0.1168874"
14:47:09:775","0.1664091","1.244753","0.06277394","0.05076643","-0.1165835","0.07759113","-0.9888431","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.1716727","0.8133451","0.2383487","-0.9369149","0.06917921","0.3270954","-0.1020478","-0.5532915","0.8118877","0.2763323","0.6694494","0.01487666","0.7334539","0.1168835"
14:47:09:798","0.1757707","1.244963","0.06762028","0.05193458","-0.1129611","0.07504872","-0.989399","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.1686624","0.8135318","0.2352742","-0.9381455","0.06956467","0.3235484","-0.1017853","-0.550684","0.8121197","0.2683061","0.6666699","0.01443438","0.7359815","0.1169389"
14:47:09:829","0.1860855","1.245186","0.07288235","0.0555987","-0.110033","0.07206937","-0.9897513","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.1592856","0.8132907","0.2377645","-0.9378557","0.06947369","0.3243878","-0.1018474","-0.5411842","0.8117963","0.269075","0.6673282","0.01453902","0.7353845","0.116926"
14:47:09:861","0.1981238","1.245618","0.07852501","0.05980257","-0.1066444","0.07284053","-0.9898207","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.14983","0.812749","0.2397012","-0.9379354","0.06949878","0.3241576","-0.1018305","-0.5316442","0.8111827","0.2685014","0.6671476","0.01451022","0.7355485","0.1169295"
14:47:09:894","0.2103945","1.246408","0.08446968","0.06312949","-0.09958965","0.07198213","-0.9904116","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.1411575","0.8127191","0.2394544","-0.9391767","0.06989025","0.3205431","-0.1015621","-0.5230377","0.8111409","0.2626903","0.6643099","0.01405993","0.7381122","0.1169844"
14:47:09:918","0.2340391","1.248527","0.09717101","0.06925759","-0.08240472","0.0726086","-0.9915346","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.1331625","0.8128289","0.2355565","-0.942291","0.07088818","0.3112695","-0.1008682","-0.51508","0.8111434","0.2473933","0.6570016","0.01290609","0.7446248","0.1171174"
14:47:09:940","0.2459595","1.249947","0.1044593","0.07770646","-0.06486458","0.07163656","-0.9922814","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.1083601","0.8136833","0.2462679","-0.9423728","0.07091453","0.311022","-0.1008496","-0.4894697","0.8117784","0.2510164","0.6568062","0.01287529","0.7447974","0.1171208"
14:47:09:963","0.2578558","1.251456","0.1121152","0.08579422","-0.04734375","0.06941611","-0.9927635","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.09688099","0.8128488","0.247148","-0.9424242","0.0709312","0.3108656","-0.1008378","-0.4768902","0.810488","0.2430385","0.6566827","0.0128559","0.7449061","0.1171229"
14:47:09:984","0.2689835","1.25321","0.1197593","0.09132032","-0.02929249","0.07121075","-0.9928402","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.08337283","0.8128415","0.2526909","-0.9425693","0.07097832","0.3104255","-0.1008048","-0.462144","0.8103079","0.2405852","0.6563347","0.01280128","0.7452126","0.1171288"
14:47:10:014","0.2794735","1.255179","0.1276128","0.0919428","-0.0100757","0.07372379","-0.9929802","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.07202038","0.813516","0.2570473","-0.9430415","0.07113194","0.3089884","-0.1006964","-0.4492167","0.8107951","0.2358572","0.6551979","0.01262261","0.7462124","0.1171483"
14:47:10:034","0.2894197","1.257883","0.1352649","0.08991608","0.009100446","0.07612555","-0.9929941","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.06064019","0.8146302","0.2621892","-0.943096","0.07114979","0.3088219","-0.1006837","-0.435857","0.8116161","0.2324739","0.6550661","0.0126019","0.7463282","0.1171505"
14:47:10:056","0.2985279","1.26232","0.1430729","0.08859048","0.0292948","0.07541279","-0.9927772","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.04993832","0.8164009","0.2666026","-0.9434838","0.07127635","0.3076348","-0.1005941","-0.422705","0.8129972","0.2275967","0.6541263","0.01245443","0.7471519","0.1171663"
14:47:10:080","0.3071042","1.267867","0.1509798","0.08790573","0.04926854","0.07335521","-0.9922017","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.03858078","0.8192261","0.2732538","-0.9434435","0.07126314","0.3077583","-0.1006036","-0.4083978","0.8153096","0.2255789","0.6542243","0.01246988","0.7470661","0.1171645"
14:47:10:102","0.3146105","1.274915","0.1587047","0.08573635","0.07045674","0.07427887","-0.9910438","-0.5078992","1.030609","0.3699552","-0.5751112","0.2833325","-0.3271666","-0.6942132","-0.6666949","1.018798","0.2617496","-0.6649076","0.07380312","0.007829442","-0.7432293","-0.027989","0.8223548","0.2794931","-0.9437704","0.07137017","0.3067543","-0.1005277","-0.3943192","0.8177601","0.22215","0.653429","0.01234532","0.747762","0.1171777"
