"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
17:53:31:394","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
17:53:31:459","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876251","-0.409703","-0.5720974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4113234","-0.5755103","0.4900758","-0.4930298","0.5098298","0.506775"
17:53:32:103","-0.04110637","1.226976","0.1645572","0.2765851","-0.004215355","-0.004593638","-0.9609692","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6684489","1.01829","0.2641479","-0.6694182","0.06196062","0.01030468","-0.7402257","0.8874416","-0.409703","-0.5779243","-0.4931443","-0.4974926","0.5067816","-0.5024762","-0.8877212","-0.4113234","-0.5696828","0.4917468","-0.4913636","0.5082183","0.5083907"
17:53:32:140","-0.0411545","1.226974","0.164609","0.2767066","-0.003988545","-0.00443899","-0.960936","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.668455","1.018288","0.2641503","-0.669434","0.06195297","0.01026866","-0.7402125","0.8473539","0.9546386","0.1683435","-0.4932493","-0.4973885","0.5066795","-0.5025792","-0.927812","0.9530182","0.1758496","0.4916415","-0.4914689","0.5083202","0.5082889"
17:53:32:163","-0.04115594","1.226979","0.164623","0.2767473","-0.003899101","-0.004416488","-0.9609247","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6684563","1.018287","0.2641497","-0.6694356","0.06195525","0.01025473","-0.7402111","0.8472848","0.9546365","0.1686015","-0.493297","-0.4973412","0.506633","-0.5026261","-0.9278826","0.953016","0.175773","0.4915936","-0.4915168","0.5083665","0.5082426"
17:53:32:190","-0.04112674","1.226974","0.1646139","0.2767635","-0.003824317","-0.004401471","-0.9609204","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6684619","1.018285","0.2641481","-0.6694325","0.06193895","0.01023497","-0.7402156","-0.3459408","0.8091861","0.3687222","-0.9225732","0.06651969","0.3659792","-0.1024383","-0.6945381","0.8167963","0.3260784","0.6772459","0.01617187","0.7275684","0.1082636"
17:53:32:207","-0.04112773","1.226968","0.1646256","0.2768329","-0.003832256","-0.004405279","-0.9609003","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6684622","1.018285","0.2641481","-0.6694331","0.06193932","0.0102317","-0.7402149","-0.3458849","0.8091773","0.3687641","-0.9225409","0.06651076","0.36606","-0.1024441","-0.6944795","0.8167818","0.3261632","0.6773077","0.01620307","0.7275123","0.1082479"
17:53:32:227","-0.04107942","1.22697","0.1646155","0.2768596","-0.003690158","-0.004453658","-0.960893","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.668467","1.018284","0.2641512","-0.6694426","0.06192143","0.0102221","-0.740208","-0.3459494","0.8091733","0.3686798","-0.9226086","0.06652959","0.3658894","-0.1024317","-0.6945577","0.8167812","0.3259585","0.6771715","0.01618374","0.7276393","0.1082489"
17:53:32:246","-0.0410803","1.226972","0.1646258","0.2768781","-0.003735835","-0.004451705","-0.9608875","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.6684683","1.018283","0.2641489","-0.6694353","0.06191721","0.01021784","-0.7402151","-0.345801","0.8091806","0.368817","-0.9225248","0.06650599","0.3661014","-0.1024472","-0.6944202","0.8167855","0.3262222","0.677344","0.0162144","0.727482","0.1082233"
17:53:32:264","-0.04106397","1.226977","0.1646288","0.2768402","-0.003673485","-0.004407186","-0.9608989","-0.5056208","1.030342","0.3668979","-0.5887722","0.2560891","-0.3008171","-0.7051772","-0.66847","1.018283","0.264151","-0.6694421","0.06191091","0.01021407","-0.7402095","-0.3458496","0.8091756","0.3687463","-0.9225644","0.06651711","0.3660012","-0.1024399","-0.6945264","0.816785","0.3260999","0.6772644","0.01621406","0.7275555","0.108228"
