14:20:27:785","25.01936","25.01965","25.01936","25.01965","100.0"
14:20:47:373","15.75394","15.75394","15.75394","15.75394","100.0"
14:20:51:482","18.84285","18.84254","18.84285","18.84254","100.0"
14:20:55:650","4.168909","4.17031","4.168909","4.17031","100.0"
14:20:59:368","5.478051","5.477735","5.478051","5.477735","100.0"
14:21:02:964","6.966997","6.966852","6.966997","6.966852","100.0"
14:21:06:572","6.044587","6.046318","6.044587","6.046318","100.0"
14:21:11:251","5.835357","5.834782","5.835357","5.834782","100.0"
14:21:16:420","15.30211","15.30179","15.30211","15.30179","100.0"
14:21:20:509","6.893339","6.894266","6.893339","6.894266","100.0"
14:21:26:750","10.37749","10.3778","10.37749","10.3778","100.0"
14:21:30:876","2.813442","2.813203","2.813442","2.813203","100.0"
