"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
15:49:08:957","0","0","0","0","0","0","1","0.0558","-0.0157","-0.1087","0","0","0","1","-0.0558","-0.0157","-0.1087","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
15:49:09:004","0","0","0","0","0","0","1","0.0558","-0.0157","-0.1087","0","0","0","1","-0.0558","-0.0157","-0.1087","0","0","0","1","0.8876251","-0.249703","-0.07209741","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.2513235","-0.0755103","0.4900758","-0.4930298","0.5098298","0.506775"
15:49:12:786","-0.700097","1.045347","0.8434837","0.009506929","0.9685646","0.03303825","-0.2463751","-0.2386504","1.036443","0.9830246","-0.5243958","0.3593375","-0.3977917","-0.6615493","-0.493453","1.190884","0.9745528","0.2132599","0.6393678","-0.6092011","0.4178553","-0.7678072","-0.249703","0.3990182","0.6115363","-0.3663357","0.3550242","0.6047969","0.7933003","-0.2513235","-0.446094","0.3733034","0.6126638","-0.6006208","0.3529056"
15:49:12:934","-0.7000988","1.045348","0.8434883","0.00949892","0.968581","0.03302613","-0.2463125","-0.238647","1.036443","0.983017","-0.5243909","0.3593129","-0.3977769","-0.6615753","-0.4935067","1.190889","0.9745271","0.2131672","0.6392983","-0.6091613","0.4180671","-1.434342","0.790457","1.384805","0.6115134","-0.3663749","0.3550639","0.6047732","0.126875","0.7888366","0.5398949","0.3733423","0.612641","-0.6005967","0.3529453"
15:49:12:990","-0.7000983","1.045348","0.8434865","0.009513594","0.9685715","0.03302368","-0.2463497","-0.2386458","1.036442","0.9830204","-0.5244171","0.3593063","-0.3977548","-0.6615715","-0.4935201","1.190887","0.9745284","0.2131667","0.6392971","-0.6091288","0.4181163","-1.434315","0.7904599","1.384875","0.6115268","-0.366352","0.3550406","0.6047871","0.1268372","0.7888395","0.5398465","0.3733194","0.6126544","-0.6006109","0.352922"
15:49:13:021","-0.7000981","1.045349","0.8434877","0.009492623","0.9685792","0.03302816","-0.2463195","-0.2386461","1.036443","0.9830182","-0.5244066","0.3593056","-0.3977627","-0.6615754","-0.4935359","1.190889","0.9745203","0.213117","0.639286","-0.6091213","0.4181696","-0.410863","0.7856427","1.061344","0.9681237","-0.08311667","-0.2119545","0.1044216","-0.4025039","0.9990538","0.9691287","-0.9335368","-0.1576625","0.3098702","-0.08736128"
15:49:13:071","-0.7000996","1.045349","0.8434904","0.009529151","0.9685781","0.03299071","-0.2463277","-0.2386404","1.036441","0.9830166","-0.5244303","0.3592848","-0.397721","-0.661593","-0.4935495","1.190886","0.9745238","0.213122","0.6392898","-0.6090822","0.4182183","-0.4108602","0.7856449","1.06133","0.9681157","-0.08311584","-0.2119833","0.1044361","-0.4024931","0.9990684","0.9691198","-0.9335153","-0.157715","0.3098955","-0.08740894"
15:49:13:107","-0.7001013","1.045347","0.8434893","0.009531828","0.9685821","0.03302436","-0.2463072","-0.238639","1.036441","0.9830133","-0.5244168","0.3592833","-0.3977231","-0.6616032","-0.4935622","1.190886","0.9745203","0.2130957","0.6392846","-0.6090668","0.418262","-0.4108716","0.7856462","1.061357","0.9681106","-0.08312504","-0.2120092","0.1044222","-0.4024995","0.9990772","0.9691511","-0.9335311","-0.1577556","0.3098251","-0.08741546"
15:49:13:146","-0.7000995","1.045347","0.8434866","0.009514416","0.9685766","0.03304107","-0.2463272","-0.2386427","1.036443","0.9830108","-0.5244222","0.3592644","-0.3977329","-0.6616033","-0.4935715","1.190887","0.9745172","0.2130874","0.6392736","-0.6090552","0.4182999","-0.4108753","0.7856349","1.061319","0.9681001","-0.08313068","-0.2120476","0.104439","-0.4024911","0.9990754","0.9691113","-0.9335145","-0.157799","0.3098461","-0.08743951"
15:49:13:226","-0.7001026","1.045344","0.8434846","0.009534141","0.9685794","0.03308912","-0.246309","-0.2386438","1.036444","0.9830098","-0.5244347","0.3592486","-0.3977279","-0.6616049","-0.4935993","1.190889","0.9745035","0.2130328","0.6392394","-0.6090367","0.418407","-0.4108659","0.7856382","1.06134","0.9681073","-0.08311779","-0.2120154","0.1044477","-0.4024754","0.999086","0.9691368","-0.9335293","-0.1578188","0.3097828","-0.08746944"
