"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
17:50:56:203",""
17:50:56:260","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
17:50:56:748","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876251","-0.409703","-0.5720974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4113234","-0.5755103","0.4900758","-0.4930298","0.5098298","0.506775"
17:50:56:778","-0.6098328","0.9079409","0.3750778","-0.004218481","0.9741931","0.02962411","-0.2237241","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.7875193","-0.409703","-0.1367836","0.6032043","-0.3801568","0.3690034","0.5962063","0.8108212","-0.4113234","-0.9091688","0.3870265","0.6043802","-0.591871","0.3669112"
17:50:56:802","-0.6098303","0.9079459","0.3750798","-0.004234715","0.9741923","0.02958485","-0.223733","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-1.363108","0.654004","0.8824102","0.6032075","-0.3801517","0.3689982","0.5962096","0.2352196","0.6523836","0.1099976","0.3870214","0.6043834","-0.5918743","0.3669061"
17:50:56:821","-0.60983","0.9079447","0.3750784","-0.004226888","0.9741895","0.02959239","-0.2237435","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-1.363089","0.6540152","0.8824378","0.6032115","-0.3801453","0.3689917","0.5962137","0.235222","0.6523948","0.1099905","0.387015","0.6043873","-0.5918785","0.3668995"
17:50:56:874","-0.609831","0.9079428","0.3750777","-0.004205273","0.9741878","0.02959836","-0.223751","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.5314562","0.8295622","0.4368103","-0.9076498","0.05994777","0.3976879","-0.1200957","-0.6535373","0.8221084","0.3478894","-0.6217543","-0.01760488","-0.7747703","-0.1133276"
17:50:56:928","-0.6098293","0.9079431","0.3750765","-0.004217244","0.9741855","0.02960156","-0.2237602","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.5314617","0.8295603","0.4368124","-0.9076486","0.05994744","0.3976905","-0.1200959","-0.6535432","0.8221072","0.347892","-0.6217563","-0.01760523","-0.7747685","-0.1133276"
17:50:56:986","-0.6098294","0.9079454","0.3750786","-0.004246251","0.9741911","0.02959562","-0.2237362","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.5314497","0.8295608","0.4368159","-0.907662","0.05995157","0.3976592","-0.1200939","-0.653523","0.8221114","0.3478847","-0.6217298","-0.0176014","-0.7747897","-0.1133282"
17:50:57:005","-0.6098267","0.9079473","0.3750776","-0.004241159","0.9741848","0.02957534","-0.2237664","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.5314527","0.8295685","0.4368154","-0.9076406","0.05994506","0.397709","-0.1200971","-0.6535379","0.8221151","0.3479002","-0.6217721","-0.01760759","-0.774756","-0.1133272"
17:50:57:022","-0.609827","0.9079511","0.3750813","-0.004265354","0.9741915","0.02955047","-0.2237395","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.531445","0.8295708","0.4368184","-0.9076634","0.05995196","0.3976564","-0.1200936","-0.6535213","0.8221157","0.3478901","-0.6217272","-0.01760098","-0.7747919","-0.1133282"
17:50:57:044","-0.6098285","0.9079505","0.3750822","-0.004236176","0.9741911","0.02953992","-0.2237437","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.5314479","0.829579","0.436821","-0.9076514","0.0599483","0.3976842","-0.1200955","-0.653532","0.8221191","0.3479031","-0.6217511","-0.01760449","-0.7747726","-0.1133277"
17:50:57:064","-0.6098286","0.9079496","0.3750814","-0.004226648","0.9741893","0.02954412","-0.2237512","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.5314584","0.8295726","0.436814","-0.9076496","0.05994768","0.3976882","-0.1200958","-0.6535445","0.8221108","0.3478982","-0.6217544","-0.01760501","-0.7747699","-0.1133277"
17:50:57:082","-0.6098282","0.9079516","0.3750828","-0.004247461","0.9741926","0.02953595","-0.2237375","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.5314535","0.8295659","0.4368118","-0.907658","0.05995024","0.3976688","-0.1200946","-0.653533","0.8221091","0.3478878","-0.6217378","-0.01760249","-0.774783","-0.1133281"
17:50:57:101","-0.6098281","0.9079528","0.3750837","-0.004239982","0.9741921","0.02951979","-0.2237419","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.5314494","0.8295715","0.4368159","-0.9076509","0.05994822","0.3976847","-0.1200955","-0.6535315","0.8221149","0.3478959","-0.6217518","-0.01760462","-0.7747722","-0.1133277"
17:50:57:123","-0.6098266","0.9079504","0.3750803","-0.004241452","0.9741868","0.02954381","-0.2237614","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.5314535","0.8295728","0.4368149","-0.9076443","0.05994618","0.3977001","-0.1200965","-0.6535403","0.8221141","0.3479004","-0.6217647","-0.01760647","-0.7747618","-0.1133275"
17:50:57:142","-0.6098273","0.9079492","0.3750799","-0.004233534","0.9741867","0.02955109","-0.2237614","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.5314491","0.8295635","0.4368007","-0.9076526","0.05994869","0.3976813","-0.1200952","-0.6535316","0.8221053","0.3478805","-0.6217486","-0.01760407","-0.7747747","-0.1133278"
17:50:57:164","-0.6098272","0.9079533","0.3750834","-0.00423752","0.9741899","0.02951354","-0.2237521","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.5314536","0.8295684","0.4368097","-0.9076567","0.05994992","0.397672","-0.1200946","-0.6535354","0.8221085","0.3478884","-0.6217406","-0.01760309","-0.7747812","-0.113328"
17:50:57:185","-0.6098276","0.9079546","0.3750848","-0.0042487","0.9741931","0.02950755","-0.2237388","-0.5064598","1.031468","0.3605924","-0.5920206","0.221285","-0.2883537","-0.7193029","-0.6199534","1.022669","0.286329","-0.6613995","0.1132416","-0.04125012","-0.7402874","-0.531449","0.8295788","0.4368266","-0.9076579","0.0599503","0.397669","-0.1200945","-0.6535294","0.8221203","0.3479035","-0.621738","-0.01760256","-0.7747831","-0.113328"
