"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
12:51:23:990","-0.65","0","1.59","0","0","0","1","-0.5942","-0.0157","1.4813","0","0","0","1","-0.7058","-0.0157","1.4813","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
12:51:24:017","-0.65","0","1.59","0","0","0","1","-0.5942","-0.0157","1.4813","0","0","0","1","-0.7058","-0.0157","1.4813","0","0","0","1","0.2376251","-0.249703","1.517903","-0.4948052","-0.4958405","0.5051601","-0.5041065","-1.537554","-0.2513235","1.51449","0.4900758","-0.4930298","0.5098298","0.506775"
12:51:24:352","-1.23571","1.160157","2.440023","-0.0201256","0.9525041","-0.008511612","-0.3037409","-0.9421401","1.161033","2.468213","-0.5471635","0.3175556","-0.3559216","-0.6878157","-1.193154","1.180658","2.554172","0.7054008","0.08208916","-0.08810703","0.6985043","-1.359521","-0.249703","2.076882","0.6315353","-0.3297829","0.3180912","0.6254793","0.09040964","-0.2513235","1.052689","0.3369862","0.632535","-0.6217243","0.3159093"
12:51:24:371","-1.235711","1.160156","2.440024","-0.02011723","0.9525067","-0.008510574","-0.3037333","-0.94214","1.161033","2.468213","-0.5471625","0.3175561","-0.3559217","-0.6878162","-1.193153","1.180658","2.55417","0.7053922","0.08208701","-0.08811755","0.6985119","-1.893321","0.9128532","3.07264","0.6315329","-0.3297878","0.3180961","0.6254768","-0.4433738","0.9112328","2.048469","0.336991","0.6325326","-0.6217217","0.3159143"
12:51:24:388","-1.23571","1.160158","2.440024","-0.020115","0.9525008","-0.008527505","-0.3037513","-0.9421387","1.161032","2.468211","-0.5471541","0.3175567","-0.3559211","-0.687823","-1.193152","1.180659","2.554169","0.705393","0.08207833","-0.08811191","0.6985128","-1.893305","0.9128517","3.072669","0.6315389","-0.329776","0.3180842","0.625483","-0.4433966","0.9112313","2.048444","0.3369793","0.6325386","-0.6217281","0.3159024"
12:51:24:404","-1.235713","1.160151","2.440022","-0.02008739","0.9525047","-0.008485101","-0.3037422","-0.9421373","1.161031","2.468214","-0.547156","0.3175717","-0.3559175","-0.6878163","-1.193154","1.180658","2.55417","0.7053938","0.08208755","-0.08811245","0.6985109","-0.9885391","0.9624903","2.53463","-0.950722","0.08367521","0.2781594","-0.1084154","-1.186155","0.9720819","2.593802","0.7864572","0.01604093","0.616533","0.0333951"
12:51:24:420","-1.235712","1.160154","2.440023","-0.02010047","0.9525039","-0.008498721","-0.3037436","-0.942138","1.161032","2.468213","-0.5471533","0.3175655","-0.3559206","-0.6878197","-1.193154","1.180658","2.554169","0.7053822","0.08209784","-0.08812338","0.69852","-0.9885573","0.9624724","2.534613","-0.9507224","0.0836793","0.2781612","-0.1084025","-1.186172","0.9720623","2.593793","0.7864674","0.01604448","0.6165202","0.03338916"
12:51:24:435","-1.235711","1.160151","2.440019","-0.02007099","0.9524937","-0.008487551","-0.3037777","-0.9421382","1.161032","2.468212","-0.5471578","0.3175594","-0.3559172","-0.6878207","-1.193148","1.180661","2.554165","0.7053764","0.08207353","-0.08813742","0.6985269","-0.9885477","0.9624858","2.534618","-0.9507116","0.08367397","0.2781961","-0.1084131","-1.186146","0.972083","2.593808","0.7864979","0.01605632","0.6164802","0.03339892"
12:51:24:451","-1.235711","1.160151","2.440019","-0.02007099","0.9524937","-0.008487551","-0.3037777","-0.9421348","1.16103","2.468215","-0.5471594","0.3175741","-0.3559047","-0.6878191","-1.19316","1.180655","2.55417","0.705392","0.08210857","-0.08809211","0.6985128","-0.9885467","0.9624789","2.534618","-0.9507197","0.08367455","0.2781691","-0.10841","-1.186164","0.972075","2.593801","0.7864711","0.01604199","0.6165134","0.03342491"
12:51:24:466","-1.235711","1.160152","2.440021","-0.02009942","0.9524988","-0.008485187","-0.3037599","-0.942138","1.161032","2.46821","-0.5471482","0.3175609","-0.3559223","-0.687825","-1.193152","1.180659","2.554167","0.7053775","0.08209014","-0.08813056","0.6985248","-0.9885487","0.9624821","2.534631","-0.9507259","0.08368868","0.2781509","-0.1083931","-1.186153","0.972074","2.593801","0.7864547","0.01606632","0.6165366","0.03337063"
