"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
12:49:41:749","-0.65","0","1.59","0","1","0","0","-0.7058","-0.0157","1.6987","0","1","0","0","-0.5942","-0.0157","1.6987","0","1","0","0","-0.8876261","1.385232","-0.4749571","0.5051601","-0.5041065","0.4948052","0.4958405","0.8875526","1.383611","-0.4715442","0.5098298","0.506775","-0.4900758","0.4930298"
12:49:41:787","-0.65","0","1.59","0","1","0","0","-0.7058","-0.0157","1.6987","0","1","0","0","-0.5942","-0.0157","1.6987","0","1","0","0","-1.537627","-0.249703","1.727988","0.5051601","-0.5041065","0.4948052","0.4958405","0.2375516","-0.2513235","1.731401","0.5098298","0.506775","-0.4900758","0.4930298"
12:49:42:193","-0.6321353","1.367422","0.9405624","0.004662651","-0.9604357","-0.246849","-0.1288684","-0.3512568","1.170584","0.7374398","-0.6293342","-0.2541526","0.166874","-0.7151909","-0.411422","1.160365","0.7699046","-0.6459937","-0.01770368","0.1202317","-0.7536067","-1.509426","-0.249703","1.479573","0.4304733","-0.5688884","0.5609917","0.4199371","0.1944414","-0.2513235","1.977676","0.5737432","0.432322","-0.4134241","0.5594614"
12:49:42:236","-0.6322979","1.367401","0.9404423","0.004754276","-0.9604724","-0.2466749","-0.1289249","-0.3512568","1.170584","0.7374398","-0.6293342","-0.2541526","0.166874","-0.7151909","-0.411422","1.160365","0.7699046","-0.6459937","-0.01770368","0.1202317","-0.7536067","-1.501737","1.095538","0.7562126","0.4304631","-0.568896","0.5609995","0.4199268","0.2021123","1.093918","1.254376","0.5737507","0.4323119","-0.4134138","0.5594691"
12:49:42:264","-0.6324382","1.367373","0.9403632","0.004962331","-0.9605135","-0.2464966","-0.128952","-0.3512568","1.170584","0.7374398","-0.6293342","-0.2541526","0.166874","-0.7151909","-0.411422","1.160365","0.7699046","-0.6459937","-0.01770368","0.1202317","-0.7536067","-1.501906","1.095519","0.7562283","0.4304892","-0.5688765","0.5609795","0.4199533","0.2019901","1.093898","1.254234","0.5737314","0.432338","-0.4134405","0.559449"
12:49:42:295","-0.6326619","1.367302","0.940222","0.005377925","-0.9605411","-0.2463312","-0.1290453","-0.3512568","1.170584","0.7374398","-0.6293342","-0.2541526","0.166874","-0.7151909","-0.411422","1.160365","0.7699046","-0.6459937","-0.01770368","0.1202317","-0.7536067","-0.3444263","0.9644173","0.8123515","-0.4602229","0.00827505","0.8791827","-0.1231436","-0.4308057","0.9627569","0.8454712","-0.7665192","-0.02418667","-0.6265091","-0.1391044"
12:49:42:338","-0.6328881","1.367253","0.9401389","0.005622803","-0.9605547","-0.2462197","-0.1291468","-0.3512568","1.170584","0.7374398","-0.6293342","-0.2541526","0.166874","-0.7151909","-0.411422","1.160365","0.7699046","-0.6459937","-0.01770368","0.1202317","-0.7536067","-0.3445078","0.9643595","0.812358","-0.4602768","0.008282704","0.8791547","-0.1231431","-0.4308178","0.9627117","0.8454362","-0.7664807","-0.02417807","-0.6265561","-0.1391059"
12:49:42:369","-0.6330911","1.367194","0.9400323","0.005749184","-0.9605938","-0.2460941","-0.1290903","-0.3512568","1.170584","0.7374398","-0.6293342","-0.2541526","0.166874","-0.7151909","-0.411422","1.160365","0.7699046","-0.6459937","-0.01770368","0.1202317","-0.7536067","-0.3446783","0.9643662","0.8123266","-0.4601493","0.008264822","0.8792213","-0.1231442","-0.4309071","0.9627349","0.8454102","-0.7665715","-0.02419831","-0.6264449","-0.1391024"
12:49:42:399","-0.6332608","1.367151","0.9399594","0.005824426","-0.9606587","-0.245954","-0.1288704","-0.3512568","1.170584","0.7374398","-0.6293342","-0.2541526","0.166874","-0.7151909","-0.411422","1.160365","0.7699046","-0.6459937","-0.01770368","0.1202317","-0.7536067","-0.3448757","0.9643332","0.8122689","-0.4600003","0.008243991","0.8792992","-0.1231456","-0.4309502","0.9627262","0.8453205","-0.7666777","-0.0242219","-0.6263151","-0.1390982"
12:49:42:425","-0.6333674","1.367133","0.939944","0.005798317","-0.9607052","-0.2458067","-0.1288059","-0.3512568","1.170584","0.7374398","-0.6293342","-0.2541526","0.166874","-0.7151909","-0.411422","1.160365","0.7699046","-0.6459937","-0.01770368","0.1202317","-0.7536067","-0.3449359","0.9643223","0.8125043","-0.4601756","0.008268348","0.8792076","-0.1231441","-0.4308641","0.962743","0.8454466","-0.7665528","-0.02419405","-0.6264678","-0.1391031"
