"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
12:28:32:162",""
12:28:32:272","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
12:28:33:363","0","-0.16","-0.5","0","0","0","1","0.0558","-0.1757","-0.6087","0","0","0","1","-0.0558","-0.1757","-0.6087","0","0","0","1","0.8876251","-0.409703","-0.5720974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4113234","-0.5755103","0.4900758","-0.4930298","0.5098298","0.506775"
12:28:33:456","0.05381486","1.553756","-0.5651808","-0.1038993","0.07504882","-0.00277667","-0.9917484","0.5796096","1.080017","-0.2876572","0","-0.003360649","0","0.9999944","0.4680122","1.080017","-0.2884073","0","-0.003360649","0","0.9999944","0.8811681","-0.409703","-0.4372897","-0.5317635","-0.4560976","0.4660971","-0.5403297","-0.8729897","-0.4113234","-0.7096889","0.4499147","-0.530116","0.5455984","0.4678423"
12:28:33:521","0.05657417","1.546363","-0.5740253","-0.1272562","0.07829157","-0.008779845","-0.9887362","0.5796096","1.080017","-0.2876572","0","-0.003360649","0","0.9999944","0.4680122","1.080017","-0.2884073","0","-0.003360649","0","0.9999944","0.3808329","1.833846","-0.3605226","-0.4796315","0.5170816","0.4829433","-0.5189858","0.07823049","1.807226","-0.4089485","-0.470615","-0.5092393","-0.4898908","-0.5283974"
12:28:33:596","0.06075514","1.536045","-0.5774342","-0.1369784","0.08186007","-0.008626797","-0.9871482","0.5796096","1.080017","-0.2876572","0","-0.003360649","0","0.9999944","0.4680122","1.080017","-0.2884073","0","-0.003360649","0","0.9999944","0.5479137","1.145767","-0.1277363","-0.4800245","0.5175037","0.4825529","-0.5185647","0.2628994","1.207228","-0.245331","0.4702161","0.5088091","0.4902738","0.5288119"
12:28:33:665","0.06285027","1.531244","-0.5757164","-0.1370466","0.08664867","-0.008088353","-0.9867345","0.5796096","1.080017","-0.2876572","0","-0.003360649","0","0.9999944","0.4680122","1.080017","-0.2884073","0","-0.003360649","0","0.9999944","0.5448498","1.141325","-0.1223387","-0.4805497","0.5180683","0.4820296","-0.5180008","0.2621117","1.201262","-0.2433058","0.4696818","0.508233","0.4907855","0.5293655"
12:28:33:760","0.06314871","1.528223","-0.5758036","-0.1380209","0.09121585","-0.008649345","-0.9861821","0.5796096","1.080017","-0.2876572","0","-0.003360649","0","0.9999944","0.4680122","1.080017","-0.2884073","0","-0.003360649","0","0.9999944","0.5456762","1.142206","-0.1133057","-0.4803794","0.5178851","0.4821995","-0.5181839","0.2636504","1.201152","-0.2377678","0.4698553","0.5084201","0.4906195","0.5291858"
12:28:33:799","0.06456871","1.52129","-0.576732","-0.1418043","0.1002765","-0.01114541","-0.9847395","0.5796096","1.080017","-0.2876572","0","-0.003360649","0","0.9999944","0.4680122","1.080017","-0.2884073","0","-0.003360649","0","0.9999944","0.5427399","1.141289","-0.1067226","-0.4825322","0.5201985","0.4800453","-0.5158615","0.2617484","1.200598","-0.2363624","0.4676554","0.5060469","0.4927172","0.5314556"
12:28:33:849","0.06374094","1.517316","-0.5792474","-0.1474675","0.1071327","-0.01083758","-0.9831879","0.5796096","1.080017","-0.2876572","0","-0.003360649","0","0.9999944","0.4680122","1.080017","-0.2884073","0","-0.003360649","0","0.9999944","0.5495837","1.136063","-0.106324","-0.4816807","0.5192835","0.4808998","-0.5167824","0.2672757","1.196175","-0.2389341","0.4685277","0.5069883","0.4918876","0.5305581"
12:28:33:905","0.06095679","1.516353","-0.5841224","-0.1519254","0.1083879","-0.01610463","-0.982299","0.5796096","1.080017","-0.2876572","0","-0.003360649","0","0.9999944","0.4680122","1.080017","-0.2884073","0","-0.003360649","0","0.9999944","0.5570078","1.13664","-0.1107152","-0.4784421","0.5158032","0.4841218","-0.5202563","0.2729454","1.196773","-0.2435424","0.4718188","0.5105377","0.4887317","0.5271431"
12:28:33:973","0.0596544","1.514926","-0.5902377","-0.1613102","0.1084694","-0.01872681","-0.980746","0.5796096","1.080017","-0.2876572","0","-0.003360649","0","0.9999944","0.4680122","1.080017","-0.2884073","0","-0.003360649","0","0.9999944","0.5555784","1.13963","-0.1142849","-0.4781211","0.5154583","0.4844388","-0.520598","0.2715057","1.198897","-0.2475998","0.4721425","0.510887","0.4884189","0.5268046"
12:28:34:012","0.06220764","1.511445","-0.5932049","-0.1654071","0.1163623","-0.0182168","-0.9791672","0.5796096","1.080017","-0.2876572","0","-0.003360649","0","0.9999944","0.4680122","1.080017","-0.2884073","0","-0.003360649","0","0.9999944","0.5442766","1.142089","-0.1123046","-0.4822387","0.5198833","0.48034","-0.516179","0.2625704","1.200437","-0.2505581","0.4679563","0.5063717","0.4924313","0.5311463"
12:28:34:061","0.06335742","1.509346","-0.5922085","-0.160398","0.1166955","-0.01023614","-0.9800764","0.5796096","1.080017","-0.2876572","0","-0.003360649","0","0.9999944","0.4680122","1.080017","-0.2884073","0","-0.003360649","0","0.9999944","0.5546995","1.14023","-0.117319","-0.4788302","0.5162203","0.4837379","-0.5198424","0.2705882","1.198515","-0.254949","0.4714265","0.5101146","0.48911","0.5275524"
12:28:34:083","0.06498513","1.510063","-0.5937555","-0.1523913","0.112315","-0.004664095","-0.9819067","0.5796096","1.080017","-0.2876572","0","-0.003360649","0","0.9999944","0.4680122","1.080017","-0.2884073","0","-0.003360649","0","0.9999944","0.5570719","1.138585","-0.1167828","-0.476137","0.513326","0.4863891","-0.5227005","0.2726614","1.196386","-0.2526388","0.4741351","0.513036","0.4864849","0.524712"
12:28:34:104","0.06499512","1.510925","-0.5955517","-0.1427747","0.1038559","0.001992418","-0.9842893","0.5796096","1.080017","-0.2876572","0","-0.003360649","0","0.9999944","0.4680122","1.080017","-0.2884073","0","-0.003360649","0","0.9999944","0.5621964","1.140098","-0.1220703","-0.4740943","0.511131","0.4883803","-0.5248474","0.2765352","1.197018","-0.2543897","0.4761696","0.5152306","0.4844937","0.5225573"
