"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
15:32:30:166",""
15:32:30:231","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
15:32:30:924","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
15:32:30:987","0.06226871","1.298656","0.07364583","0.5050139","0.08675756","0.09094247","-0.8539107","-0.2308383","0.9940885","0.4540579","-0.4026611","0.5079263","-0.5061593","-0.5689268","-0.5259572","1.037069","0.5729149","-0.6599585","0.06239781","0.0647128","-0.7459046","0.8843982","-0.399703","-0.4073969","-0.5237393","-0.4652439","0.4750958","-0.5324748","-0.8780271","-0.4013234","-0.6198299","0.4591517","-0.5220622","0.5378481","0.4768127"
15:32:31:018","0.06195864","1.298646","0.07369941","0.504325","0.08686901","0.09103917","-0.8542961","-0.2308424","0.9940908","0.4540545","-0.4026521","0.5079179","-0.5061815","-0.5689209","-0.5259538","1.037069","0.5729108","-0.6599514","0.0624207","0.06470454","-0.7459096","0.9195688","1.047153","0.2585582","-0.5238007","-0.4651751","0.4750282","-0.5325349","-0.8428015","1.045532","0.04566978","0.4590822","-0.5221239","0.5379074","0.4767452"
15:32:31:042","0.06190653","1.298646","0.07370478","0.5041454","0.08690478","0.09104769","-0.8543977","-0.2308431","0.99409","0.4540577","-0.4026545","0.5079285","-0.506179","-0.568912","-0.5259669","1.037065","0.5729132","-0.6599633","0.06238287","0.06466152","-0.7459061","0.9192418","1.047027","0.2585085","-0.5238308","-0.4651413","0.4749949","-0.5325643","-0.8431015","1.045407","0.04539661","0.4590481","-0.522154","0.5379364","0.4767121"
15:32:31:063","0.06188453","1.298657","0.07372153","0.5039796","0.08683997","0.09107076","-0.8544995","-0.2308412","0.9940865","0.4540662","-0.4026677","0.5079539","-0.5061569","-0.5688996","-0.5259681","1.037064","0.5729105","-0.6599615","0.0623929","0.06463788","-0.7459087","-0.2562798","0.8049618","0.4519306","-0.9883039","0.1206497","-0.02292125","-0.09041098","-0.4907922","0.8413318","0.5506214","0.7028047","-0.002270988","0.6969718","0.1424467"
15:32:31:085","0.06188434","1.298684","0.07374376","0.5038709","0.0867157","0.09103746","-0.8545798","-0.2308381","0.9940944","0.4540407","-0.4025975","0.5079008","-0.506206","-0.5689529","-0.5259451","1.037071","0.5729088","-0.6599461","0.06245326","0.06472244","-0.7459099","-0.2562305","0.8049691","0.4519516","-0.988307","0.1206561","-0.02287251","-0.0903804","-0.4907658","0.8413379","0.5507139","0.7028224","-0.002255818","0.696955","0.142443"
15:32:31:108","0.06187406","1.298707","0.07379454","0.5035307","0.0864901","0.09088648","-0.8548192","-0.2308366","0.9940945","0.4540389","-0.4025831","0.5079039","-0.5062088","-0.5689579","-0.5259588","1.037067","0.5729104","-0.6599566","0.06241578","0.06467443","-0.7459081","-0.2561683","0.8050094","0.4520092","-0.9882963","0.1206625","-0.02283815","-0.09049842","-0.4907632","0.8413737","0.5508428","0.7028605","-0.002312941","0.6968998","0.1425229"
15:32:31:128","0.06187287","1.298729","0.07384485","0.5029431","0.08629939","0.09065779","-0.8552086","-0.2308433","0.9940882","0.4540629","-0.4026506","0.5079515","-0.5061752","-0.5688976","-0.5259737","1.037064","0.5729157","-0.6599801","0.062375","0.06462119","-0.7458953","-0.2561875","0.8049682","0.4518462","-0.9882905","0.1206864","-0.02300061","-0.09048866","-0.4908702","0.8413166","0.5506907","0.7027498","-0.002298933","0.6970217","0.142474"
