"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
18:34:15:831",""
18:34:15:892","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
18:34:16:780","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
18:34:16:837","0.07094377","1.212649","0.23505","0.2094961","0.04882332","0.06875424","-0.9741666","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.8870896","-0.399703","-0.4473358","-0.5128977","-0.4771275","0.4867801","-0.521853","-0.8831189","-0.4013234","-0.5801242","0.4711579","-0.5111824","0.5273623","0.4884587"
18:34:16:887","0.06989733","1.211229","0.2371011","0.2023901","0.05106362","0.06453401","-0.9758412","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.9429452","0.9423958","0.2939002","-0.5147035","-0.4751845","0.4848703","-0.5236229","-0.8262272","0.9407754","0.1479561","0.4691945","-0.5129945","0.52911","0.4865553"
18:34:16:910","0.06893788","1.210277","0.2382408","0.2009196","0.05387893","0.06286936","-0.9761024","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.9431498","0.9411311","0.2999273","-0.5163696","-0.4733791","0.4830956","-0.5252556","-0.8249759","0.9395107","0.1418061","0.4673703","-0.5146664","0.530722","0.4847864"
18:34:16:935","0.06869186","1.210056","0.23839","0.2011812","0.05454234","0.06265677","-0.9760253","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2465094","0.8142247","0.4831728","-0.990211","0.107779","0.03994617","-0.07918662","-0.5061437","0.8192055","0.5826335","0.6908919","-0.01893915","0.7100319","0.1347774"
18:34:16:961","0.06820835","1.209989","0.2386351","0.2020366","0.05589963","0.06208996","-0.975808","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.247168","0.8148007","0.4825726","-0.9902425","0.1078421","0.03915704","-0.07910064","-0.5067567","0.8197436","0.58146","0.6903258","-0.01904656","0.7105821","0.1347623"
18:34:16:989","0.06788675","1.21006","0.23869","0.2032665","0.05651311","0.06190644","-0.9755289","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.24709","0.8149103","0.4837009","-0.9902071","0.1077715","0.04004106","-0.07919697","-0.5060353","0.819764","0.5824948","0.69096","-0.01892619","0.7099655","0.1347794"
18:34:17:023","0.0677046","1.210148","0.2386763","0.2044955","0.05699917","0.06191856","-0.9752429","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2474062","0.8150795","0.4840627","-0.9901999","0.1077573","0.04021828","-0.07921614","-0.5061104","0.8199067","0.5828146","0.691087","-0.01890213","0.7098418","0.1347828"
18:34:17:049","0.06748975","1.210355","0.2385772","0.2063441","0.05737446","0.06206885","-0.9748219","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2476226","0.8151611","0.4843957","-0.9901929","0.1077436","0.04038941","-0.07923483","-0.5061262","0.8199714","0.583162","0.6912097","-0.01887878","0.7097223","0.1347859"
18:34:17:078","0.06739268","1.210571","0.2384511","0.2083284","0.05787934","0.06237219","-0.9743506","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2480453","0.8153067","0.4846685","-0.9901969","0.1077515","0.04029146","-0.07922416","-0.5064639","0.8201096","0.5833575","0.6911393","-0.01889225","0.7097908","0.1347842"
18:34:17:104","0.06737613","1.210612","0.2383273","0.2087831","0.05813834","0.062555","-0.9742261","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2482869","0.8154008","0.4851067","-0.99019","0.1077374","0.04046727","-0.0792432","-0.5065193","0.8201939","0.5838549","0.6912654","-0.01886828","0.7096681","0.1347874"
18:34:17:131","0.06734604","1.210588","0.2382419","0.2092233","0.05809478","0.06261022","-0.9741307","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2483565","0.8153652","0.4850927","-0.9901777","0.1077141","0.04075908","-0.07927504","-0.5064507","0.820161","0.584029","0.6914746","-0.01882842","0.7094643","0.1347929"
18:34:17:158","0.06736257","1.210682","0.2381005","0.2099766","0.05849964","0.06288274","-0.9739268","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2486041","0.8153099","0.4848892","-0.9901946","0.1077472","0.04034428","-0.07922976","-0.506793","0.8201104","0.5836457","0.6911772","-0.0188849","0.709754","0.134785"
18:34:17:193","0.06739881","1.210831","0.2379151","0.2113374","0.05859902","0.06320242","-0.9736058","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2484978","0.815424","0.485224","-0.99018","0.1077185","0.04070372","-0.07926908","-0.5065032","0.8202041","0.5840465","0.6914347","-0.01883602","0.7095031","0.134792"
18:34:17:220","0.06771646","1.211523","0.2371612","0.2176542","0.05879976","0.06482021","-0.9720944","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2484147","0.8154818","0.4856555","-0.9901637","0.1076867","0.04109904","-0.07931197","-0.5063424","0.8202667","0.5847157","0.6917179","-0.01878222","0.7092269","0.1347993"
18:34:17:246","0.06807049","1.212271","0.2361537","0.2260306","0.0600843","0.06765363","-0.9699088","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2490878","0.8159163","0.4862016","-0.9901949","0.1077469","0.04034767","-0.07923029","-0.5072846","0.8207343","0.5850936","0.6911796","-0.01888455","0.7097515","0.1347851"
18:34:17:291","0.06820447","1.212976","0.2352973","0.2300822","0.06014057","0.06886545","-0.9688668","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2496794","0.8161639","0.4876298","-0.9901635","0.1076863","0.04110605","-0.07931259","-0.507619","0.8210055","0.587079","0.6917229","-0.01878124","0.7092219","0.1347996"
18:34:17:318","0.06838367","1.213998","0.2340084","0.2347372","0.06113996","0.06872953","-0.9676965","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2510503","0.8164874","0.4863772","-0.9902184","0.1077936","0.03976422","-0.07916676","-0.5093467","0.8214066","0.5856877","0.6907614","-0.01896382","0.7101586","0.134774"
18:34:17:366","0.06852918","1.215182","0.2327173","0.2424569","0.06070225","0.06834198","-0.9658464","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2502924","0.8169473","0.4875405","-0.9901522","0.1076644","0.0413767","-0.07934202","-0.5079325","0.8218313","0.5874533","0.6919169","-0.01874444","0.7090328","0.1348048"
18:34:17:392","0.06876259","1.21629","0.2307847","0.2530036","0.06098565","0.06723901","-0.9631972","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.250819","0.8172269","0.4879173","-0.9901891","0.1077361","0.04048362","-0.07924513","-0.5088874","0.8221755","0.587693","0.6912772","-0.01886587","0.7096567","0.1347877"
18:34:17:424","0.06874917","1.216813","0.2295088","0.25836","0.06127256","0.06706635","-0.9617682","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.250981","0.8173923","0.4886924","-0.9901878","0.107733","0.04052242","-0.07924922","-0.5090357","0.8223841","0.5886976","0.6913048","-0.01886072","0.7096295","0.1347884"
18:34:17:452","0.06889108","1.218119","0.227293","0.2683447","0.06260252","0.06581979","-0.9590307","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2523061","0.8171693","0.4873491","-0.9902416","0.1078401","0.03918251","-0.07910345","-0.5107185","0.8222172","0.5869213","0.6903442","-0.01904311","0.7105644","0.1347627"
18:34:17:482","0.06873734","1.218575","0.2262568","0.2741174","0.0632717","0.06450032","-0.9574425","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2519745","0.8180581","0.488587","-0.9902209","0.1077987","0.03970015","-0.07915962","-0.5098298","0.8230402","0.5879569","0.6907154","-0.01897263","0.7102035","0.1347728"
18:34:17:521","0.06869336","1.218997","0.225139","0.2766646","0.06320029","0.06226078","-0.9568626","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2522232","0.8175327","0.4890993","-0.9902044","0.107766","0.04010831","-0.07920425","-0.5098179","0.8225162","0.5885347","0.6910082","-0.01891714","0.7099188","0.1347807"
