"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
16:51:19:104","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
16:51:19:154","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
16:51:19:691","-0.4023095","0.9411464","0.3561931","-0.03319064","0.8048353","0.04230088","-0.5910576","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.2404714","-0.399703","0.3677444","-0.7001163","0.112293","-0.09927824","-0.6981199","0.2915182","-0.4013234","-1.325849","-0.1203191","-0.7003652","0.6968673","-0.09689119"
16:51:19:759","-0.4023097","0.9411458","0.3561962","-0.03319129","0.8048521","0.04230792","-0.5910342","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.5660475","0.6898867","1.253789","-0.7001134","0.1123129","-0.09929815","-0.6981168","-0.03396139","0.6882663","-0.4397736","-0.120339","-0.7003624","0.6968639","-0.0969111"
16:51:19:818","-0.4023064","0.9411514","0.3562007","-0.03323618","0.804876","0.04228888","-0.5910005","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.5661232","0.689885","1.253774","-0.7001091","0.112343","-0.09932834","-0.6981119","-0.03389129","0.6882646","-0.4397426","-0.120369","-0.7003583","0.6968587","-0.09694129"
16:51:19:858","-0.4023134","0.9411393","0.3561956","-0.03315287","0.8048536","0.04234635","-0.5910316","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.366298","0.8525151","0.661912","0.8456593","-0.05940117","-0.5083656","0.1513161","-0.5360982","0.7725414","0.5969676","0.5982931","-0.02792141","0.7877925","0.1436975"
16:51:19:888","-0.4023127","0.9411407","0.3561948","-0.03316999","0.8048537","0.04235246","-0.5910301","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.3663678","0.8524758","0.6618893","0.8456817","-0.05940789","-0.5083282","0.1513134","-0.5361657","0.7725056","0.5969335","0.5982583","-0.02792781","0.787819","0.1436962"
16:51:19:911","-0.4023102","0.9411446","0.3562045","-0.03319769","0.8048989","0.04232832","-0.5909687","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.3663726","0.8525057","0.6618893","0.8457206","-0.05941949","-0.5082632","0.1513089","-0.5361582","0.7725321","0.5969043","0.5981979","-0.02793882","0.7878649","0.1436941"
16:51:19:936","-0.4023151","0.9411365","0.3561953","-0.03311509","0.8048435","0.04233514","-0.5910483","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.3662734","0.8525119","0.6619309","0.8456307","-0.05939264","-0.508413","0.1513194","-0.5360784","0.7725351","0.597002","0.5983372","-0.02791337","0.7877591","0.143699"
16:51:19:958","-0.4023108","0.9411436","0.3562006","-0.03315865","0.8048642","0.04228964","-0.5910209","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.3663746","0.8524858","0.6618842","0.8457001","-0.05941332","-0.5082976","0.1513114","-0.5361715","0.772519","0.59692","0.5982298","-0.02793298","0.7878404","0.1436952"
16:51:19:980","-0.4023119","0.9411412","0.3562068","-0.03315863","0.804902","0.04231842","-0.5909674","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.3663491","0.8525196","0.6619091","0.8457136","-0.05941726","-0.5082752","0.1513098","-0.5361381","0.7725477","0.5969306","0.598209","-0.02793674","0.7878564","0.1436945"
16:51:20:001","-0.4023106","0.9411436","0.3562065","-0.03318567","0.8049063","0.0423237","-0.5909596","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.3663474","0.8524969","0.6619095","0.8456857","-0.05940887","-0.5083218","0.1513129","-0.5361461","0.7725284","0.5969536","0.5982522","-0.02792894","0.7878238","0.1436961"
16:51:20:022","-0.4023111","0.9411427","0.356207","-0.03314985","0.804894","0.04228729","-0.5909811","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.3663166","0.8525078","0.6618981","0.8456692","-0.05940406","-0.508349","0.151315","-0.5361229","0.7725427","0.5969573","0.5982778","-0.02792416","0.7878041","0.1436969"
16:51:20:045","-0.4023133","0.941139","0.356205","-0.03311677","0.8048812","0.04229497","-0.5909997","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.3663242","0.8525022","0.6619124","0.845669","-0.0594042","-0.5083491","0.151315","-0.5361291","0.7725359","0.5969701","0.5982779","-0.02792415","0.7878041","0.1436969"
16:51:20:068","-0.4023097","0.9411455","0.3562008","-0.033165","0.8048617","0.04227189","-0.5910252","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.3663286","0.8524951","0.6619005","0.8456659","-0.05940313","-0.5083547","0.1513155","-0.5361387","0.7725329","0.5969654","0.598283","-0.02792333","0.7878003","0.143697"
16:51:20:089","-0.402309","0.9411461","0.3562129","-0.03317983","0.8049243","0.04227559","-0.5909389","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.3663725","0.8525177","0.6618803","0.8457354","-0.05942385","-0.5082392","0.1513072","-0.5361651","0.7725557","0.5968987","0.5981753","-0.02794287","0.787882","0.1436931"
16:51:20:110","-0.4023111","0.9411422","0.3562148","-0.03312855","0.8049216","0.04225885","-0.5909467","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.366331","0.8525038","0.6619264","0.8456769","-0.05940649","-0.5083359","0.1513142","-0.5361311","0.7725353","0.596976","0.5982656","-0.02792637","0.7878134","0.1436965"
16:51:20:131","-0.4023136","0.9411386","0.3562014","-0.03309705","0.8048556","0.04227604","-0.591037","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.3662855","0.8524951","0.6619215","0.8456236","-0.05939053","-0.5084251","0.1513203","-0.5361084","0.7725359","0.5970179","0.5983486","-0.02791131","0.7877504","0.1436995"
16:51:20:152","-0.4023091","0.9411457","0.3562149","-0.03318017","0.8049357","0.04228081","-0.590923","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.3664167","0.852495","0.6618593","0.8457525","-0.05942901","-0.5082103","0.1513052","-0.536214","0.772543","0.5968772","0.5981487","-0.02794768","0.7879021","0.1436924"
16:51:20:173","-0.4023087","0.9411469","0.356208","-0.03319171","0.8049041","0.04228441","-0.5909651","-0.3627126","1.045714","0.5733371","-0.6018795","0.1221219","-0.2141554","-0.7595819","-0.4827086","0.9741733","0.5483642","-0.6635306","0.1703332","-0.02378454","-0.7281127","-0.3662905","0.8525177","0.661926","0.8456544","-0.05939978","-0.5083739","0.1513166","-0.5360997","0.7725517","0.5969943","0.5983009","-0.02792005","0.7877867","0.1436977"
