"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
18:24:30:116",""
18:24:30:173","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
18:24:30:762","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
18:24:30:806","-0.5842627","0.9283409","0.3901518","-0.01376615","0.4387003","0.001240156","-0.8985271","-0.2727106","1.029318","0.503115","-0.433612","0.4814729","-0.4663982","-0.6021937","-0.5490502","1.041213","0.6150022","-0.6646729","0.06721636","0.08904663","-0.7387574","0.5655293","-0.399703","0.1975496","-0.6662935","-0.2243391","0.2367951","-0.6705619","-0.5232956","-0.4013234","-1.204496","0.2166476","-0.6654068","0.673175","0.2390253"
18:24:30:839","-0.5839608","0.9292777","0.3897613","-0.01330254","0.4158585","-0.0451143","-0.9082122","-0.2727106","1.029318","0.503115","-0.433612","0.4814729","-0.4663982","-0.6021937","-0.5490502","1.041213","0.6150022","-0.6646729","0.06721636","0.08904663","-0.7387574","0.08042186","0.6805795","1.024863","-0.6599154","-0.2416876","0.2540285","-0.6645061","-1.079771","0.6789591","-0.318723","0.2340667","-0.6589712","0.6673182","0.2562349"
18:24:30:861","-0.5827727","0.9321389","0.3888988","-0.0323091","0.4108651","-0.06738801","-0.908628","-0.2727106","1.029318","0.503115","-0.433612","0.4814729","-0.4663982","-0.6021937","-0.5490502","1.041213","0.6150022","-0.6646729","0.06721636","0.08904663","-0.7387574","0.09711933","0.6850846","1.018706","-0.6582767","-0.2459341","0.2582453","-0.6629462","-1.080171","0.6834642","-0.3099244","0.2383313","-0.6573184","0.665807","0.2604456"
18:24:30:883","-0.5815858","0.9338712","0.3888252","-0.04600908","0.4200955","-0.0657522","-0.9039245","-0.2727106","1.029318","0.503115","-0.433612","0.4814729","-0.4663982","-0.6021937","-0.5490502","1.041213","0.6150022","-0.6646729","0.06721636","0.08904663","-0.7387574","-0.3467804","0.8432043","0.5409515","0.9874204","-0.1287436","-0.03221288","0.0859579","-0.5967339","0.8127757","0.6281276","0.7048271","-0.02389543","0.692803","0.1505721"
18:24:30:905","-0.5808995","0.9347579","0.3888816","-0.05356827","0.4270629","-0.06169695","-0.9005227","-0.2727106","1.029318","0.503115","-0.433612","0.4814729","-0.4663982","-0.6021937","-0.5490502","1.041213","0.6150022","-0.6646729","0.06721636","0.08904663","-0.7387574","-0.3504086","0.8391728","0.5418156","0.9873467","-0.1285529","-0.03439766","0.08624266","-0.5986513","0.8106687","0.6308235","0.7063586","-0.02356217","0.6912417","0.1506245"
18:24:30:927","-0.5806656","0.935168","0.3888513","-0.05703931","0.429349","-0.06015508","-0.899326","-0.2727106","1.029318","0.503115","-0.433612","0.4814729","-0.4663982","-0.6021937","-0.5490502","1.041213","0.6150022","-0.6646729","0.06721636","0.08904663","-0.7387574","-0.3503978","0.8370813","0.5411029","0.9871475","-0.1280875","-0.03970465","0.08693242","-0.5970021","0.8091968","0.6326945","0.7100639","-0.02275215","0.6874349","0.150749"
18:24:30:949","-0.5809529","0.9355758","0.3884241","-0.06023811","0.4257311","-0.06114069","-0.9007698","-0.2727106","1.029318","0.503115","-0.433612","0.4814729","-0.4663982","-0.6021937","-0.5490502","1.041213","0.6150022","-0.6646729","0.06721636","0.08904663","-0.7387574","-0.3488761","0.8361398","0.5394445","0.9868581","-0.1274998","-0.04634464","0.08779205","-0.5939721","0.8085505","0.6343281","0.7146726","-0.02173742","0.6826422","0.1508987"
18:24:30:974","-0.581757","0.9356064","0.3878048","-0.06111557","0.4190758","-0.05980292","-0.9039159","-0.2727106","1.029318","0.503115","-0.433612","0.4814729","-0.4663982","-0.6021937","-0.5490502","1.041213","0.6150022","-0.6646729","0.06721636","0.08904663","-0.7387574","-0.3484091","0.8363156","0.5374564","0.9866986","-0.1272074","-0.0496237","0.08821531","-0.5929381","0.8091054","0.634332","0.7169369","-0.02123591","0.6802638","0.15097"
18:24:31:000","-0.5830264","0.9348823","0.3872465","-0.05708984","0.4117426","-0.05328159","-0.9079482","-0.2727106","1.029318","0.503115","-0.433612","0.4814729","-0.4663982","-0.6021937","-0.5490502","1.041213","0.6150022","-0.6646729","0.06721636","0.08904663","-0.7387574","-0.3497998","0.8352903","0.5368432","0.9866687","-0.1271544","-0.05021691","0.08829171","-0.594496","0.8082844","0.6340913","0.7173458","-0.02114525","0.6798328","0.1509828"
18:24:31:022","-0.5860873","0.9312186","0.3871345","-0.03234559","0.4009121","-0.03061437","-0.9150333","-0.2727106","1.029318","0.503115","-0.433612","0.4814729","-0.4663982","-0.6021937","-0.5490502","1.041213","0.6150022","-0.6646729","0.06721636","0.08904663","-0.7387574","-0.3506446","0.8331871","0.5361627","0.9864783","-0.1268303","-0.05382782","0.08875661","-0.5951686","0.8057271","0.6345606","0.7198293","-0.02059245","0.6772026","0.1510592"
18:24:31:043","-0.5875508","0.9289937","0.3875228","-0.01608795","0.3973346","-0.01946519","-0.9173263","-0.2727106","1.029318","0.503115","-0.433612","0.4814729","-0.4663982","-0.6021937","-0.5490502","1.041213","0.6150022","-0.6646729","0.06721636","0.08904663","-0.7387574","-0.3612754","0.8254346","0.541432","0.9868656","-0.1275141","-0.04618445","0.08777139","-0.6082634","0.7969084","0.6350231","0.7145616","-0.02176188","0.6827583","0.1508952"
18:24:31:066","-0.5888529","0.9267957","0.3881303","0.0006658838","0.3948975","-0.009831511","-0.9186723","-0.2727106","1.029318","0.503115","-0.433612","0.4814729","-0.4663982","-0.6021937","-0.5490502","1.041213","0.6150022","-0.6646729","0.06721636","0.08904663","-0.7387574","-0.3559414","0.8295966","0.5428581","0.9869239","-0.1276263","-0.04492164","0.08760816","-0.6051485","0.7967578","0.6321081","0.7136872","-0.02195498","0.6836722","0.1508672"
