"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
18:27:37:496","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
18:27:37:566","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
18:27:38:397","0.1668324","1.522753","0.182189","-0.02766738","0.1955631","0.06776331","-0.9779559","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.8283606","-0.399703","-0.1671726","-0.5846516","-0.3867756","0.3977454","-0.591934","-0.8076227","-0.4013234","-0.8562515","0.3799961","-0.5832293","0.5964091","0.3996785"
18:27:38:470","0.1661831","1.522553","0.1816335","-0.02843815","0.1970604","0.06689712","-0.9776928","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","1.00926","1.276652","0.4533817","-0.5852764","-0.3858441","0.3968254","-0.5925416","-0.624548","1.275031","-0.2408398","0.3790576","-0.5838572","0.5970059","0.3987607"
18:27:38:527","0.1657968","1.522455","0.1813048","-0.0291956","0.1977576","0.06653418","-0.9775544","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","1.008622","1.276563","0.4540151","-0.5855795","-0.3853912","0.396378","-0.5928362","-0.6241227","1.274942","-0.2427024","0.3786013","-0.5841617","0.5972954","0.3983145"
18:27:38:566","0.165573","1.522422","0.1812154","-0.02951774","0.1979753","0.06624362","-0.9775205","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.1054731","0.9246136","0.4089823","-0.9901907","0.1077393","0.04044324","-0.07924068","-0.3382683","0.9450252","0.4062767","0.6912481","-0.01887148","0.7096848","0.1347871"
18:27:38:602","0.1653164","1.522408","0.1811376","-0.02974687","0.1980492","0.06597544","-0.9775167","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.1053772","0.924628","0.4092389","-0.9901846","0.107727","0.04059516","-0.07925719","-0.3380548","0.9450814","0.4063935","0.6913571","-0.0188508","0.7095789","0.13479"
18:27:38:643","0.1651109","1.522375","0.1811184","-0.03000977","0.1980313","0.06583091","-0.977522","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.1054477","0.9246341","0.4092841","-0.9901809","0.1077201","0.04068327","-0.07926676","-0.3380779","0.9451058","0.4064091","0.6914203","-0.01883877","0.7095172","0.1347916"
18:27:38:673","0.1649482","1.522301","0.1811554","-0.03025157","0.1978592","0.06579681","-0.9775517","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.1054531","0.9246156","0.4093921","-0.9901747","0.1077076","0.04083875","-0.07928361","-0.3380634","0.9451011","0.4065689","0.6915317","-0.01881763","0.7094087","0.1347945"
18:27:38:699","0.1648","1.522222","0.1812252","-0.03055218","0.197531","0.06581863","-0.9776073","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.1054639","0.9245669","0.4094934","-0.9901682","0.1076954","0.04099059","-0.07930007","-0.3381144","0.9450481","0.4068044","0.6916403","-0.01879692","0.7093027","0.1347973"
