"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
18:34:21:917",""
18:34:22:005","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
18:34:22:959","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
18:34:23:017","0.07024508","1.219931","0.2185001","0.3115196","0.03976243","0.05034888","-0.9480714","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.8876646","-0.399703","-0.463452","-0.5084565","-0.4818464","0.4914173","-0.517499","-0.8846634","-0.4013234","-0.5640715","0.4759272","-0.506726","0.5230623","0.4930803"
18:34:23:069","0.07074055","1.219775","0.2186676","0.3112786","0.03853482","0.05005823","-0.9482167","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.9458597","0.9485432","0.2847405","-0.5078037","-0.4825328","0.4920917","-0.516859","-0.8267291","0.9469228","0.188826","0.4766209","-0.506071","0.5224301","0.4937523"
18:34:23:114","0.07113688","1.219609","0.2188798","0.3111176","0.03754054","0.05003246","-0.9483107","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.9464047","0.9483819","0.2827852","-0.5072339","-0.4831306","0.4926791","-0.5163003","-0.8264014","0.9467615","0.1909736","0.4772252","-0.5054994","0.5218782","0.4943376"
18:34:23:149","0.07136945","1.219547","0.2190151","0.311076","0.03715003","0.04987025","-0.9483483","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2488247","0.8169401","0.4869149","-0.9901648","0.1076887","0.04107571","-0.07930948","-0.5148538","0.823566","0.597652","0.6917015","-0.01878544","0.7092434","0.134799"
18:34:23:184","0.07161529","1.219509","0.2191858","0.3113165","0.03660667","0.04973767","-0.9482975","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2485631","0.8169799","0.486897","-0.9901563","0.1076725","0.04127657","-0.07933143","-0.5147396","0.8236346","0.5978949","0.6918453","-0.018758","0.7091027","0.1348028"
18:34:23:237","0.07178929","1.219494","0.2193109","0.3116139","0.03594248","0.04961049","-0.9482319","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2483056","0.8169757","0.4870058","-0.9901503","0.1076607","0.04142248","-0.07934712","-0.5146779","0.823668","0.5983107","0.6919497","-0.01873809","0.7090009","0.1348057"
18:34:23:281","0.07195536","1.219427","0.219493","0.3125157","0.03494377","0.04913083","-0.9479974","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2481059","0.816976","0.4870805","-0.9901386","0.1076384","0.04170241","-0.07937752","-0.5146896","0.8237177","0.5988457","0.6921501","-0.01870005","0.7088053","0.1348108"
