"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
16:26:55:630",""
16:26:55:686","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
16:26:56:207","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
16:26:56:252","-0.5916284","0.9618219","0.5097718","-0.02827346","-0.1876637","0.02260234","-0.9815661","-0.2975615","1.016434","0.5806605","-0.5458385","0.3016374","-0.3612776","-0.6932198","-0.3476454","1.004861","0.4352422","-0.5947919","0.5044655","-0.3493941","-0.519289","0.8161643","-0.399703","-0.836885","-0.3914593","-0.581466","0.588879","-0.4023413","-0.8357793","-0.4013234","-0.186998","0.576875","-0.3894129","0.4090428","0.590133"
16:26:56:288","-0.5916265","0.9618199","0.5097716","-0.02825497","-0.1876454","0.02260377","-0.9815701","-0.2975615","1.016434","0.5806605","-0.5458385","0.3016374","-0.3612776","-0.6932198","-0.3476454","1.004861","0.4352422","-0.5947919","0.5044655","-0.3493941","-0.519289","0.1880307","0.7175785","0.1125671","-0.3914703","-0.5814585","0.5888718","-0.4023521","-1.463937","0.7159581","0.7623928","0.5768674","-0.3894239","0.4090535","0.5901257"
16:26:56:323","-0.591627","0.9618238","0.5097696","-0.02828251","-0.1876395","0.02261732","-0.9815701","-0.2975615","1.016434","0.5806605","-0.5458385","0.3016374","-0.3612776","-0.6932198","-0.3476454","1.004861","0.4352422","-0.5947919","0.5044655","-0.3493941","-0.519289","0.1880405","0.7175733","0.1125809","-0.3914741","-0.5814559","0.5888692","-0.4023558","-1.463936","0.7159529","0.762385","0.5768648","-0.3894277","0.4090573","0.5901232"
16:26:56:355","-0.5916274","0.9618227","0.5097706","-0.02827618","-0.1876479","0.022611","-0.9815689","-0.2975615","1.016434","0.5806605","-0.5458385","0.3016374","-0.3612776","-0.6932198","-0.3476454","1.004861","0.4352422","-0.5947919","0.5044655","-0.3493941","-0.519289","-0.3369475","0.8197405","0.6511244","-0.9476157","0.07621758","0.2849106","-0.1226439","-0.467396","0.7714522","0.4057471","-0.1336469","0.1226975","-0.9801942","-0.07939176"
16:26:56:378","-0.5916281","0.9618295","0.509767","-0.02832472","-0.1876346","0.02263649","-0.9815695","-0.2975615","1.016434","0.5806605","-0.5458385","0.3016374","-0.3612776","-0.6932198","-0.3476454","1.004861","0.4352422","-0.5947919","0.5044655","-0.3493941","-0.519289","-0.336952","0.8197291","0.6511492","-0.9476223","0.0762205","0.2848886","-0.1226422","-0.4673879","0.7714425","0.4057651","-0.133624","0.1226994","-0.9801974","-0.07938889"
16:26:56:398","-0.5916285","0.9618273","0.5097687","-0.02830447","-0.187641","0.02263577","-0.9815688","-0.2975615","1.016434","0.5806605","-0.5458385","0.3016374","-0.3612776","-0.6932198","-0.3476454","1.004861","0.4352422","-0.5947919","0.5044655","-0.3493941","-0.519289","-0.3369514","0.8197474","0.6511191","-0.9476163","0.07621791","0.2849088","-0.1226439","-0.467399","0.7714604","0.4057401","-0.1336449","0.1226976","-0.9801947","-0.07939165"
16:26:56:422","-0.5916274","0.9618275","0.5097677","-0.02830457","-0.1876274","0.02263954","-0.9815713","-0.2975615","1.016434","0.5806605","-0.5458385","0.3016374","-0.3612776","-0.6932198","-0.3476454","1.004861","0.4352422","-0.5947919","0.5044655","-0.3493941","-0.519289","-0.3369521","0.8197256","0.6511532","-0.9476222","0.07622036","0.2848891","-0.1226423","-0.467388","0.7714418","0.4057672","-0.1336246","0.1226994","-0.9801975","-0.07938912"
16:26:56:444","-0.5916274","0.9618243","0.5097696","-0.02827832","-0.1876325","0.02263575","-0.9815712","-0.2975615","1.016434","0.5806605","-0.5458385","0.3016374","-0.3612776","-0.6932198","-0.3476454","1.004861","0.4352422","-0.5947919","0.5044655","-0.3493941","-0.519289","-0.3369422","0.8197317","0.6511331","-0.9476166","0.0762179","0.2849078","-0.1226437","-0.4673906","0.7714456","0.4057527","-0.1336439","0.1226978","-0.9801947","-0.07939145"
16:26:56:472","-0.5916262","0.9618261","0.5097676","-0.02830378","-0.1876298","0.02261744","-0.9815714","-0.2975615","1.016434","0.5806605","-0.5458385","0.3016374","-0.3612776","-0.6932198","-0.3476454","1.004861","0.4352422","-0.5947919","0.5044655","-0.3493941","-0.519289","-0.3369461","0.8197236","0.651148","-0.9476189","0.07621896","0.2849002","-0.1226432","-0.4673885","0.7714382","0.4057654","-0.1336361","0.1226985","-0.9801957","-0.07939039"
16:26:56:492","-0.5916258","0.9618294","0.5097653","-0.02833997","-0.1876306","0.0226036","-0.9815705","-0.2975615","1.016434","0.5806605","-0.5458385","0.3016374","-0.3612776","-0.6932198","-0.3476454","1.004861","0.4352422","-0.5947919","0.5044655","-0.3493941","-0.519289","-0.336941","0.8197367","0.6511282","-0.9476179","0.07621853","0.2849035","-0.1226434","-0.4673879","0.7714491","0.4057475","-0.1336394","0.1226981","-0.9801953","-0.07939088"
16:26:56:514","-0.5916274","0.9618311","0.5097655","-0.02835713","-0.1876471","0.02260056","-0.9815669","-0.2975615","1.016434","0.5806605","-0.5458385","0.3016374","-0.3612776","-0.6932198","-0.3476454","1.004861","0.4352422","-0.5947919","0.5044655","-0.3493941","-0.519289","-0.3369381","0.8197404","0.6511163","-0.9476132","0.07621668","0.2849184","-0.1226446","-0.467386","0.7714567","0.4057384","-0.133655","0.1226969","-0.9801933","-0.07939279"
16:26:56:534","-0.5916283","0.9618306","0.5097665","-0.02834947","-0.1876529","0.02260614","-0.9815659","-0.2975615","1.016434","0.5806605","-0.5458385","0.3016374","-0.3612776","-0.6932198","-0.3476454","1.004861","0.4352422","-0.5947919","0.5044655","-0.3493941","-0.519289","-0.3369486","0.8197359","0.6511315","-0.9476166","0.07621793","0.2849081","-0.1226437","-0.4673851","0.7714566","0.4057496","-0.133644","0.1226977","-0.9801948","-0.0793914"
16:26:56:556","-0.591625","0.9618335","0.5097622","-0.02838132","-0.1876239","0.02259398","-0.9815708","-0.2975615","1.016434","0.5806605","-0.5458385","0.3016374","-0.3612776","-0.6932198","-0.3476454","1.004861","0.4352422","-0.5947919","0.5044655","-0.3493941","-0.519289","-0.3369606","0.81973","0.6511586","-0.9476267","0.0762223","0.2848747","-0.1226411","-0.4673811","0.771451","0.4057673","-0.1336096","0.1227006","-0.9801994","-0.07938721"
