"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
16:45:20:074","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
16:45:20:123","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
16:45:20:679","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
16:45:20:710","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:727","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:743","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:760","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:776","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:793","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:810","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
