"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
17:29:56:216",""
17:29:56:268","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
17:29:56:838","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
17:29:56:879","-0.6204206","0.9445807","0.4766724","-0.006305587","0.6701398","0.01081991","-0.7421293","0.8694006","0.8631717","-0.5322067","-0.6893319","-0.01639595","-0.1148404","-0.7150974","1.015426","0.8946897","-0.5243117","0.09114567","0.6639027","-0.6974876","0.2538442","0.1152255","-0.399703","0.393417","-0.7057912","-0.03018054","0.04333109","-0.7064491","-0.06199878","-0.4013234","-1.372896","0.02206638","-0.7055559","0.7068337","0.04571953"
17:29:56:902","-0.6204227","0.9445786","0.4766706","-0.006274551","0.67011","0.01079647","-0.7421567","0.8694006","0.8631717","-0.5322067","-0.6893319","-0.01639595","-0.1148404","-0.7150974","1.015426","0.8946897","-0.5243117","0.09114567","0.6639027","-0.6974876","0.2538442","-0.4265292","0.694507","1.378839","-0.7057896","-0.03020918","0.04335973","-0.7064478","-0.6038967","0.6928866","-0.3874604","0.02209502","-0.705554","0.7068328","0.04574814"
17:29:56:933","-0.6204221","0.9445834","0.4766649","-0.006360546","0.6701277","0.01088493","-0.7421388","0.8694006","0.8631717","-0.5322067","-0.6893319","-0.01639595","-0.1148404","-0.7150974","1.015426","0.8946897","-0.5243117","0.09114567","0.6639027","-0.6974876","0.2538442","-0.4265767","0.6945037","1.378846","-0.7057906","-0.0301916","0.04334214","-0.7064486","-0.6038562","0.6928833","-0.3874617","0.02207744","-0.7055551","0.7068334","0.04573056"
17:29:56:955","-0.6204241","0.9445779","0.4766682","-0.006306387","0.6701292","0.01087564","-0.7421381","0.8694006","0.8631717","-0.5322067","-0.6893319","-0.01639595","-0.1148404","-0.7150974","1.015426","0.8946897","-0.5243117","0.09114567","0.6639027","-0.6974876","0.2538442","-0.07602614","0.5380168","0.4047478","-0.75182","-0.0309788","0.649509","-0.1092943","-0.0157339","0.5501848","0.05827653","-0.848904","-0.1039111","0.5104785","-0.08931233"
17:29:56:980","-0.6204308","0.9445692","0.476665","-0.006206646","0.670063","0.01083485","-0.7421992","0.8694006","0.8631717","-0.5322067","-0.6893319","-0.01639595","-0.1148404","-0.7150974","1.015426","0.8946897","-0.5243117","0.09114567","0.6639027","-0.6974876","0.2538442","-0.07604867","0.5380044","0.4046831","-0.7517604","-0.03098866","0.6495782","-0.1092913","-0.01581949","0.5501723","0.0582031","-0.8488569","-0.1039194","0.5105565","-0.08930288"
17:29:57:006","-0.6204271","0.9445769","0.4766628","-0.006297892","0.6700916","0.01088042","-0.742172","0.8694006","0.8631717","-0.5322067","-0.6893319","-0.01639595","-0.1148404","-0.7150974","1.015426","0.8946897","-0.5243117","0.09114567","0.6639027","-0.6974876","0.2538442","-0.07601294","0.5379914","0.4047972","-0.7518448","-0.03097441","0.6494802","-0.1092954","-0.01575589","0.5501574","0.05834603","-0.8489234","-0.1039078","0.510446","-0.08931645"
17:29:57:058","-0.6204275","0.9445732","0.476667","-0.006255036","0.6700993","0.01086013","-0.7421658","0.8694006","0.8631717","-0.5322067","-0.6893319","-0.01639595","-0.1148404","-0.7150974","1.015426","0.8946897","-0.5243117","0.09114567","0.6639027","-0.6974876","0.2538442","-0.07601967","0.5380088","0.4047556","-0.7518256","-0.03097758","0.6495028","-0.1092945","-0.01575708","0.5501758","0.0582937","-0.8489082","-0.1039105","0.5104715","-0.08931325"
