"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
18:35:15:455","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
18:35:15:555","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
18:35:16:356","0.1976282","1.280401","-0.00255245","0.1156538","0.2957558","0.09724318","-0.9432372","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.7511149","-0.399703","-0.01341724","-0.6204377","-0.3276048","0.3392286","-0.626623","-0.7212553","-0.4013234","-1.005081","0.3204236","-0.6192093","0.6304201","0.3412904"
18:35:16:403","0.198619","1.280879","-0.005479902","0.1102613","0.2840146","0.09855656","-0.9473462","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.9707545","1.014578","0.441603","-0.6160297","-0.3356257","0.347169","-0.6223637","-0.5266004","1.012958","-0.5119165","0.3284939","-0.6147749","0.6262528","0.3492149"
18:35:16:448","0.1981496","1.282235","-0.009889334","0.1115166","0.2746648","0.09541558","-0.9502732","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.9791242","1.015671","0.421653","-0.6126683","-0.341585","0.3530671","-0.619113","-0.5362618","1.014051","-0.5029421","0.334491","-0.611394","0.6230703","0.3551009"
18:35:16:476","0.1974045","1.282658","-0.01150542","0.1114821","0.2724189","0.09476224","-0.9509889","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.07634582","0.8283836","0.3472833","-0.9900841","0.1075362","0.04297683","-0.07951595","-0.2742028","0.8301643","0.2771696","0.6930619","-0.01852646","0.7079138","0.1348347"
18:35:16:501","0.1953698","1.283809","-0.01519039","0.1127019","0.2665676","0.09357955","-0.952619","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.07255661","0.8280241","0.349068","-0.9899153","0.1072359","0.04670548","-0.07992038","-0.2720738","0.829944","0.2807834","0.6957232","-0.01801867","0.7052985","0.1349037"
18:35:16:524","0.1944789","1.284095","-0.01623642","0.1130687","0.2644274","0.09260751","-0.9532667","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.0762195","0.8288312","0.3426464","-0.990091","0.107549","0.04281786","-0.07949871","-0.2779002","0.8308295","0.2757081","0.6929481","-0.0185483","0.7080251","0.1348319"
18:35:16:547","0.1936422","1.284327","-0.01711962","0.1113253","0.2607972","0.09315821","-0.9544176","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.07389869","0.8284467","0.3441955","-0.9900132","0.1074072","0.0445807","-0.07968999","-0.2766774","0.8305575","0.2783333","0.694208","-0.01830801","0.70679","0.1348647"
18:35:16:570","0.1929068","1.284437","-0.01775506","0.1096015","0.2555955","0.09273411","-0.9560642","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.07284278","0.8287152","0.3430585","-0.9899436","0.1072847","0.04609874","-0.07985474","-0.2774956","0.8308725","0.2797421","0.6952908","-0.01810119","0.7057248","0.1348924"
18:35:16:591","0.1916562","1.284544","-0.01903597","0.1032658","0.2446942","0.08948248","-0.9599239","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.06803124","0.8287692","0.3443028","-0.9896678","0.1068327","0.05168253","-0.08045866","-0.2756687","0.8309952","0.2859679","0.6992608","-0.01733998","0.7017913","0.1349925"
18:35:16:614","0.1911865","1.283895","-0.01948899","0.09222622","0.2364357","0.08355111","-0.963645","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.06908673","0.8293569","0.3371337","-0.9898276","0.1070886","0.04852614","-0.08011761","-0.2809937","0.8316697","0.2833433","0.6970192","-0.01777047","0.7040175","0.1349366"
18:35:16:643","0.1898545","1.284265","-0.02174953","0.07616559","0.2355133","0.0679163","-0.9664987","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.0719409","0.8293771","0.3284971","-0.9902077","0.1077725","0.04002848","-0.07919554","-0.2862717","0.8317934","0.2747687","0.6909508","-0.01892797","0.7099743","0.1347791"
18:35:16:665","0.1889436","1.28381","-0.02305675","0.06034138","0.2449257","0.05775984","-0.9659369","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.07466461","0.831159","0.3184707","-0.990559","0.1085603","0.0301085","-0.07811201","-0.2878187","0.8336047","0.2594737","0.683805","-0.0202769","0.7168593","0.1345827"
18:35:16:688","0.1882468","1.283145","-0.02369407","0.03884049","0.2433489","0.05188883","-0.9677708","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.0629615","0.8313226","0.3242884","-0.9901387","0.1076387","0.04169928","-0.07937725","-0.2735516","0.8338906","0.2634663","0.6921482","-0.01870041","0.7088072","0.1348108"
18:35:16:718","0.1861975","1.282534","-0.02403125","0.01053059","0.2495009","0.05197292","-0.9669216","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.06628665","0.832659","0.3139373","-0.9904462","0.1082834","0.03361113","-0.07849544","-0.2768709","0.8353381","0.2496024","0.6863356","-0.01980095","0.7144367","0.1346537"
18:35:16:746","0.1836441","1.280222","-0.02550763","-0.01060793","0.2524614","0.04486893","-0.9665079","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.06316288","0.8347602","0.3118631","-0.9903369","0.1080386","0.03669232","-0.07883193","-0.271513","0.8375959","0.2438804","0.6885553","-0.01938191","0.712298","0.1347146"
18:35:16:774","0.1801782","1.274754","-0.02538016","-0.04536718","0.256482","0.02932264","-0.9650384","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.06215501","0.8338736","0.3082644","-0.9903994","0.1081758","0.03496622","-0.07864355","-0.2689013","0.8369939","0.2360494","0.6873126","-0.0196166","0.713497","0.1346805"
18:35:16:802","0.1773414","1.269399","-0.02644584","-0.05601688","0.251658","0.02607399","-0.9658419","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.05049145","0.8339933","0.310232","-0.9899902","0.1073662","0.04509014","-0.07974549","-0.2565895","0.8371823","0.2379782","0.6945713","-0.01823866","0.7064328","0.1348741"
