"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
16:53:42:194","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
16:53:42:293","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
16:53:43:449","-0.08250273","1.609042","-0.4004146","0.3575768","-0.1568817","0.05456866","-0.9189937","0.08983885","1.268648","-0.2872301","0.2222049","-0.3056605","0.4434316","-0.8127515","-0.3721715","1.283514","-0.3626823","0.1298196","0.1392884","-0.3196104","-0.9282214","0.7923409","-0.399703","-0.8879305","-0.3725838","-0.5939352","0.6009993","-0.3836954","-0.8150723","-0.4013234","-0.1346087","0.5895591","-0.3704987","0.3905392","0.6021877"
16:53:43:525","-0.08863695","1.613156","-0.4260744","0.3462878","-0.1564995","0.04870341","-0.9236994","0.09579942","1.317354","-0.343137","0.2581893","-0.33613","0.2979418","-0.8553278","-0.3445032","1.316634","-0.3708171","0.2520658","0.1717991","-0.2687759","-0.9136233","0.6907455","1.342149","-0.7251205","-0.3767939","-0.5912268","0.5983688","-0.3878556","-0.9270862","1.340529","0.005558282","0.5868028","-0.3747171","0.3946685","0.5995718"
16:53:43:615","-0.0944084","1.612374","-0.4454269","0.330721","-0.1464903","0.04233376","-0.9313282","0.08314873","1.380194","-0.3817746","0.363939","-0.3833645","0.2550504","-0.8096477","-0.3135182","1.369013","-0.3786806","0.399312","0.2062306","-0.2384936","-0.8608947","0.7004772","1.345289","-0.7230259","-0.3884466","-0.5835133","0.5908707","-0.3993662","-0.9447418","1.343669","-0.05629879","0.5789566","-0.3863938","0.4060912","0.5921141"
16:53:43:657","-0.09643476","1.609852","-0.4530216","0.3167143","-0.1396102","0.04047607","-0.9373168","0.07527819","1.415295","-0.3999018","0.4557733","-0.3778639","0.2551334","-0.7644583","-0.293852","1.408445","-0.3883389","0.4694453","0.2158001","-0.2321664","-0.8241057","0.2538847","1.484812","-0.3401212","0.1149512","0.5226352","0.5239709","-0.6626413","-0.4632397","1.514034","-0.3161116","0.03006513","-0.6323045","-0.4369885","-0.6390057"
16:53:43:702","-0.09751534","1.607437","-0.4583768","0.2985961","-0.1326811","0.03890448","-0.9443107","0.06474968","1.451632","-0.416068","0.5117411","-0.3922624","0.2306667","-0.7287278","-0.2734331","1.44491","-0.3991447","0.5210412","0.243158","-0.2035227","-0.7924448","0.2453615","1.535178","-0.3791665","0.1825885","0.5474066","0.4531752","-0.679441","-0.4399675","1.567889","-0.3443066","0.08517966","-0.6390716","-0.3835995","-0.6611984"
16:53:43:775","-0.09814475","1.606549","-0.4675508","0.2745417","-0.1152551","0.03125639","-0.9541311","0.04471112","1.505168","-0.4308924","0.6035317","-0.4377988","0.1830008","-0.6407748","-0.2366373","1.499878","-0.4150681","0.5860262","0.2807993","-0.2157986","-0.7288045","0.2309664","1.580779","-0.413457","0.2182796","0.5473337","0.4047911","-0.6992316","-0.4071792","1.609359","-0.3940019","-0.1300879","0.6096834","0.337327","0.7053893"
16:53:43:842","-0.09624918","1.60763","-0.4758941","0.267093","-0.1009111","0.02249004","-0.9581088","0.02785438","1.550483","-0.444646","0.6532391","-0.4662694","0.1723398","-0.5711134","-0.2061542","1.543323","-0.4316467","0.6200151","0.2739899","-0.2542441","-0.6898339","0.201031","1.638696","-0.4995523","0.310546","0.4960892","0.3118658","-0.7484627","-0.3721864","1.659376","-0.4521244","-0.2157182","0.5996245","0.2964744","0.7113503"
16:53:43:899","-0.09146734","1.607396","-0.4828513","0.2635682","-0.09551541","0.02053105","-0.9596807","0.01774027","1.579142","-0.4561685","0.6799138","-0.4621841","0.1711558","-0.542963","-0.1803356","1.57295","-0.4463623","0.6300092","0.2678049","-0.2883586","-0.6694911","0.1759328","1.675477","-0.5511347","0.3824148","0.4548921","0.2569295","-0.7621151","-0.3460807","1.696545","-0.4717596","-0.2644508","0.6272753","0.2794157","0.6771401"
