"Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
16:46:12:827","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
16:46:12:884","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
16:46:13:493","0.003805587","1.292822","0.1407338","0.365126","0.02691339","0.08600967","-0.9265857","0.5796096","1.090017","-0.2276572","0","-0.003360649","0","0.9999944","0.4680122","1.090017","-0.2284073","0","-0.003360649","0","0.9999944","0.8870441","-0.399703","-0.5277762","-0.4903231","-0.5002746","0.5095117","-0.4997064","-0.8879178","-0.4013234","-0.4998245","0.4945607","-0.4885335","0.5054805","0.5111109"
16:46:13:535","0.008302925","1.293496","0.1388577","0.3613107","0.02544367","0.08831285","-0.9279053","0.5796096","1.090017","-0.2276572","0","-0.003360649","0","0.9999944","0.4680122","1.090017","-0.2284073","0","-0.003360649","0","0.9999944","0.8663322","1.025203","0.1574822","-0.4890913","-0.5014799","0.5106943","-0.4984969","-0.9084738","1.023582","0.1940059","0.49578","-0.4872979","0.5042847","0.5122891"
16:46:13:558","0.01082724","1.293496","0.1384978","0.3578207","0.02527231","0.08966979","-0.9291313","0.5796096","1.090017","-0.2276572","0","-0.003360649","0","0.9999944","0.4680122","1.090017","-0.2284073","0","-0.003360649","0","0.9999944","0.8700857","1.025761","0.1537791","-0.4889204","-0.5016467","0.5108579","-0.498329","-0.9046956","1.02414","0.1914908","0.4959487","-0.4871264","0.5041187","0.5124522"
16:46:13:576","0.01592589","1.292888","0.1383213","0.3508575","0.02563814","0.09327473","-0.9314191","0.5796096","1.090017","-0.2276572","0","-0.003360649","0","0.9999944","0.4680122","1.090017","-0.2284073","0","-0.003360649","0","0.9999944","0.5324458","1.124905","0.02366474","-0.4780392","0.5153705","0.4845195","-0.520685","0.2199976","1.109258","0.1174387","-0.4722249","-0.510976","-0.4883392","-0.5267184"
16:46:13:595","0.0188533","1.29223","0.1385152","0.346825","0.0263658","0.09589095","-0.9326426","0.5796096","1.090017","-0.2276572","0","-0.003360649","0","0.9999944","0.4680122","1.090017","-0.2284073","0","-0.003360649","0","0.9999944","0.536547","1.124458","0.02151799","-0.4782776","0.5156263","0.4842845","-0.5204316","0.2242516","1.108648","0.1153824","-0.4719848","-0.5107168","-0.4885712","-0.5269697"
16:46:13:615","0.02033963","1.291746","0.1388386","0.3448856","0.02725779","0.09721939","-0.9331985","0.5796096","1.090017","-0.2276572","0","-0.003360649","0","0.9999944","0.4680122","1.090017","-0.2284073","0","-0.003360649","0","0.9999944","0.5382634","1.124909","0.0203927","-0.4785064","0.5158722","0.4840584","-0.520188","0.2266216","1.10868","0.1144796","-0.4717537","-0.5104679","-0.4887942","-0.5272108"
16:46:13:635","0.02330563","1.290822","0.1392066","0.341642","0.02814505","0.0998496","-0.9340871","0.5796096","1.090017","-0.2276572","0","-0.003360649","0","0.9999944","0.4680122","1.090017","-0.2284073","0","-0.003360649","0","0.9999944","0.5387512","1.12528","0.0193838","-0.4783216","0.5156738","0.4842408","-0.5203844","0.2278076","1.108775","0.1137599","-0.4719402","-0.5106687","-0.4886142","-0.5270162"
16:46:13:655","0.0262443","1.289702","0.1396304","0.3398882","0.02902637","0.1025069","-0.934412","0.5796096","1.090017","-0.2276572","0","-0.003360649","0","0.9999944","0.4680122","1.090017","-0.2284073","0","-0.003360649","0","0.9999944","0.5405378","1.124895","0.01812884","-0.4782026","0.5155458","0.4843587","-0.5205116","0.2300189","1.108222","0.1126821","-0.4720605","-0.5107985","-0.4884981","-0.5268904"
