"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
15:39:15:541",""
15:39:15:582","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
15:39:16:059","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
15:39:16:100","-0.5844805","0.9304348","0.3303207","-0.03779639","0.8091968","0.004438987","-0.5863039","-0.3738443","0.8629599","0.5053448","-0.4886774","0.4199823","-0.4331817","-0.6302086","-0.5818371","1.028159","0.5339198","-0.6464863","0.1169423","0.01537816","-0.753753","-0.2537494","-0.399703","0.3638973","-0.6993222","0.1177238","-0.1047249","-0.6972247","0.304541","-0.4013234","-1.321209","-0.1257399","-0.6995898","0.6959096","-0.1023399"
15:39:16:129","-0.584482","0.9304317","0.330322","-0.03776894","0.8092004","0.004443997","-0.5863007","-0.3738443","0.8629599","0.5053448","-0.4886774","0.4199823","-0.4331817","-0.6302086","-0.5818371","1.028159","0.5339198","-0.6464863","0.1169423","0.01537816","-0.753753","-0.7550242","0.6840793","1.232517","-0.6993219","0.1177263","-0.1047275","-0.6972243","-0.1967216","0.6824589","-0.452585","-0.1257424","-0.6995894","0.6959092","-0.1023424"
15:39:16:151","-0.584484","0.9304277","0.3303187","-0.03774627","0.8091882","0.004468092","-0.5863187","-0.3738443","0.8629599","0.5053448","-0.4886774","0.4199823","-0.4331817","-0.6302086","-0.5818371","1.028159","0.5339198","-0.6464863","0.1169423","0.01537816","-0.753753","-0.7549933","0.6840724","1.232534","-0.6993243","0.1177104","-0.1047114","-0.697227","-0.196768","0.682452","-0.452594","-0.1257265","-0.6995918","0.6959121","-0.1023264"
15:39:16:182","-0.5844847","0.9304264","0.3303178","-0.03774555","0.8091881","0.00448554","-0.5863189","-0.3738443","0.8629599","0.5053448","-0.4886774","0.4199823","-0.4331817","-0.6302086","-0.5818371","1.028159","0.5339198","-0.6464863","0.1169423","0.01537816","-0.753753","-0.4362142","0.6653537","0.5529846","0.9821952","-0.09918518","-0.1309651","0.09112138","-0.6248193","0.8251733","0.5963351","-0.6475272","-0.002995104","-0.745703","-0.1569294"
15:39:16:249","-0.5844859","0.9304237","0.3303138","-0.03773785","0.8091745","0.004511762","-0.5863379","-0.3738443","0.8629599","0.5053448","-0.4886774","0.4199823","-0.4331817","-0.6302086","-0.5818371","1.028159","0.5339198","-0.6464863","0.1169423","0.01537816","-0.753753","-0.4362005","0.6653599","0.5529856","0.9821922","-0.0991831","-0.1309881","0.09112389","-0.6248005","0.8251737","0.5963393","-0.6475444","-0.002998702","-0.745688","-0.1569293"
15:39:16:295","-0.5844854","0.9304247","0.33031","-0.03773286","0.8091512","0.004493264","-0.5863705","-0.3738443","0.8629599","0.5053448","-0.4886774","0.4199823","-0.4331817","-0.6302086","-0.5818371","1.028159","0.5339198","-0.6464863","0.1169423","0.01537816","-0.753753","-0.4361972","0.6653565","0.5529757","0.9821901","-0.09918159","-0.1310039","0.09112535","-0.6247945","0.8251675","0.5963328","-0.6475567","-0.003001243","-0.7456776","-0.1569294"
15:39:16:319","-0.5844849","0.9304256","0.3303078","-0.03773047","0.8091361","0.00447792","-0.5863916","-0.3738443","0.8629599","0.5053448","-0.4886774","0.4199823","-0.4331817","-0.6302086","-0.5818371","1.028159","0.5339198","-0.6464863","0.1169423","0.01537816","-0.753753","-0.4361925","0.6653662","0.5529845","0.982192","-0.0991829","-0.1309899","0.09112401","-0.6247874","0.82517","0.5963289","-0.6475459","-0.002998978","-0.7456867","-0.1569293"
