"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
18:31:44:769",""
18:31:44:836","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
18:31:45:556","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
18:31:45:600","0.1003599","1.238712","0.1794329","0.3298795","0.1381059","0.07354957","-0.9309655","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.8614392","-0.399703","-0.2715827","-0.5590095","-0.4225444","0.4330442","-0.5669545","-0.8469301","-0.4013234","-0.7540195","0.4160538","-0.5574707","0.5718392","0.4348859"
18:31:45:651","0.1023416","1.241138","0.1823418","0.3139593","0.1326404","0.07264996","-0.9373143","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.9519246","0.9679469","0.4327926","-0.5558012","-0.4267135","0.4371544","-0.5638234","-0.7633734","0.9663265","-0.02439815","0.4202591","-0.5542488","0.5687557","0.4389848"
18:31:45:684","0.1053058","1.244115","0.1888872","0.2700437","0.1232858","0.07611629","-0.9518841","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.9598638","0.9698095","0.4065781","-0.5496871","-0.4344893","0.444818","-0.5578533","-0.7674505","0.9681891","-0.002880156","0.4281038","-0.5481095","0.5628747","0.4466266"
18:31:45:707","0.1079508","1.243556","0.194994","0.2250939","0.1154061","0.08072989","-0.9641042","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2127903","0.8213428","0.4742245","-0.9897124","0.1069028","0.05082186","-0.0803657","-0.4534799","0.8237839","0.5437244","0.6986505","-0.0174573","0.7023989","0.1349774"
18:31:45:730","0.1093495","1.241833","0.1976147","0.2055018","0.1117926","0.08508115","-0.9685208","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2103259","0.8191904","0.4647604","-0.9899832","0.107354","0.04524215","-0.07976197","-0.4555702","0.8220282","0.5339942","0.69468","-0.01821797","0.706326","0.1348769"
18:31:45:752","0.1125767","1.237144","0.2036476","0.1646031","0.1036576","0.09784288","-0.976006","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2045605","0.8176655","0.4675033","-0.9897468","0.1069576","0.05014586","-0.08029271","-0.4508263","0.8205575","0.5391349","0.6981704","-0.01754956","0.7028762","0.1349654"
18:31:45:773","0.1136983","1.23493","0.2046832","0.1525633","0.1029735","0.1034214","-0.9774584","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2065291","0.8161039","0.4558815","-0.9901416","0.1076443","0.04162911","-0.07936967","-0.4571333","0.8192414","0.5266005","0.6920975","-0.01871001","0.7088563","0.1348095"
