"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
18:31:17:733",""
18:31:17:802","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
18:31:18:729","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
18:31:18:781","0.07587402","1.214038","0.2202414","0.2579326","0.1105203","0.07265226","-0.9570673","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.8743325","-0.399703","-0.3319798","-0.5436125","-0.4420044","0.4522215","-0.5519179","-0.8634377","-0.4013234","-0.6945065","0.4356875","-0.5420106","0.5570253","0.4540087"
18:31:18:809","0.07845559","1.213495","0.2221823","0.2401129","0.1006117","0.07786029","-0.9623725","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.9422332","0.9422232","0.3811306","-0.5379381","-0.4488441","0.4589571","-0.54637","-0.8040276","0.9406028","0.06200019","0.4425914","-0.536314","0.5515557","0.460724"
18:31:18:830","0.07957597","1.21322","0.2228577","0.2339365","0.09672543","0.07937052","-0.9641671","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.9442981","0.942132","0.3692371","-0.5358356","-0.4513356","0.46141","-0.5443136","-0.8048058","0.9405116","0.06607641","0.4451067","-0.5342034","0.5495278","0.4631696"
18:31:18:854","0.08083136","1.212981","0.2234356","0.228515","0.09312428","0.08062015","-0.9657169","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.238972","0.8149238","0.4852655","-0.9900044","0.1073916","0.04477416","-0.07971108","-0.4866239","0.817577","0.5693662","0.694346","-0.01828176","0.7066543","0.1348683"
18:31:18:877","0.0813543","1.212942","0.2235647","0.2281924","0.09176336","0.08029768","-0.9659503","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2388372","0.8147546","0.482545","-0.9901233","0.1076094","0.04206488","-0.07941695","-0.4883317","0.817616","0.5666283","0.6924095","-0.01865079","0.7085519","0.1348177"
18:31:18:898","0.08175011","1.213046","0.2235605","0.2280548","0.09097475","0.07956889","-0.9661177","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2383275","0.8145975","0.4824324","-0.9901536","0.1076671","0.04134498","-0.07933858","-0.4884947","0.8175182","0.5664033","0.6918941","-0.01874879","0.7090552","0.1348042"
18:31:18:918","0.08201905","1.213219","0.2234644","0.228407","0.09110351","0.07890534","-0.9660768","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2383021","0.8146544","0.4815396","-0.9901933","0.1077441","0.04038318","-0.07923418","-0.4889535","0.8176229","0.5652813","0.6912051","-0.01887966","0.7097269","0.1347859"
18:31:18:936","0.0821856","1.213608","0.2232057","0.2294479","0.09216589","0.07748687","-0.9658442","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2385452","0.8146753","0.4807254","-0.9902412","0.1078393","0.03919315","-0.0791046","-0.4894099","0.8176386","0.5637093","0.6903518","-0.01904161","0.7105568","0.1347631"
18:31:18:956","0.08212735","1.213938","0.223007","0.2315721","0.09355127","0.07605876","-0.9653174","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2383121","0.8148555","0.4806617","-0.9902541","0.1078659","0.03885956","-0.07906825","-0.4888448","0.8177475","0.5628496","0.6901122","-0.01908713","0.7107894","0.1347567"
18:31:18:976","0.08204726","1.214469","0.2226212","0.2325119","0.09565181","0.07512306","-0.9649588","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2385842","0.8148077","0.4807248","-0.990281","0.1079207","0.03817285","-0.07899345","-0.4887698","0.817621","0.5618148","0.6896192","-0.01918044","0.7112679","0.1347432"
