"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
16:46:40:635",""
16:46:40:701","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
16:46:41:344","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
16:46:41:380","-0.04978049","1.210288","0.1917891","0.01995119","0.01902577","-0.008581328","-0.9995831","0.5796096","1.090017","-0.2276572","0","-0.003360649","0","0.9999944","0.4680122","1.090017","-0.2284073","0","-0.003360649","0","0.9999944","0.887932","-0.399703","-0.4779868","-0.5044168","-0.4860663","0.4955629","-0.5135375","-0.8858057","-0.4013234","-0.5495785","0.4801928","-0.5026728","0.5191489","0.4972116"
16:46:41:400","-0.04820427","1.208823","0.1909299","-0.006718204","0.01613448","-0.009195918","-0.999805","0.5796096","1.090017","-0.2276572","0","-0.003360649","0","0.9999944","0.4680122","1.090017","-0.2284073","0","-0.003360649","0","0.9999944","0.8433927","0.9575428","0.153584","-0.5028608","-0.4876739","0.4971417","-0.5120112","-0.930759","0.9559224","0.09311488","0.481818","-0.5011116","0.517641","0.498785"
16:46:41:418","-0.04730986","1.208145","0.1902592","-0.02086863","0.0159297","-0.008359083","-0.9996204","0.5796096","1.090017","-0.2276572","0","-0.003360649","0","0.9999944","0.4680122","1.090017","-0.2284073","0","-0.003360649","0","0.9999944","0.8447589","0.9602517","0.1451695","-0.5027076","-0.4878316","0.4972967","-0.5118608","-0.9294297","0.9586313","0.08579363","0.4819774","-0.5009578","0.5174925","0.4989394"
16:46:41:439","-0.04523139","1.206873","0.1885283","-0.0482798","0.01667352","-0.00604208","-0.9986764","0.5796096","1.090017","-0.2276572","0","-0.003360649","0","0.9999944","0.4680122","1.090017","-0.2284073","0","-0.003360649","0","0.9999944","0.5283968","1.118852","0.01612554","-0.4784479","0.5158097","0.4841159","-0.52025","0.2106158","1.087103","0.08998483","-0.4718127","-0.5105311","-0.4887374","-0.5271494"
16:46:41:459","-0.04385188","1.206074","0.1874421","-0.06350718","0.01732508","-0.006092827","-0.9978124","0.5796096","1.090017","-0.2276572","0","-0.003360649","0","0.9999944","0.4680122","1.090017","-0.2284073","0","-0.003360649","0","0.9999944","0.5317582","1.121622","0.009622626","-0.4784132","0.5157721","0.4841505","-0.520287","0.2134884","1.089913","0.083329","-0.471848","-0.5105694","-0.4887035","-0.5271125"
16:46:41:476","-0.04213202","1.205461","0.1862394","-0.08555304","0.01868551","-0.01086211","-0.9960992","0.5796096","1.090017","-0.2276572","0","-0.003360649","0","0.9999944","0.4680122","1.090017","-0.2284073","0","-0.003360649","0","0.9999944","0.5367545","1.121904","0.00930509","-0.4785621","0.5159324","0.4840031","-0.520128","0.2172585","1.090278","0.08269481","-0.4716975","-0.5104069","-0.4888487","-0.5272697"
16:46:41:495","-0.03985295","1.206172","0.1853141","-0.1044522","0.02248742","-0.005765765","-0.9942589","0.5796096","1.090017","-0.2276572","0","-0.003360649","0","0.9999944","0.4680122","1.090017","-0.2284073","0","-0.003360649","0","0.9999944","0.5423579","1.124676","0.009027697","-0.4801998","0.517692","0.4823785","-0.5183769","0.2219884","1.093116","0.08010076","-0.470038","-0.5086172","-0.4904445","-0.5289965"
