"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
16:45:20:080",""
16:45:20:128","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
16:45:20:684","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
16:45:20:715","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
16:45:20:732","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:749","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:766","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:782","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:799","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:816","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:833","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:849","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:866","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:882","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:899","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:916","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:932","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:949","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:966","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:20:982","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:21:000","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:21:017","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:21:034","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:21:053","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:21:068","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:21:084","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
16:45:21:101","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.05745092","-0.1231291","-0.3404103","0.4764909","-0.5137065","-0.4860423","0.5223268","-0.05701094","-0.1233069","-0.3405482","-0.4737806","-0.5126539","-0.4868301","-0.5250853"
