"Remote_HMD_p_x","Remote_HMD_p_y","Remote_HMD_p_z","Remote_HMD_r_x","Remote_HMD_r_y","Remote_HMD_r_z","Remote_HMD_r_w","Remote_Right_p_x","Remote_Right_p_y","Remote_Right_p_z","Remote_Right_r_x","Remote_Right_r_y","Remote_Right_r_z","Remote_Right_r_w","Remote_Left_p_x","Remote_Left_p_y","Remote_Left_p_z","Remote_Left_r_x","Remote_Left_r_y","Remote_Left_r_z","Remote_Left_r_w","Remote_FingertipR_p_x","Remote_FingertipR_p_y","Remote_FingertipR_p_z","Remote_FingertipR_r_x","Remote_FingertipR_r_y","Remote_FingertipR_r_z","Remote_FingertipR_r_w","Remote_FingertipL_p_x","Remote_FingertipL_p_y","Remote_FingertipL_p_z","Remote_FingertipL_r_x","Remote_FingertipL_r_y","Remote_FingertipL_r_z","Remote_FingertipL_r_w","
18:34:47:276",""
18:34:47:369","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876261","1.385232","-0.525043","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875526","1.383611","-0.5284559","0.4900758","-0.4930298","0.5098298","0.506775"
18:34:48:127","0","-0.15","-0.44","0","0","0","1","0.0558","-0.1657","-0.5487","0","0","0","1","-0.0558","-0.1657","-0.5487","0","0","0","1","0.8876251","-0.399703","-0.5120974","-0.4948052","-0.4958405","0.5051601","-0.5041065","-0.8875535","-0.4013234","-0.5155103","0.4900758","-0.4930298","0.5098298","0.506775"
18:34:48:174","0.04768306","1.230218","0.1983466","0.3628135","0.01823581","0.05976087","-0.9297647","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.8872303","-0.399703","-0.5234951","-0.491551","-0.4990675","0.5083271","-0.5009121","-0.8878458","-0.4013234","-0.5041091","0.4933397","-0.4897653","0.5066723","0.5099306"
18:34:48:217","0.04989968","1.229403","0.2004262","0.3572571","0.01360454","0.06353716","-0.9317432","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.9173892","0.9615213","0.2108998","-0.48796","-0.5025817","0.5117753","-0.497386","-0.8572379","0.9599009","0.2552778","0.4968946","-0.486163","0.5031863","0.5133662"
18:34:48:250","0.05274294","1.228446","0.2028453","0.3483707","0.005481727","0.06496569","-0.9350868","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","0.9171613","0.9605358","0.1941296","-0.4830036","-0.5073534","0.5164557","-0.4925177","-0.8562803","0.9589154","0.2727143","0.5017225","-0.4811914","0.4983726","0.5180292"
18:34:48:274","0.05407949","1.227925","0.2037519","0.3466359","0.002484502","0.06390137","-0.9358173","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.264492","0.8197784","0.4917089","-0.9900557","0.107484","0.04362512","-0.07958646","-0.5368286","0.8284994","0.6225575","0.6935252","-0.01843826","0.70746","0.134847"
18:34:48:295","0.05447941","1.22786","0.203885","0.3465421","0.001619512","0.06348645","-0.9358822","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.264109","0.8200406","0.4899471","-0.9901455","0.1076517","0.04153594","-0.07935943","-0.5381363","0.8289219","0.6204772","0.692031","-0.01872273","0.7089215","0.1348077"
18:34:48:318","0.05576527","1.227504","0.2043963","0.3454995","-0.001912974","0.06197675","-0.9363682","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2628395","0.8203638","0.490742","-0.9900322","0.1074412","0.04415789","-0.07964426","-0.5367057","0.8293127","0.6229897","0.693906","-0.01836562","0.7070863","0.1348568"
18:34:48:341","0.05654836","1.227325","0.2046126","0.3453541","-0.004662592","0.06046651","-0.9365109","-0.2776076","1.029694","0.5052867","-0.4479709","0.4774296","-0.4746115","-0.5883256","-0.5519512","1.039721","0.6131594","-0.6721009","0.07854471","0.05644837","-0.7341149","-0.2617122","0.8199352","0.4898851","-0.9900692","0.1075082","0.04332504","-0.07955388","-0.5367678","0.8290576","0.6228845","0.6933109","-0.01847908","0.7076698","0.1348413"
