Condition","ParticipantID","Test"," "Set of points participants used to outline the area of interest (for replicability): Demonstrator then Interpreter "
Approach","7","T4","20:18:09:961"
Approach","7","T4","20:18:13:560","points","0.17","1.32","0.08","0.17","1.31","0.08","0.16","1.31","0.08","0.15","1.31","0.07","0.15","1.31","0.07","0.16","1.31","0.08","0.17","1.32","0.08","0.17","1.32","0.08","0.17","1.33","0.09","0.16","1.33","0.08","0.15","1.32","0.08","0.15","1.31","0.07","0.16","1.31","0.07","0.17","1.32","0.08","0.18","1.33","0.08","0.18","1.34","0.08","0.17","1.34","0.08","0.16","1.34","0.08","0.15","1.33","0.07","0.14","1.32","0.07","0.15","1.31","0.07","0.16","1.31","0.07","0.17","1.32","0.08","0.18","1.33","0.08","0.18","1.33","0.08","0.17","1.33","0.08","0.16","1.33","0.08","0.16","1.32","0.07","0.16","1.31","0.07","0.17","1.31","0.08","0.18","1.32","0.08","0.18","1.33","0.09","0.18","1.34","0.09","0.17","1.34","0.09","0.16","1.33","0.09","0.15","1.32","0.09","0.15","1.31","0.08","0.16","1.31","0.09","0.17","1.31","0.09","0.18","1.33","0.1","0.17","1.34","0.1","0.16","1.34","0.1","0.15","1.33","0.09","0.14","1.32","0.08","0.14","1.31","0.08","0.16","1.31","0.09","0.17","1.32","0.09","0.18","1.33","0.1","0.18","1.34","0.1","0.17","1.34","0.1","0.15","1.33","0.1","0.15","1.32","0.09","0.15","1.31","0.09","0.16","1.31","0.09","0.17","1.31","0.09","0.18","1.32","0.1","0.19","1.33","0.11","0.18","1.34","0.11","0.17","1.33","0.1","0.16","1.32","0.09","0.16","1.3","0.08","0.17","1.3","0.09","0.18","1.3","0.09",""
Approach","7","T4","20:18:19:243"
Approach","7","T4","20:18:22:829","points","0.04","1.32","-0.1","0.04","1.32","-0.09","0.04","1.32","-0.08","0.04","1.32","-0.08","0.04","1.31","-0.07","0.03","1.31","-0.08","0.02","1.3","-0.08","0.02","1.3","-0.08","0.04","1.31","-0.08","0.06","1.31","-0.07","0.07","1.32","-0.06","0.07","1.32","-0.06","0.06","1.32","-0.06","0.05","1.31","-0.06","0.03","1.3","-0.07","0.03","1.29","-0.07","0.04","1.29","-0.07","0.06","1.3","-0.06","0.07","1.31","-0.06","0.08","1.32","-0.05","0.08","1.32","-0.05","0.06","1.32","-0.06","0.04","1.3","-0.06","0.04","1.29","-0.07","0.04","1.29","-0.07","0.05","1.29","-0.06","0.07","1.3","-0.06","0.07","1.31","-0.06","0.07","1.31","-0.06","0.05","1.3","-0.07","0.04","1.29","-0.08","0.04","1.29","-0.08","0.06","1.3","-0.07","0.07","1.31","-0.07","0.08","1.32","-0.07","0.07","1.32","-0.07","0.05","1.32","-0.08","0.04","1.31","-0.08","0.04","1.3","-0.08","0.05","1.31","-0.08","0.07","1.32","-0.07",""
Approach","7","T4","20:18:27:523"
Approach","7","T4","20:18:30:614","points","-0.04","1.32","-0.07","-0.04","1.32","-0.06","-0.03","1.32","-0.05","-0.03","1.32","-0.05","-0.03","1.32","-0.04","-0.04","1.31","-0.05","-0.05","1.3","-0.06","-0.06","1.29","-0.07","-0.06","1.29","-0.07","-0.04","1.29","-0.06","-0.03","1.3","-0.04","-0.02","1.31","-0.03","-0.01","1.32","-0.03","-0.02","1.32","-0.04","-0.03","1.32","-0.05","-0.04","1.31","-0.06","-0.04","1.3","-0.06","-0.04","1.3","-0.06","-0.03","1.3","-0.05","-0.01","1.32","-0.04","-0.01","1.33","-0.04","-0.02","1.33","-0.05","-0.04","1.32","-0.06","-0.05","1.31","-0.08","-0.05","1.31","-0.08","-0.04","1.31","-0.08","-0.03","1.32","-0.07","-0.02","1.33","-0.06","-0.02","1.33","-0.05","-0.03","1.32","-0.06","-0.04","1.31","-0.07","-0.04","1.31","-0.08","-0.04","1.31","-0.07","-0.03","1.32","-0.06","-0.02","1.33","-0.05","-0.02","1.34","-0.05","-0.04","1.33","-0.06","-0.05","1.31","-0.07","-0.05","1.31","-0.08","-0.04","1.31","-0.07","-0.03","1.33","-0.05","-0.03","1.34","-0.04","-0.03","1.34","-0.05","-0.04","1.33","-0.05","-0.05","1.31","-0.07","-0.05","1.31","-0.07","-0.04","1.32","-0.06","-0.02","1.33","-0.05","-0.02","1.33","-0.04","-0.03","1.33","-0.05","-0.04","1.32","-0.06","-0.04","1.31","-0.07","-0.02","1.33","-0.06","-0.01","1.34","-0.05","-0.01","1.34","-0.05",""
Approach","7","T4","20:18:36:352"
Approach","7","T4","20:18:39:431","points","0.14","1.27","-0.08","0.13","1.27","-0.08","0.12","1.26","-0.08","0.13","1.27","-0.08","0.15","1.28","-0.07","0.16","1.28","-0.07","0.14","1.27","-0.07","0.12","1.27","-0.08","0.11","1.26","-0.09","0.12","1.26","-0.09","0.14","1.26","-0.09","0.15","1.27","-0.08","0.16","1.27","-0.08","0.16","1.28","-0.08","0.14","1.27","-0.09","0.12","1.27","-0.1","0.13","1.26","-0.1","0.14","1.27","-0.1","0.16","1.29","-0.09","0.17","1.29","-0.09","0.16","1.29","-0.09","0.13","1.28","-0.1","0.12","1.27","-0.1","0.13","1.27","-0.1","0.15","1.28","-0.1","0.16","1.29","-0.09","0.15","1.28","-0.09","0.13","1.28","-0.09","0.12","1.27","-0.1","0.11","1.26","-0.1","0.13","1.27","-0.09","0.15","1.27","-0.08","0.16","1.28","-0.08","0.16","1.28","-0.08","0.13","1.27","-0.08","0.12","1.26","-0.08","0.12","1.26","-0.09","0.13","1.26","-0.08","0.15","1.28","-0.08","0.15","1.28","-0.07","0.14","1.28","-0.08","0.12","1.27","-0.08","0.11","1.27","-0.09","0.12","1.27","-0.09",""
Approach","7","T4","20:18:46:636"
Approach","7","T4","20:18:50:230","points","0.16","1.27","-0.11","0.16","1.28","-0.1","0.15","1.28","-0.1","0.14","1.27","-0.1","0.13","1.26","-0.11","0.14","1.26","-0.11","0.15","1.26","-0.11","0.16","1.26","-0.11","0.17","1.28","-0.1","0.17","1.29","-0.1","0.16","1.29","-0.1","0.14","1.28","-0.11","0.14","1.27","-0.12","0.14","1.25","-0.12","0.16","1.25","-0.12","0.17","1.26","-0.11","0.17","1.28","-0.11","0.16","1.29","-0.11","0.15","1.28","-0.11","0.15","1.26","-0.12","0.15","1.27","-0.11","0.16","1.29","-0.1","0.16","1.3","-0.1","0.15","1.3","-0.1","0.14","1.28","-0.11","0.14","1.26","-0.11","0.15","1.26","-0.11","0.15","1.27","-0.11","0.16","1.28","-0.1","0.15","1.27","-0.11","0.14","1.25","-0.12","0.15","1.26","-0.12","0.15","1.28","-0.11","0.16","1.3","-0.11","0.16","1.29","-0.11","0.15","1.28","-0.12","0.15","1.26","-0.13","0.15","1.27","-0.13","0.16","1.29","-0.12","0.17","1.3","-0.12","0.16","1.29","-0.13","0.15","1.27","-0.14","0.15","1.27","-0.14","0.16","1.29","-0.13","0.17","1.31","-0.12","0.16","1.3","-0.12","0.15","1.28","-0.14","0.15","1.27","-0.14","0.15","1.27","-0.14","0.16","1.29","-0.13","0.16","1.29","-0.12","0.15","1.29","-0.13","0.14","1.28","-0.13","0.14","1.28","-0.13","0.14","1.29","-0.13","0.15","1.3","-0.12","0.15","1.31","-0.11","0.15","1.29","-0.12",""
