12:22:17:635","14.15537","14.16278","14.15537","14.16278","100.1"
12:22:22:903","6.0655","6.064795","6.0655","6.064795","100.0"
12:22:27:092","2.194546","2.194912","2.194546","2.194912","100.0"
12:22:31:198","7.227057","7.22458","7.227057","7.22458","100.0"
12:22:35:876","99.82797","99.83296","99.82797","99.83296","100.0"
12:22:38:881","4.280742","4.28065","4.280742","4.28065","100.0"
12:22:42:460","6.279753","6.279464","6.279753","6.279464","100.0"
12:22:45:531","20.58351","20.30737","20.58351","20.30737","98.7"
12:22:49:615","6.101404","6.101253","6.101404","6.101253","100.0"
12:22:53:193","7.831817","7.830605","7.831817","7.830605","100.0"
12:22:56:267","6.245286","6.243574","6.245286","6.243574","100.0"
12:23:00:866","4.105831","4.106211","4.105831","4.106211","100.0"
12:23:04:955","5.738729","5.738991","5.738729","5.738991","100.0"
12:23:16:728","30.12642","30.13634","30.12642","30.13634","100.0"
