12:38:11:381","2.502975","2.503242","2.502975","2.503242","100.0"
12:38:14:045","6.975773","6.976079","6.975773","6.976079","100.0"
12:38:15:614","10.60851","10.60841","10.60851","10.60841","100.0"
12:38:17:716","81.25626","81.25813","81.25626","81.25813","100.0"
12:38:21:854","8.262679","8.260227","8.262679","8.260227","100.0"
12:38:23:462","13.19092","13.18994","13.19092","13.18994","100.0"
12:38:25:524","105.8795","105.8794","105.8795","105.8794","100.0"
12:38:27:607","7.218842","7.219775","7.218842","7.219775","100.0"
12:38:32:242","15.09363","15.09061","15.09363","15.09061","100.0"
12:38:34:271","196.8078","196.8092","196.8078","196.8092","100.0"
12:38:36:823","1499.205","1499.206","1499.205","1499.206","100.0"
12:38:39:388","645.2305","645.2321","645.2305","645.2321","100.0"
12:38:40:920","47.8481","47.84551","47.8481","47.84551","100.0"
12:38:45:520","5.618067","5.621805","5.618067","5.621805","100.1"
