11:58:45:467","16.33647","16.336","16.33647","16.336","100.0"
11:58:53:801","26.61409","26.6138","26.61409","26.6138","100.0"
11:59:00:448","10.01396","10.01424","10.01396","10.01424","100.0"
11:59:05:051","22.61344","22.61625","22.61344","22.61625","100.0"
11:59:11:186","27.82511","27.8242","27.82511","27.8242","100.0"
11:59:16:265","9.648211","9.648429","9.648211","9.648429","100.0"
11:59:25:463","15.03495","15.03866","15.03495","15.03866","100.0"
11:59:39:239","8.999536","9.000879","8.999536","9.000879","100.0"
11:59:49:482","10.44229","10.442","10.44229","10.442","100.0"
11:59:55:217","66.06619","66.08125","66.06619","66.08125","100.0"
12:00:09:947","7.71957","7.719183","7.71957","7.719183","100.0"
12:00:17:105","8.839345","8.840436","8.839345","8.840436","100.0"
12:00:27:834","3.146541","3.14988","3.146541","3.14988","100.1"
12:00:33:441","35.08736","35.08483","35.08736","35.08483","100.0"
12:00:43:161","43.36786","43.35516","43.36786","43.35516","100.0"
12:00:48:250","5.898361","5.897189","5.898361","5.897189","100.0"
12:00:54:422","5.404492","5.40469","5.404492","5.40469","100.0"
12:01:01:103","6.262938","6.262118","6.262938","6.262118","100.0"
