17:35:10:35","319.022","319.0201","319.022","319.0201","100.0"
17:35:21:05","218.9865","218.9887","218.9865","218.9887","100.0"
17:35:30:77","229.8975","229.9045","229.8975","229.9045","100.0"
17:35:39:46","386.643","593.914","386.643","593.914","153.6"
17:35:53:25","253.297","253.2836","253.297","253.2836","100.0"
17:35:58:87","176.4536","176.4525","176.4536","176.4525","100.0"
17:36:05:03","288.0222","288.0268","288.0222","288.0268","100.0"
17:36:12:69","236.6565","236.6466","236.6565","236.6466","100.0"
17:36:21:88","307.0625","307.0708","307.0625","307.0708","100.0"
17:36:27:50","291.4434","291.4424","291.4434","291.4424","100.0"
17:36:32:10","249.8669","249.87","249.8669","249.87","100.0"
17:36:41:36","220.6248","220.6238","220.6248","220.6238","100.0"
17:36:48:00","241.366","241.3616","241.366","241.3616","100.0"
17:36:52:60","486.2585","486.2706","486.2585","486.2706","100.0"
17:36:57:74","168.1382","168.1402","168.1382","168.1402","100.0"
17:37:02:82","234.6526","234.6549","234.6526","234.6549","100.0"
