18:27:46:096","80.88097","80.87507","80.88097","80.87507","100.0"
18:28:39:727","0.04066763","0.04283999","0.04066763","0","0.0"
18:28:42:786","320.0772","320.0782","320.0772","320.0782","100.0"
18:29:01:718","704.8936","704.9055","704.8936","704.9055","100.0"
18:29:22:173","1.413131","1.412661","1.413131","1.412661","100.0"
18:29:25:753","3.096657","3.095952","3.096657","3.095952","100.0"
18:29:27:282","1.674675","1.675055","1.674675","1.675055","100.0"
18:29:38:030","145.0807","145.0825","145.0807","145.0825","100.0"
18:29:48:240","3.89044","3.890287","3.89044","3.890287","100.0"
18:30:09:213","1190.966","1190.973","1190.966","1190.973","100.0"
18:30:12:801","43.46704","43.46827","43.46704","43.46827","100.0"
