Condition","ParticipantID","Test"," "Time Stamp","Local_HMD_p_x","Local_HMD_p_y","Local_HMD_p_z","Local_HMD_r_x","Local_HMD_r_y","Local_HMD_r_z","Local_HMD_r_w","Local_Right_p_x","Local_Right_p_y","Local_Right_p_z","Local_Right_r_x","Local_Right_r_y","Local_Right_r_z","Local_Right_r_w","Local_Left_p_x","Local_Left_p_y","Local_Left_p_z","Local_Left_r_x","Local_Left_r_y","Local_Left_r_z","Local_Left_r_w","Local_FingertipR_p_x","Local_FingertipR_p_y","Local_FingertipR_p_z","Local_FingertipR_r_x","Local_FingertipR_r_y","Local_FingertipR_r_z","Local_FingertipR_r_w","Local_FingertipL_p_x","Local_FingertipL_p_y","Local_FingertipL_p_z","Local_FingertipL_r_x","Local_FingertipL_r_y","Local_FingertipL_r_z","Local_FingertipL_r_w","
Approach","g","T1","16:00:23:292","-0.8048731","1.554381","0.271359","0.1715107","0.7744913","0.1913324","-0.5780479","-1.070718","0.9994571","0.5464217","-0.3079287","0.5974574","-0.5717164","-0.4704944","-1.003843","1.006158","-0.01475722","-0.6433641","0.2681756","-0.1295338","-0.7052556","-1.153004","0.8040496","0.5507698","-0.9689559","0.1316232","-0.1972456","-0.06995999","-1.070143","0.8096047","0.02552742","0.4743039","-0.03298578","0.8682671","0.1416347"
Approach","g","T1","16:00:23:338","-0.8016043","1.554994","0.2711586","0.1716424","0.7761624","0.1918083","-0.5756044","-1.070802","0.9994224","0.546535","-0.3083985","0.5976235","-0.5715893","-0.47013","-1.00465","1.005966","-0.01496311","-0.6436741","0.2657546","-0.1322882","-0.7053779","-1.154106","0.8040569","0.5488762","-0.9684654","0.131907","-0.1995919","-0.06955851","-1.068233","0.8092153","0.0241923","0.4721687","-0.03155626","0.8697758","0.1398242"
Approach","g","T1","16:00:23:368","-0.7932861","1.556248","0.2722396","0.1730444","0.7808263","0.1930525","-0.568416","-1.071193","0.9992444","0.5470958","-0.3105714","0.5985271","-0.570922","-0.4683576","-1.004936","1.005898","-0.01503249","-0.6437929","0.2648885","-0.1332498","-0.7054143","-1.155103","0.8042642","0.5442437","-0.967245","0.1320795","-0.2057871","-0.06814718","-1.061908","0.8089485","0.02095944","0.4665283","-0.02994438","0.8733226","0.1369773"
Approach","g","T1","16:00:23:405","-0.7908771","1.556718","0.2723351","0.1737225","0.7808223","0.1934176","-0.5680904","-1.0716","0.9991022","0.5475672","-0.3125911","0.5991844","-0.5705217","-0.4666582","-1.001718","1.006691","-0.01407579","-0.6429448","0.2746161","-0.1221807","-0.7044715","-1.146082","0.8043822","0.5521281","-0.9695019","0.130263","-0.1966214","-0.06662193","-1.062682","0.8093785","0.02772281","0.4746282","-0.02779911","0.8691247","0.1363006"
Approach","g","T1","16:00:23:438","-0.7892535","1.556884","0.2726142","0.1729443","0.7809559","0.192976","-0.5682943","-1.071608","0.9990938","0.5475897","-0.3126493","0.599236","-0.5704808","-0.466603","-1.000201","1.009466","-0.01112261","-0.6439963","0.2752979","-0.1168849","-0.7041433","-1.150752","0.8031566","0.550685","-0.9699895","0.1288992","-0.1958773","-0.06432489","-1.070722","0.8109609","0.02578121","0.4752449","-0.03812974","0.8667155","0.1466036"
Approach","g","T1","16:00:23:467","-0.787474","1.55713","0.2728968","0.1727757","0.7810224","0.1925852","-0.5683869","-1.071558","0.9991101","0.5475349","-0.312413","0.5991604","-0.5705206","-0.4668095","-0.991405","1.014099","0.01093687","-0.6429393","0.2756806","-0.1170025","-0.7049395","-1.151094","0.8028569","0.5506297","-0.9699562","0.1289024","-0.1960814","-0.06419483","-1.070603","0.8137966","0.0281665","0.4778423","-0.04170775","0.8647372","0.148853"
Approach","g","T1","16:00:23:488","-0.7856269","1.557422","0.2732347","0.1725868","0.7812166","0.1921342","-0.56833","-1.071403","0.9991767","0.5473265","-0.3115874","0.598835","-0.5707483","-0.4675001","-0.9932491","1.013004","0.005641058","-0.6428568","0.2760622","-0.1167785","-0.7049025","-1.151258","0.8029676","0.5505903","-0.9698718","0.1290791","-0.196302","-0.06444478","-1.061944","0.8186792","0.05064687","0.4772265","-0.04096331","0.8649315","0.1499017"
Approach","g","T1","16:00:23:505","-0.7839833","1.557607","0.2736155","0.1726504","0.7809912","0.1914415","-0.568854","-1.071163","0.9992656","0.5470352","-0.3103595","0.5984185","-0.571021","-0.4685162","-0.9966258","1.011012","-0.002569601","-0.6429728","0.2748154","-0.1183378","-0.7050239","-1.150927","0.8032538","0.5513811","-0.9698651","0.1295113","-0.1956784","-0.06556688","-1.06426","0.8176878","0.04577577","0.4776976","-0.0411439","0.8646016","0.1502547"
Approach","g","T1","16:00:23:522","-0.7824095","1.557808","0.2740127","0.1723798","0.7811831","0.1905974","-0.5689558","-1.070869","0.9993815","0.5466568","-0.3088081","0.5978532","-0.5714105","-0.4697863","-0.9983327","1.010189","-0.0058119","-0.6430654","0.2734783","-0.1204159","-0.7051075","-1.151562","0.803439","0.5512658","-0.9695304","0.1303212","-0.1963278","-0.06695322","-1.066733","0.815386","0.03753513","0.4771166","-0.03983275","0.8652282","0.1488412"
Approach","g","T1","16:00:23:540","-0.7807459","1.557996","0.2743759","0.1723733","0.7811813","0.1894442","-0.5693454","-1.070786","0.9994188","0.5465382","-0.3083915","0.5976369","-0.5715415","-0.4701757","-1.003962","1.006898","-0.01660899","-0.6429843","0.2697596","-0.1285921","-0.7051703","-1.151615","0.8038146","0.5518042","-0.9693044","0.1312281","-0.1961759","-0.06887162","-1.06771","0.8142846","0.03472698","0.4770274","-0.03810786","0.8656433","0.1471546"
